x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
10,114,12573,5510,29,11,1
16,114,22047,26604,47,2,1
16,115,42287,7336,21,2,1
17,114,14930,7178,15,3,2
18,99,9539,783,14,1,1
20,112,50428,11665,22,4,2
64,74,21781,5614,9,3,1
93,15,26132,2429,40,22,3
102,99,12516,4336,7,1,1
103,99,36623,5917,23,17,4
103,100,74788,15417,7,1,1
107,106,52090,13942,12,4,2
107,107,26825,5044,33,1,1
108,107,35326,11709,19,12,7
108,109,61574,13778,20,4,4
109,105,30784,5604,12,6,2
109,108,27838,7545,20,7,5
109,109,38472,13732,56,1,1
110,107,41831,9898,18,36,4
111,112,60621,7659,10,1,1
125,3,41952,4081,22,2,2
127,2,50829,7612,25,1,1
127,4,24721,11032,12,2,1
127,5,41859,6283,34,1,1
