x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
16,20,11533,909,619
40,24,22854,1768,609
41,11,123448,10306,42
54,0,58086,12844,34
78,26,40829,7773,29
82,59,124806,10663,34
89,123,208106,9531,44
94,51,213090,23043,54
97,3,96013,12669,39
102,53,80397,18595,44
104,26,133450,10585,183
104,31,22896,6962,127
107,92,71832,7066,33
109,30,138475,12861,28
110,14,17917,11472,46
111,0,14017,2331,34
112,60,42457,13559,36
114,23,33933,7760,40
119,0,137044,141231,15
120,20,5018,1106,37
120,21,15778,3369,65
122,18,13529,2985,61
122,21,73362,12220,41
123,27,82823,7791,128
124,26,44088,4718,53
124,27,148248,16139,24
124,28,27545,4230,61
125,26,45941,5598,38
126,4,70794,12075,42
126,24,124154,12698,38
