x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
1,1,110400,110589,3
1,71,2351,3200,16
1,74,13611,15411,21
2,2,8842,4512,32
2,109,10445,1229,66
3,1,67594,64811,7
3,119,9947,913,26
4,1,15961,4245,37
4,126,10974,950,22
6,124,10919,1707,31
9,116,9055,1995,27
9,119,226200,125707,3
9,121,211979,127696,3
10,119,191148,128239,5
10,121,107705,122107,4
11,116,6802,1997,38
12,117,155361,104499,4
12,119,201150,138687,4
12,121,303307,216995,3
12,122,130461,90365,3
13,86,6773,6708,9
13,117,11824,2274,5
13,119,140185,120603,7
13,127,10368,870,31
16,127,3593,1790,27
17,109,10023,1915,17
17,114,4995,1519,29
18,29,3868,3527,19
19,76,27926,27700,11
21,27,4511,3743,720
22,81,410131,314688,3
24,31,2827,3211,20
25,82,27032,18403,6
26,92,22100,13276,11
27,82,2601,18791,11
28,59,25158,27368,3
29,31,39672,46051,4
29,101,16343,14400,2
30,84,16100,15843,39
31,119,9077,1258,19
31,121,10052,2012,71
31,124,10329,1989,21
31,126,6034,1716,30
33,126,9748,1801,22
36,27,15516,3870,739
37,64,4128,4886,5
38,22,3946,4168,7
38,84,157017,120991,3
39,29,3309,2456,48
39,82,130649,89236,3
39,84,164454,102275,3
41,82,38476,45135,3
41,84,168029,116125,3
42,22,97186,138525,4
42,24,63709,71122,4
42,84,215376,132234,3
46,61,61814,72359,10
46,62,366,1184,41
46,97,16088,19873,5
47,61,104183,127048,3
47,62,258456,177147,4
47,64,79242,110893,3
47,76,3552,2832,9
48,87,70076,47521,2
49,59,31146,51882,4
49,64,35598,66458,2
49,92,61582,56556,3
50,67,21490,9817,3
50,76,5025,1244,3
50,82,217091,152143,3
50,84,95848,33347,33
50,86,8756,20227,4
50,89,7013,1842,10
50,91,1557,1873,3
51,77,112384,123710,2
51,92,166734,74282,25
52,36,8205,4712,4
52,44,8731,8271,6
52,62,3447,3,5
52,92,67411,183117,3
53,46,6871,1823,7
53,76,169151,205264,2
53,82,60120,78838,3
54,81,180483,174492,2
54,84,25307,23719,2
56,44,3425,2088,10
56,52,8352,5504,5
59,54,137882,201945,2
61,14,6631,4857,22
61,47,9186,2483,16
61,51,7957,3218,15
61,54,157687,279059,2
61,87,79470,151988,12
61,89,28995,30399,89
62,117,50832,60211,3
63,4,5701,1751,13
63,87,216123,138187,2
63,89,78505,103342,2
64,49,5614,2556,21
64,101,140769,134322,4
64,102,119458,68129,3
64,104,200969,104770,6
65,4,9200,4500,15
65,106,203016,154149,6
66,4,8268,9891,21
66,56,8033,3988,8
66,101,227112,170433,3
66,102,226969,131532,3
66,104,255524,174069,4
67,94,59659,45465,1
67,101,193633,126630,3
67,102,199093,140305,3
67,104,162473,98541,6
67,106,173166,119380,2
67,111,23911,12186,4
67,112,134411,87222,6
67,114,222417,116968,4
68,104,135661,130212,5
68,106,174455,126796,2
68,111,240553,154768,6
68,112,163008,120606,4
68,114,198453,165758,2
69,94,98210,159664,2
69,99,226521,124440,4
69,101,174671,133895,2
69,102,219166,129992,4
70,99,203614,133642,3
70,101,212966,139758,2
70,102,180415,102294,3
70,104,192069,142875,5
70,106,168678,146346,4
70,107,143354,114383,3
70,109,148500,164670,2
70,111,224777,157966,4
70,112,107337,93594,8
70,114,211717,132339,3
70,116,104396,79245,6
71,102,212572,174872,2
71,104,222746,176839,3
71,106,180326,117665,4
71,107,154486,122706,4
71,109,115392,98360,4
71,111,199637,142037,5
72,56,14493,4613,4
73,102,186890,123391,6
73,104,257796,145925,3
73,106,162153,123539,4
73,107,165124,119378,5
73,109,144322,140539,5
73,111,137635,120243,3
74,104,218730,121330,5
74,106,227956,165313,3
74,107,185713,153895,4
74,109,134251,162989,6
74,111,208415,151811,2
76,106,231644,181207,2
76,107,37039,35842,2
77,56,11379,5424,10
78,52,8323,1563,3
79,6,3596,3846,13
79,92,16231,31692,1
79,102,315297,71894,5
79,104,265907,80763,5
81,52,11203,2827,4
82,1,9250,9618,6
82,7,4871,4949,7
82,89,3425,1399,3
82,107,278398,266931,2
84,52,102568,92721,3
84,54,89865,93349,3
84,61,9426,5612,7
84,74,43986,42359,3
84,91,9669,1467,8
85,7,37386,38407,3
85,106,291511,268526,2
86,54,159912,97095,4
86,106,251809,247948,2
87,52,8102,6645,3
87,54,187705,170796,2
87,59,29644,22521,3
87,62,10557,804,3
87,64,7258,580,3
88,7,38482,33962,9
88,9,53712,53202,2
88,66,12544,7233,4
89,52,92681,56081,3
89,54,153412,126766,3
89,57,7750,3022,3
89,59,39869,38868,2
89,61,35221,36213,3
90,6,22952,13541,3
90,7,32956,27000,4
90,49,2604,2111,7
90,52,55267,60709,19
90,54,95103,104655,7
91,6,48328,32257,3
91,14,5860,5888,3
91,74,11372,11252,3
92,54,79853,64181,3
92,92,151521,154970,2
93,52,96044,71128,3
93,54,183804,152317,5
94,6,12465,11957,3
94,94,264578,163352,2
96,41,17751,12037,11
97,102,289248,288723,2
100,92,9570,6295,3
101,89,23765,5153,5
104,91,9589,9130,3
105,42,8303,958,3
106,92,6049,3588,3
106,96,13790,22002,3
107,46,6655,1720,3
108,59,8251,6248,3
110,92,196008,201583,2
110,99,261717,263535,3
110,101,29547,31044,2
111,99,101832,97254,2
111,101,159563,148258,2
111,102,116008,104008,2
111,106,46852,21941,3
112,92,46147,51092,3
113,101,219046,184704,2
