x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
0,41,46039,39438,21
0,44,16,79,35
0,125,26,76,20
0,126,38,0,123100323
1,3,703,476,38
1,24,11,24,16
1,42,258,955,11
1,43,2,7,7
1,44,2759,18,15
1,45,1,0,123102030
1,46,6,331123102,23330
1,56,311231020,23221,18075
1,90,52290,54247,15
1,92,22,1,1
1,93,3,3,4
1,94,802,41,50
1,101,0,231010013,31
1,102,311231010,1330,30320
1,110,181,74,0
1,111,11,6,33112310
1,114,2,331123100,323300
1,117,0,100323232,73364
1,123,60438,59080,21
1,124,9,1,3
1,125,9125,27,90
1,126,128,46,0
2,33,311231020,31212,16777
2,40,33,0,123102031
2,41,2,331123102,31003
2,42,123102031,1,961
2,43,310203002,0,7
2,44,45098,41507,43
2,49,123102023,313,114
2,80,58,0,311231010
2,89,1002300,53779,50264
2,92,79,14,12
2,94,42198,36106,17
2,106,72,28,0
2,107,3,0,311231003
2,110,36581,19,66
2,111,34,125,10
2,112,13,11,0
2,114,3,0,123100323
2,118,123100323,230,875
2,126,4,2,4
3,0,32968,29738,27
3,10,311231120,22102,7035
3,37,0,0,6
3,39,234,71,0
3,42,0,102031002,46987
3,43,33112310,2030021,41661
3,45,5,9,7
3,46,29,12,0
3,92,70364,10,7
3,110,10788,370,33
3,111,67,23,55
5,12,0,231021001,12
5,13,311231021,110,49387
5,14,2100103,55596,22769
5,33,0,231020312,20
5,42,1,4,0
5,43,61351,61146,25
5,44,55,14,20
5,45,0,112310203,22
5,50,9,0,311231020
5,54,11,3311231,2023230
5,55,0,231020232,23
5,88,6,4,33112310
5,89,0,231010023,2
5,90,311231010,2301,39851
5,94,39,18,33112310
5,95,310100213,0,0
5,101,27,3311231,1001332
5,110,330012,45064,42454
6,0,123112022,220,132
6,42,38,66,18
6,44,52461,23,62
6,45,12,0,310203002
6,59,9,1,33112310
6,82,39113,19,302
6,86,60,43,26
6,88,348,37,0
6,89,80,3311231,1002303
6,109,0,231003300,20
6,110,311231003,30013,73337
7,0,0,112022223,12819
7,24,9471,20,103
7,42,5945,20,250
7,43,311231020,30112,41565
7,44,2030111,40667,40691
7,45,57,20,0
7,46,79,84,33112310
7,50,7,5,0
7,59,4,3,0
7,60,2,0,310202320
7,90,25,0,311231010
7,96,33112310,1002131,71697
7,109,16,3311231,330021
8,9,0,231120221,3
8,16,46201,42993,17
8,27,4,3,0
8,29,15,0,311231020
8,30,6,3311231,2031221
8,45,12,16,5
8,49,0,102023320,24060
8,88,45,191,70
8,93,30,18,0
8,95,12,0,310100213
8,96,0,112310100,2132
10,0,311211302,0,9
10,23,310210002,1,1
