x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,average
0,93,8969,5,1,8969
0,94,5,1,1,5
0,95,2,0,213313222,2
0,96,0,313222203,38735,0
0,116,331320033,0,3,331320033
1,91,0,313233023,145751,0
1,92,213313233,22,124,213313233
1,93,2,2,1,2
1,94,4,2,1,4
1,95,4,2,0,4
1,96,1,200213313,222220,1
1,97,9,7,3,9
1,98,1,1,0,1
1,114,99,9,21,99
1,115,0,21331320,1322,0
1,116,120021331,3201313,158856,120021331
1,117,59846,74674,9,59846
1,118,244868,5,23,244868
1,119,11,7,0,11
1,122,0,21331313,2222,0
2,91,2,1,0,2
2,92,1,200213313,233030,1
2,93,331322300,0,4,331322300
2,94,27158,23300,7,27158
2,105,13222020,188665,70994,13222020
2,115,2,2,0,2
2,116,1,0,331320133,1
2,117,2133131,32303,39028,2133131
2,119,6,18,4,6
3,91,4,5,2,4
3,92,1,0,213313233,1
3,93,120021331,3223001,291643,120021331
3,103,2133132,22021,46852,2133132
3,115,5,3,2,5
3,116,4,3,120021331,4
3,117,0,133131323,10,0
3,118,13132302,308790,298937,13132302
3,119,96,5,7,96
5,90,0,21331330,33,0
5,91,3408,5,2,3408
5,92,4,3,2,4
5,99,5,10,5,5
5,103,0,133132220,22,0
5,114,49179,48243,16,49179
5,115,10063,8,2,10063
6,91,8,9,5,8
6,98,975,782,7,975
6,101,4,12002133,13222101,4
7,91,331330001,3,2,331330001
7,92,222521,237746,5,222521
7,93,4,1,0,4
7,94,4,0,331322301,4
7,95,0,21331322,3002,0
7,98,620388,532651,3,620388
7,99,103907,8,31,103907
8,90,1,0,331330010,1
8,91,120021331,3300031,75973,120021331
8,93,5,2,2,5
8,94,17,3,120021331,17
8,97,213313222,202,140,213313222
8,123,1,1,120021331,1
8,125,3,0,331313222,3
10,90,86522,80749,5,86522
10,91,12,10,3,12
10,92,1,1,120021331,1
10,93,213313230,20,839,213313230
10,94,43245,12822,10,43245
10,99,2,11,3,2
10,112,0,133132020,31,0
10,121,6478,4,1,6478
10,124,2,12002133,13132312,2
11,91,33,7,5,33
11,92,10,3,0,10
11,93,0,313230023,234121,0
11,95,1,1,0,1
11,96,8,0,2133132,8
11,97,93673,95164,6,93673
11,98,9784,6,1,9784
11,110,5,12002133,13202032,5
11,121,3,2,6,3
11,122,32,1,1,32
11,123,3,4,1,3
11,124,3,0,2133131,3
11,127,1,12002133,13123002,1
12,90,13300132,532009,391704,13300132
12,92,14909,8,4,14909
12,93,6,4,0,6
12,94,1,200213313,230030,1
12,95,132558,7,4,132558
12,96,5,2,2,5
12,97,13223100,902724,796181,13223100
12,122,127052,125125,7,127052
12,123,50012,19,2,50012
12,124,15,4,0,15
14,89,2133133,221,61622,2133133
14,94,7,0,213313230,7
14,95,521,941,11,521
14,96,29,1,1,29
14,97,2133132,23101,7648,2133132
14,123,8,870,4,8
14,126,4,0,2133131,4
15,94,5540,4,10,5540
15,95,14,4,3,14
15,96,4,3,3,4
15,97,1,12002133,13223110,1
15,110,6,3,2,6
15,111,5,4,0,5
15,112,2,0,2133132,2
15,113,2133132,2030,807,2133132
15,125,213313200,213,604,213313200
15,127,2,1,0,2
16,91,1,12002133,13300300,1
16,92,0,133133002,30,0
16,98,0,133132231,3,0
16,114,13202023,203603,217077,13202023
16,123,3,3,3,3
16,124,5,200213313,200233,5
16,125,0,313200222,146681,0
16,126,5,10,4,5
16,127,11,35,15,11
17,89,184704,233700,14,184704
17,90,260309,4,3,260309
17,91,4,11,2,4
17,92,6,0,2133133,6
17,123,5,5,5,5
17,124,11,0,213313200,11
19,88,213313301,21,774,213313301
19,90,751,50,4,751
19,91,28,8,1,28
19,92,9,1,0,9
19,94,9,5,4,9
19,108,4,0,2133132,4
19,121,251034,266402,5,251034
19,124,1,1,0,1
20,87,2,0,2133133,2
20,88,0,133133100,2,0
20,89,9,1,4,9
20,90,3,13,4,3
20,92,0,313301030,180264,0
20,93,179479,8,4,179479
20,94,4,5,3,4
20,108,266172,214929,6,266172
21,86,372217,214084,9,372217
21,87,5,5,0,5
21,88,5,12002133,13310003,5
21,89,304384,161023,9,304384
21,90,2378,4,15,2378
21,92,4,200213313,301031,4
21,93,6164,59395,34,6164
21,94,30,5,11,30
23,87,14750,13,7,14750
23,88,4,15,4,4
23,89,120021331,3301300,36247,120021331
23,91,2,2,0,2
23,124,10,10,4,10
23,127,1,12002133,13131003,1
24,85,0,313310030,214694,0
24,86,213313310,23,329,213313310
24,87,817,920,3,817
24,88,4,4,2,4
24,89,0,21331330,1302,0
24,90,331330121,1,5,331330121
24,91,3,6,3,3
24,92,1,0,213313301,1
24,123,22,258,6,22
24,124,271392,5,7,271392
25,85,120021331,3310213,55052,120021331
25,87,12,5,0,12
25,88,4,200213313,310031,4
25,89,94,20,1,94
25,90,7,2,0,7
25,91,3,0,331330131,3
25,125,51049,57595,24,51049
26,86,331331021,2,9,331331021
26,87,3,3,3,3
26,88,7,0,213313310,7
26,89,42523,35,1,42523
26,90,27,3,1,27
26,91,1,1,120021331,1
28,85,33,3,120021331,33
28,86,0,21331331,302,0
28,87,8,3,0,8
28,88,4,6,2,4
28,89,13310000,205033,115422,13310000
28,90,15507,5307,31,15507
28,124,0,313202132,233731,0
28,125,213313202,131,376,213313202
28,127,5,21,5,5
29,85,9,2,0,9
29,86,3,0,331331032,3
29,87,224643,179241,7,224643
29,88,6447,5,1,6447
29,89,2133133,10001,90065,2133133
29,113,133214,4,3,133214
29,117,3,200213313,202133,3
29,127,4,1,1,4
30,87,7,9,6,7
30,88,11,2,2,11
30,117,331320221,3,0,331320221
30,123,6,5,3,6
30,124,3,1,0,3
30,125,8,0,213313202,8
31,86,160845,10,28,160845
31,104,1,0,331323020,1
31,106,120021331,3230130,101162,120021331
31,114,0,133132023,11,0
31,115,8955,13855,14,8955
33,96,3,2,0,3
33,97,13231102,177004,67693,13231102
33,108,331323012,2,0,331323012
33,113,9,12002133,13202312,9
33,115,2133132,2310,29967,2133132
33,118,120021331,3202221,220177,120021331
33,125,5,1,1,5
34,94,30,3,1,30
34,95,6,4,1,6
34,97,2133132,31103,59324,2133132
34,116,13202303,192676,173029,13202303
34,118,0,21331320,2222,0
35,96,3991,15,6,3991
35,97,6,0,2133132,6
35,98,1,12002133,13231113,1
35,118,14,6,0,14
35,122,302350,269223,7,302350
37,88,1321,1736,59,1321
37,93,459099,460359,5,459099
37,96,492,888,5,492
37,101,15,3,0,15
37,102,29,7,120021331,29
37,113,5,1,0,5
37,127,284882,279472,4,284882
38,99,0,133132311,12,0
38,105,0,21331323,200,0
38,111,9,15,6,9
38,115,9,0,2133132,9
38,118,8,1,1,8
38,119,1,0,331320222,1
38,124,2,2,3,2
38,126,331313222,0,4,331313222
39,118,19,6,7,19
39,119,15,8,120021331,15
39,125,3983,4,7,3983
39,126,120021331,3132221,275103,120021331
40,99,120021331,3323112,11073,120021331
40,100,331332301,2,7,331332301
40,115,5,2,0,5
40,116,3,1,120021331,3
40,118,331321202,3,6,331321202
40,122,2,2,0,2
40,123,1,0,213313212,1
42,121,188883,104486,6,188883
42,122,5,5,1,5
43,82,9,58,10,9
43,100,0,21331332,3123,0
43,122,12,2,1,12
44,101,13312303,39825,29018,13312303
44,124,1,200213313,212000,1
44,125,0,313211311,177220,0
44,127,331320333,3,0,331320333
46,78,6,8,2,6
46,79,1,0,213320221,1
46,84,6,27,6,6
46,114,84671,13,13,84671
46,119,0,21331321,2033,0
46,121,120021331,3212032,150583,120021331
46,122,0,4,1,0
47,82,1,200213320,221330,1
47,83,131,234,6,131
47,84,180339,5,1,180339
47,85,638,961,6,638
47,86,263496,4,2,263496
47,114,68449,61267,6,68449
48,83,213320220,122,265,213320220
48,84,56075,47613,26,56075
48,86,334453,277750,3,334453
48,98,1,0,331332313,1
48,101,2133133,12330,39120,2133133
48,109,13220022,109251,85503,13220022
48,115,5,18,5,5
48,119,9,4,0,9
48,121,12,0,331321210,12
49,80,1,1,0,1
49,83,0,320221313,194592,0
49,85,213320132,2,652,213320132
49,92,6,2,1,6
49,93,1,1,120021331,1
49,115,31,5,6,31
49,117,31,5,9,31
49,118,7,21,7,7
49,121,8,3,120021331,8
49,125,1229,8,1,1229
51,98,70382,59129,11,70382
51,117,16,14,5,16
51,118,17,9,0,17
51,126,3,0,2133132,3
51,127,0,133132100,30,0
52,100,6,4,0,6
52,101,166786,6,8,166786
52,117,238374,4,10,238374
52,118,10,9,7,10
52,127,1,12002133,13210031,1
53,97,2133133,30123,99419,2133133
53,99,75,4,1,75
53,101,86421,69974,5,86421
53,103,5,2,1,5
53,104,1,1,0,1
53,111,120021331,3220221,163294,120021331
53,112,331322021,2,1,331322021
53,113,1,0,2133132,1
53,114,2,12002133,13220031,2
53,118,369,386,9,369
53,127,14,5,0,14
54,111,0,21331322,222,0
54,113,97,11,0,97
54,115,0,133132200,30,0
54,116,2133132,20023,71404,2133132
54,117,213313212,221,24,213313212
54,118,247147,137329,12,247147
54,119,8,0,2133132,8
55,96,1,200213313,331121,1
55,97,0,133133301,30,0
55,98,13330122,48109,35872,13330122
55,99,19641,9,1,19641
55,100,18,5,2,18
55,102,36,62,5,36
55,104,5,75,2,5
55,105,0,133133131,3,0
56,79,120021332,222320,433916,120021332
56,88,5,1,120021332,5
56,89,12547,2454,29,12547
56,90,679,44,1,679
56,93,331333210,1,2,331333210
56,96,1,0,213313331,1
56,97,482,822,8,482
56,98,7,8,5,7
56,99,4,2,0,4
56,100,1,12002133,13330132,1
56,101,8,1,1,8
56,102,1,0,213313320,1
56,103,213313320,103,628,213313320
56,108,1,12002133,13313123,1
56,109,0,133132203,11,0
56,110,13220303,214793,217995,13220303
56,111,3,2,0,3
56,112,1,0,331322022,1
56,113,37,3,0,37
56,114,2,200213313,220122,2
56,115,15674,11,22,15674
56,116,5,44,17,5
56,117,249470,98521,7,249470
56,118,2920,5,15,2920
56,122,2133132,12122,42319,2133132
56,124,83876,12,4,83876
56,127,11,8,2,11
57,78,0,21332022,2322,0
57,85,2133202,13210,10509,2133202
57,86,20213201,324421,287003,20213201
57,87,6,29,9,6
57,88,10,2,0,10
57,90,7,4,1,7
57,91,2,200213320,132101,2
57,92,0,320132022,454976,0
57,93,120021331,3332102,256570,120021331
57,95,4,8,3,4
57,96,2,1,0,2
57,97,297163,404648,4,297163
57,98,104958,17,22,104958
57,100,4,0,2133133,4
57,101,25,19,1,25
57,102,1,1,0,1
57,103,0,313320123,10400,0
57,110,2133132,20310,83135,2133132
57,111,5,1,1,5
57,112,1,1,120021331,1
57,113,6,8,3,6
57,114,2,0,213313220,2
57,115,553,253,7,553
57,116,4,2,1,4
57,118,4,5,4,4
57,119,3,200213313,212230,3
57,121,0,313212223,82392,0
57,122,0,133132122,0,0
57,124,47831,57592,9,47831
58,39,320322321,321,932,320322321
58,82,13274,13408,11,13274
58,83,6285,25,17,6285
58,85,1,0,2133202,1
58,86,0,133202132,13,0
58,87,13862,98783,6,13862
58,88,61,5,13,61
58,89,0,21332021,3112,0
58,90,332021302,1,2,332021302
58,91,5,3,2,5
58,92,1,0,213320132,1
58,93,4,3,120021331,4
58,94,0,21331333,2103,0
58,95,7,7,9,7
58,96,13,15,2,13
58,97,213313331,3,260,213313331
58,101,42513,46566,6,42513
58,102,5763,7,45,5763
58,103,1,200213313,320300,1
58,106,2,0,2133133,2
58,109,33,8,0,33
58,110,14,12002133,13220312,14
58,111,82303,74910,8,82303
58,112,41,7,2,41
58,113,7,9,5,7
58,114,12,18,15,12
58,115,213313220,113,854,213313220
58,116,149006,69937,10,149006
58,117,0,21331321,3210,0
58,118,331321232,1,0,331321232
58,119,4,2,2,4
58,121,4,0,213313212,4
60,81,332022223,2,6,332022223
60,83,7,9,4,7
60,84,20,1,1,20
60,85,9,3,0,9
60,86,3,12002133,20213231,3
60,88,49633,31,1,49633
60,89,1,0,332021312,1
60,90,120021332,213023,235622,120021332
60,91,6,1,1,6
60,92,6,4,0,6
60,93,7,2,0,7
60,94,8,0,331333230,8
60,95,4293,265,202,4293
60,96,3849,13,17,3849
60,97,0,313331032,14448,0
60,99,19,5,4,19
60,102,3,1,7,3
60,110,7,0,2133132,7
60,112,192400,5,3,192400
60,113,99352,46787,15,99352
60,114,6222,17,11,6222
60,115,0,313220121,170836,0
60,117,1,0,331321330,1
60,118,120021331,3213033,67123,120021331
60,119,4,16,6,4
60,121,1,1,0,1
60,122,5,12002133,13212201,5
60,124,13212121,162777,36494,13212121
61,81,2133203,2001,61789,2133203
61,83,2,2,120021332,2
61,84,0,21332030,311,0
61,86,26,4,120021332,26
61,87,4298,6126,25,4298
61,88,0,7,2,0
61,90,43456,5,2,43456
61,91,1,1,0,1
61,92,5,0,332022232,5
61,93,8,0,7,8
61,94,4,1,1,4
61,95,213320113,233,767,213320113
61,96,153506,115533,6,153506
61,97,332010032,2,0,332010032
61,98,483297,384549,5,483297
61,101,0,133200023,31,0
61,102,2133200,2231,44102,2133200
61,110,12,2,0,12
61,111,331322130,0,5,331322130
61,112,142307,85795,8,142307
61,113,19,2,2,19
61,114,10,7,0,10
61,116,9,200213313,221212,9
61,117,7,6,0,7
61,118,9,47,16,9
61,119,29,13,0,29
61,121,6,200213313,221000,6
61,122,286287,291756,5,286287
61,124,5,1,1,5
