x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
0,21,48301,17810,32,1,1
0,22,92385.5,97423,52,11,2
0,25,147141,28746,26,2,1
0,27,30410.5,13698,85,10,5
0,39,14442.5,1748,91,2,2
0,78,33187,16829,48,9,2
0,85,21451,9029,24,1,1
1,20,38178,17088,41,4,1
1,29,223546,58221,27,9,3
1,79,7297,916,26,1,1
1,86,22263,1787,61,1,1
1,87,66066,23890,207,20,5
2,20,19485,5238,63,2,2
2,28,89128,94249,29,2,1
2,29,267444.5,98578,83,2,2
2,88,41598,10073,75,4,1
3,19,14713,1194,39,1,1
3,28,186724,49632,34,13,2
3,82,16359,1088,33,1,1
4,80,49569.5,11878,99,3,2
5,19,14235,1062,38,1,1
5,77,31320,11306,36,1,1
6,21,47187.5,20755,58,2,2
6,79,85616,22703,75,3,3
7,20,56010,17783,29,1,1
7,21,29249.5,14484,63,2,2
7,22,20434,5331,30,1,1
7,24,137567,12173,50,79,2
7,43,4334,2419,252,4,1
7,85,28980,20215,94,29,3
7,87,18520,18935,32,10,1
8,20,13109,706,37,1,1
8,45,71695,54156,41,1,1
8,74,890,143,128,3,2
8,87,32789,18938,36,3,1
8,88,9858,3647,62,3,2
9,22,6853,323,81,1,1
9,73,38596,19036,49,1,1
9,85,38824,19355,36,1,1
9,88,21161.5,1920,679,2,2
13,29,6749,9261,48,1,1
13,56,2877,641,62,1,1
22,47,5399,9,235,2,1
23,65,103553,16880,50,2,2
26,47,6657,382,59,2,2
26,51,6960.5,644,134,15,2
27,44,4780,235,38,4,1
28,69,3933,352,104,1,1
29,65,20338,9377,65,2,2
29,68,3748,245,81,3,1
29,75,24233,9513,45,2,1
30,69,4190.5,487,169,8,3
31,66,1531,343,60,1,1
31,74,193151,14363,53,2,1
33,68,22275.5,6648,104,2,2
38,69,6531,6229,47,2,1
45,73,57726,9306,49,6,2
58,87,425,796,709,1,1
