x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
59,103,21312.5,40404,101,9,5
60,96,8966,609,70,1,1
60,97,7854,757,71,1,1
60,98,8805,858,124,29,2
60,99,7892.5,2096,129,18,5
60,100,6999,13308,170,15,5
60,103,7879,644,71,14,1
61,97,32985,10299,75,6,5
61,98,2133,4303,148,4,2
61,99,37770,13815,58,26,6
61,100,20594.5,13474,126,12,7
61,101,13612.5,3655,90,13,4
61,102,13670,9343,96,19,4
61,103,4935.5,1467,100,2,2
62,93,11043,628,76,37,1
62,94,6180,487,72,1,1
62,95,12379,757,67,7,2
62,96,413,1876,76,1,1
62,97,24574.5,18851,113,13,4
62,98,111915,20424,29,8,2
62,99,38965,36473,71,6,5
62,101,8609,639,75,11,2
63,93,10700,938,58,5,1
63,94,10358,857,71,1,1
63,95,8588,446,75,1,1
63,96,424,1577,68,2,1
63,97,9046,869,76,1,1
63,99,13955,876,48,1,1
63,100,5469,401,58,1,1
64,94,5709,3072,51,2,1
65,93,21159,24527,62,6,1
65,94,10512,830,48,2,1
65,102,934,1414,43,2,1
66,92,10399,933,63,14,2
66,93,9213,671,63,7,2
68,102,27065,15545,54,5,2
