x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
0,23,19611,5797,638,1,1
1,17,100538,9958,20,1,1
1,127,110189,14431,89,1,1
2,16,17938,7433,22,1,1
2,17,37243,4576,32,9,2
2,23,1466,598,43,1,1
2,24,6244,755,21,1,1
3,15,30788.666666666668,21888,73,55,25
3,16,17955,3849,32,1,1
3,17,53006,4836,28,1,1
3,23,58551,5123,28,1,1
4,13,22228.333333333332,8071,100,46,12
4,14,33882,4577,29,2,1
4,16,48394.5,14502,58,54,20
4,17,36421.5,15761,57,13,11
4,18,52222,7711,25,4,3
4,19,43724,9833,22,1,1
4,23,14073,835,21,1,1
5,12,24304,7992,48,33,9
5,13,39739.5,11247,60,35,10
5,14,22397,3597,28,3,2
5,17,18415,5216,635,1,1
5,22,14223,826,21,1,1
5,23,33076,2445,23,5,1
6,10,31409,8810,45,6,2
6,12,12383,6049,55,4,2
6,13,14676,1160,42,1,1
6,14,11784,858,75,4,2
6,21,24426,6714,674,1,1
7,20,20521.5,9556,1295,6,2
7,21,22431,5011,604,42,2
7,120,8535,15566,65,1,1
8,11,44512.5,12940,84,9,6
8,12,65529,17640,51,45,24
8,24,129871,10235,117,5,1
9,7,3942,332,29,2,2
9,11,68175,9312,28,9,6
9,12,49933,5806,23,9,4
9,75,2654,611,134,1,1
10,7,5863,491,87,31,4
10,8,6957.5,672,117,10,4
10,9,21882,1338,32,12,3
10,10,17869,1659,38,42,8
10,11,29760,4626,29,19,8
11,10,18145,5323,78,43,22
11,11,18655.75,11512,279,89,31
12,11,6809,676,30,3,2
13,11,24643,7009,24,6,4
13,12,26779,5007,23,4,1
14,15,11446,680,39,3,1
14,65,12743,4602,32,1,1
14,122,8343,512,23,32,5
15,15,11885,959,35,1,1
15,16,18203,862,25,3,1
15,17,10161,639,30,2,1
15,119,21023.5,15654,22,6,3
15,120,32483,8500,11,2,2
16,15,13757,704,38,16,1
18,22,93590,3354,100,1,1
18,121,11491,553,17,1,1
19,121,13275,16722,28,1,1
21,36,304802,17091,110,1,1
22,124,21888,5443,22,3,1
23,30,35114,4354,21,1,1
23,47,13834,4384,104,1,1
23,124,37255,7695,10,23,3
25,83,13055,413,30,1,1
25,94,23901,4282,66,49,3
25,97,16626,3734,14,1,1
26,23,14760,17187,86,1,1
26,86,27740,26186,79,23,8
26,89,11166,10229,21,12,9
26,90,8630,804,56,1,1
26,94,18554,5689,16,1,1
26,127,20139,8941,21,17,4
27,84,2904,1107,39,1,1
27,85,22605.5,18651,50,19,5
27,86,25701,15065,19,12,5
27,87,25284.333333333332,16724,80,26,12
27,89,18975.5,10956,55,25,8
27,90,24315,5929,24,8,4
27,91,7291,1904,33,2,1
28,84,12409,1979,67,1,1
28,85,8471.5,6389,87,28,3
28,86,13990,10717,57,13,9
28,87,10603,3456,38,53,15
28,88,15958,10476,58,46,13
28,89,14237,4681,24,4,3
28,90,10474.5,5951,64,22,4
28,91,4902,1450,53,3,2
29,80,11505,697,13,1,1
29,81,27015,8195,22,2,2
29,83,23232,4408,30,1,1
29,85,7560,4062,35,5,1
29,86,16163.5,8660,67,82,24
29,88,12575,13010,75,18,10
29,89,12517,7074,32,1,1
29,103,19735,13682,8,1,1
30,0,112498,117680,8,12,10
30,12,17090,1874,22,3,2
30,79,18503,37046,91,174,87
30,80,8579,8367,95,15,5
30,82,14756.666666666666,10353,125,44,7
30,83,26933,15866,74,84,22
30,84,15798,4844,45,32,9
30,85,31492,3349,27,7,6
30,86,15568,12382,126,27,13
30,87,11904.5,12850,81,29,13
30,106,28681,3921,16,2,2
30,126,16703,2355,15,1,1
31,0,5941.5,5362,24,25,22
