x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
3,57,1776,465,646,1,1
6,125,2891,429,11,2,2
7,73,78931,16565,100,1,1
7,122,12756,715,21,2,2
8,58,149802,15383,107,2,1
8,123,43758,9937,11,1,1
8,125,23196,2089,12,1,1
9,123,38043.5,11195,37,13,8
10,127,27181,4498,28,1,1
11,80,2355,878,88,1,1
11,127,21233,3031,20,5,2
15,114,24242,2809,31,22,3
16,115,2188,190,27,1,1
16,116,44164,4991,30,13,3
17,119,11792,1982,27,3,3
18,119,13553,732,12,2,1
20,111,31490,4366,17,2,1
20,112,48444,12087,13,4,2
20,126,31955,5282,29,1,1
21,111,47293,4930,13,1,1
21,114,31273,2954,13,4,1
21,126,13695.5,8008,40,3,3
22,122,2279,275,70,27,1
25,116,933,436,77,1,1
25,125,6230,324,35,1,1
26,93,109876,31006,59,8,3
26,112,4399,818,28,4,2
27,93,75047,9376,138,6,2
27,94,18285,4487,629,1,1
27,95,19488,3717,16,1,1
27,110,9418,4456,16,1,1
28,57,16263,7252,23,1,1
28,94,3343,2323,18,5,2
28,96,18225,3941,23,1,1
28,112,50245,4881,12,1,1
29,97,8939,527,12,1,1
30,68,7141,459,19,1,1
30,97,14057,545,16,1,1
30,98,19305,7595,58,17,13
31,69,17956,2928,20,8,2
31,72,179627,21203,89,7,2
31,92,3993,5551,98,1,1
31,93,48544,7463,42,6,5
31,97,12730,530,29,2,2
31,98,24942.5,7497,32,23,15
31,100,6655,15522,83,1,1
31,101,14710,4526,25,1,1
32,46,34569,17353,36,2,1
32,55,27196,17412,24,1,1
32,56,22875.5,8858,44,4,2
32,66,22615,2588,17,2,1
32,70,4675,4133,25,2,1
32,75,30158,4289,15,7,1
32,94,22960,5084,22,1,1
32,116,37920,4614,17,13,5
32,118,91469,15006,98,3,2
32,120,97469.5,194867,43,2,2
33,63,46271,6451,36,7,2
33,64,13967,1095,57,1,1
33,106,5182,48,65,1,1
33,116,20151,1310,20,2,1
33,119,3836,2286,40,1,1
33,120,87858,90768,7,11,9
33,121,9150,1947,105,9,3
33,122,35013,5129,15,1,1
33,123,16323.5,3570,62,4,3
33,126,81,4387,18,1,1
33,127,29645,3049,33,20,10
34,62,25167,4523,17,1,1
34,65,26994,4353,18,15,4
34,70,34556,3786,22,2,1
34,119,36223,3853,15,4,4
34,120,31336,3490,12,3,3
34,126,17670,3146,14,8,7
34,127,25335,7085,35,115,23
35,43,79440,19075,24,4,2
35,48,19764,2329,49,1,1
35,51,31261,5522,21,1,1
35,60,22993,17388,42,10,7
35,65,26009,2634,31,1,1
35,69,13830.5,6464,28,11,6
35,70,27730.5,11106,45,24,15
35,102,50211,4509,33,2,2
35,125,31062,4356,13,1,1
35,127,149150,34788,160,7,3
36,47,10517,4220,23,1,1
36,53,31229,2854,13,1,1
36,59,32855,24524,20,3,2
36,65,30801,2685,34,23,1
36,69,31829,4655,20,6,4
36,127,23406,2141,19,10,4
37,51,44684,19635,53,3,3
37,52,7948,855,14,1,1
37,53,44372,4382,21,2,1
37,60,14827,3217,69,7,3
37,106,9780,730,17,1,1
38,49,29910,18135,22,3,1
38,68,2007,428,70,1,1
38,101,8831,715,15,1,1
38,102,5387,721,23,1,1
38,105,33233,2794,32,2,2
39,48,14682,6934,22,21,3
39,57,37506,3845,16,3,3
39,102,1575,653,16,1,1
39,103,8227,575,24,2,1
39,105,5367.5,3232,275,6,4
39,107,15523,3224,647,19,2
39,108,27705,3933,656,4,2
39,113,32349,5387,637,1,1
40,42,21376,2810,28,26,10
40,46,22717.5,5997,51,3,2
40,47,33034,18355,19,2,1
40,48,27847,17750,21,2,2
40,49,23055,10016,61,4,2
40,50,40032.5,35561,54,2,2
40,56,35381,1880,21,7,1
40,100,24494,2460,29,1,1
40,101,8766,464,14,6,1
41,42,11658,1399,95,23,6
41,47,28525,3608,22,1,1
41,99,18461,3590,21,6,4
41,100,20247.5,4885,27,21,10
41,101,25775,5623,28,6,4
41,102,74400,7099,17,2,1
42,42,27497.25,16012,146,43,22
42,47,27860,2637,14,1,1
42,99,52584.5,14661,28,9,2
42,100,98719,11059,40,4,4
42,103,10836,648,38,1,1
43,97,39601,4355,28,9,1
43,100,14225,528,13,1,1
44,44,10614,711,18,9,1
44,99,40649,9444,27,4,3
45,44,27383,3980,19,53,5
45,45,1879,203,258,2,1
45,99,47671,5064,13,4,1
46,43,12191,845,14,2,1
46,44,23117.5,5916,47,17,3
47,50,13334,12399,106,1,1
47,96,11069,1526,14,3,2
48,96,28274,2983,13,2,1
49,61,25958,7431,25,4,3
49,62,21985,3858,18,11,6
50,57,12725,3220,88,6,4
53,97,11668,591,58,5,3
68,89,15287,8395,176,1,1
85,7,1697,718,30,1,1
90,104,4752,2840,92,1,1
97,91,207782,13726,100,1,1
99,111,4725,1668,103,1,1
109,105,138827,751,95,1,1
115,86,75716,15023,103,1,1
