x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
0,0,18860,2687,14,1,1
0,20,268412,192337,9,78,18
0,21,81914,84020,6,29,7
0,26,264725,38618,24,2,1
0,27,84789,18722,14,30,5
0,28,39738,15665,9,4,4
0,37,17982,3155,13,2,2
0,48,358417,190190,10,2,2
0,59,87364,20921,12,1,1
0,64,62997,19468,9,6,4
0,65,66892,20053,8,1,1
0,69,9148,391,36,1,1
0,70,260232,46094,6,12,5
0,71,102858,65524,8,30,12
0,72,89956,26794,17,30,11
0,74,74344,16294,11,96,5
0,75,145889,42132,9,13,9
0,76,39439,16295,18,9,6
0,79,186011,47719,10,14,3
0,86,62507,20087,12,3,2
0,96,272304,110357,10,87,11
0,97,29965,2239,20,1,1
0,114,37727,8262,28,15,10
0,115,19789,8167,25,4,4
0,120,155353,154410,5,6,4
0,122,48876,7837,20,9,5
0,125,49528,16069,12,11,5
0,126,34565,9176,15,2,2
0,127,232393,168691,18,3,2
1,4,18844,4518,18,9,2
1,5,11329,2416,15,3,1
1,6,3899,1062,12,10,1
1,19,203237,86180,10,40,7
1,20,241998,185779,10,16,7
1,21,194853,123189,14,28,9
1,22,5915,284,39,2,1
1,27,135944,20544,10,1,1
1,30,5986,325,12,1,1
1,59,53276,13156,13,1,1
1,64,39079,8519,14,3,1
1,65,92785,19838,11,6,2
1,69,7071,429,12,2,1
1,70,154284,45671,7,33,7
1,71,57404,26496,13,49,20
1,72,94930,43176,18,27,14
1,74,87014,27254,10,43,14
1,75,53087,12942,20,46,14
1,76,152219,37105,8,9,4
1,86,37547,18761,10,12,3
1,94,164545,92461,5,5,4
1,96,127250,76574,10,121,8
1,97,194924,109914,14,54,12
1,98,31701,9566,20,4,3
2,0,105222,17297,11,15,8
2,2,59421,18861,10,14,7
2,3,101389,20061,8,1,1
2,4,31100,10648,14,2,1
2,5,11770,1148,29,1,1
2,21,239770,210340,6,2,1
2,114,51367,22962,53,2,2
2,115,24712,11992,23,3,2
2,120,44398,34466,4,2,1
2,121,29746,9623,17,3,3
2,125,91795,86780,5,1,1
2,126,24089,2904,17,2,2
3,58,80277,16370,10,14,3
3,59,67074,15261,11,4,2
3,70,225146,39456,13,8,3
3,71,89638,34460,10,58,12
3,72,78201,15923,17,27,20
3,74,70648,26084,83,14,7
3,75,45648,15408,17,23,8
3,76,39559,17129,15,30,5
3,77,16563,9642,10,2,1
3,79,21001,900,16,2,1
3,81,14672,2835,20,21,1
3,87,21850,11198,12,27,2
3,88,68393,15477,17,9,4
3,90,62589,15017,120,22,4
3,91,91767,20104,8,11,5
3,93,32016,8103,6,9,1
3,94,140377,87165,9,17,8
3,96,141372,84889,15,7,4
3,97,688924,526070,12,3,3
3,98,74686,79079,27,2,1
3,102,3398,7438,12,1,1
3,103,26138,7104,13,3,2
3,104,22063,11371,15,6,2
3,105,53075,18265,12,10,5
3,107,131510,139857,7,5,2
3,109,88831,9210,13,2,1
3,114,92504,47431,6,1,1
