x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
2,37,27918,8223,17
2,38,11665,8116,24
4,91,15148,7435,2
12,120,16426,7882,2
14,89,1817,3830,26
15,63,12289,5702,2
16,56,30977,11259,37
20,53,88350,33168,2
23,33,2844,845,34
24,12,323581,268754,8
24,33,2268,787,23
24,43,2012,2508,11
26,33,5875,4707,44
27,4,48967,21290,2
27,6,2679,5553,21
28,15,58279,29358,10
29,4,84795,33840,2
29,25,85267,42039,5
29,27,235386,152338,2
36,28,2266,718,28
45,58,4876,2244,18
47,55,3254,1893,43
49,32,1742,2228,103
52,58,2807,2020,21
68,35,1927,2778,17
76,2,134195,16325,57
81,43,2276,879,24
81,81,9923,4322,16
86,94,2196,2450,9
87,94,2178,1843,12
100,81,29970,3827,73
126,63,43803,11480,43
126,64,94415,6924,37
127,64,3784,1890,16
