x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
0,15,12422,3102,7
0,17,11174,7102,8
0,18,3221,4316,33
0,114,7843,2687,6
1,7,29867,13175,7
1,22,36821,18036,5
1,32,20800,7325,5
1,33,19119,11287,5
1,35,27931,11733,5
1,37,28678,10191,4
1,38,21683,13294,31
1,40,17684,15275,36
2,42,25505,29998,51
2,43,29166,9928,4
2,48,11145,3904,6
2,50,26450,9764,5
2,52,29297,11887,6
2,53,37325,16990,21
2,55,22119,12401,10
2,75,29691,7174,8
2,77,33721,10344,4
2,97,27211,10047,5
2,114,1487,1514,10
2,125,1338,2327,51
3,0,55292,10466,6
3,38,17831,10039,19
3,40,16762,20993,41
3,42,21658,7305,5
3,43,22127,11919,5
3,45,22576,8257,19
3,47,22970,9352,9
3,48,26351,11614,7
3,50,25329,9959,11
3,52,29629,12253,6
3,84,6943,9548,6
3,85,19359,7262,8
3,104,2288,2080,6
3,105,15572,20028,5
4,0,7923,9101,6
4,2,20466,10765,12
4,3,15142,7841,14
4,5,38417,10588,6
4,40,29166,9920,6
4,53,22948,12521,10
4,55,42780,15539,6
4,67,27727,8234,5
4,69,13949,5778,10
4,70,1685,1677,8
4,97,41682,7938,58
4,124,1041,1707,40
5,45,27219,12943,8
5,47,41601,19365,5
5,48,14522,7023,6
5,50,19175,8797,5
5,52,19244,8298,20
5,53,28433,12554,13
5,55,20248,7517,8
5,57,34528,15241,5
5,58,41573,18331,13
5,60,28187,14348,5
5,85,1125,1344,7
5,89,38382,8275,5
5,115,28938,10571,7
6,0,1876,1730,5
6,3,24087,11168,4
6,43,20793,7500,4
6,45,25832,10799,5
6,47,25723,12901,5
6,48,25588,9383,5
6,50,19182,7442,5
6,52,3129,4348,56
6,53,21746,10305,5
6,102,27422,10433,5
6,117,18754,8975,29
6,119,389,3782,44
7,0,28382,6571,5
7,55,23279,11001,6
7,57,27475,8989,5
7,58,31967,11871,5
7,60,28595,23045,18
7,62,33853,19716,24
7,64,22069,9854,7
7,90,38191,13315,5
7,94,33302,22274,5
7,95,27061,9800,5
7,97,28109,13564,4
7,99,21594,9342,6
7,102,42655,15420,5
7,107,8966,4628,5
8,45,30032,10665,4
8,47,28154,12078,14
8,50,15796,6943,23
8,52,26043,9601,5
8,53,23324,5100,6
8,55,33516,13726,5
8,57,22463,7225,4
8,58,21458,8057,6
8,60,30964,10360,5
8,110,28526,9159,5
8,119,32166,11100,5
9,0,35334,14695,5
9,47,4368,2348,6
9,48,23106,12242,34
9,50,6565,10284,30
9,52,24825,8474,5
9,100,27846,10422,5
9,107,18679,7212,5
9,114,21704,8592,9
9,115,26740,10527,6
9,119,17251,9614,26
9,120,29980,10746,6
10,0,2876,2860,6
10,57,19120,6282,5
10,58,30769,7605,5
10,60,21848,8520,15
10,62,543,763,257
10,65,42347,17257,91
10,89,45800,16596,4
10,107,6417,6200,22
10,122,23529,9345,8
10,127,12655,16693,51
11,50,30081,10291,4
11,52,21670,9673,9
11,53,14828,5499,6
11,55,18575,7832,30
11,57,19455,8453,4
11,58,25388,8958,5
11,60,19636,6357,21
11,62,29003,10135,21
11,64,2959,1261,6
