x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
25,60,4277,873,86,1,1
43,126,9432,11689,14,13,1
78,110,9789,1156,32,2,1
79,111,6697,1180,28,2,1
82,56,2852,3576,13,1,1
87,75,1208,1304,7,1,1
91,103,8453,711,48,3,2
92,104,216596,138869,10,2,2
103,95,2107,713,35,2,1
106,86,228354,264222,9,2,1
107,83,27266,29802,13,16,3
107,86,122332,27931,10,1,1
108,89,9886,7296,20,2,2
108,91,176512,290271,8,1,1
109,83,28618,32473,21,9,3
109,85,14523,1592,27,1,1
109,89,10545,1251,26,2,2
109,92,133518,144698,8,5,3
110,81,22112,29477,4,6,1
110,82,15600,737,32,1,1
110,86,10611,832,34,1,1
110,89,17773,20657,6,2,1
111,86,192155,201658,7,22,2
111,88,125031,149981,8,7,5
112,85,149669,172490,8,2,2
112,85,41276,54627,10,3,1
112,86,26818,27771,5,15,2
112,87,89527,98322,7,11,8
112,91,9391,694,20,1,1
113,88,228764,261972,10,3,2
113,89,148363,181592,8,8,6
113,89,54256,66076,9,10,1
113,90,30492,54077,4,2,1
114,86,52406,92969,8,1,1
114,86,11254,859,33,2,1
114,88,301020,325846,8,5,2
115,79,13875,738,36,1,1
115,83,88419,9985,9,1,1
