x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,average
0,24,0,13321303,32,0
0,29,22,1,1,22
0,32,1,3131013,32101112,1
0,35,0,13321010,33,0
0,37,30,5,1,30
0,44,1,1,0,1
0,61,34,5,31310133,34
0,116,2,5,7,2
1,15,2,0,102031302,2
1,17,0,310133220,232,0
1,18,31310133,2200203,51160,31310133
1,40,3,5,1,3
1,50,31,6,0,31
1,89,9243,453,60,9243
1,92,5603,28,2,5603
1,98,131013303,31212,59215,131013303
1,116,1,0,101330302,1
1,120,0,13303020,22,0
2,10,1278,54,1,1278
2,23,1,3,7,1
2,24,1,1,0,1
2,35,1,0,131013321,1
2,36,84713,85999,24,84713
2,60,70,7,0,70
2,87,31310133,332321,235117,31310133
2,88,133033232,0,9,133033232
2,98,0,13303312,21,0
3,14,2,2,0,2
3,22,97140,50326,33,97140
3,31,98,24,8,98
3,55,131013320,2313,96557,131013320
3,62,27,143,14,27
3,94,29,3,1,29
3,109,31310133,330323,433160,31310133
3,111,339185,95346,25,339185
3,113,26,1,1,26
4,10,9,1,6,9
4,26,1,3131013,32131002,1
4,31,1071,29,1,1071
4,32,26,1,1,26
4,34,16,1,0,16
4,59,52491,50476,28,52491
4,62,8,26,36,8
4,112,6,4,0,6
4,113,6826,32,4,6826
4,119,1,0,131013303,1
4,120,1,3131013,30302023,1
4,124,51511,24714,26,51511
5,26,1,0,131013321,1
5,28,97578,174,29,97578
5,32,23,3,1,23
5,58,32002231,55383,12112,32002231
5,90,0,310133033,2322,0
5,93,7,6,5,7
5,115,12,1,0,12
5,123,30302003,36624,23860,30302003
6,17,17613,26,1,17613
6,29,555,912,24,555
6,30,880,46,1,880
6,31,31,1,1,31
6,38,9014,31,1,9014
6,50,25,3,3,25
6,120,25,1,1,25
7,16,798,984,31,798
7,18,27,4,1,27
7,23,1,0,133220032,1
7,33,31310133,2103231,108771,31310133
7,39,662,29,2,662
7,42,96201,96736,24,96201
7,62,23675,8,3,23675
7,108,0,310133033,1002,0
7,122,3,1,0,3
8,6,42,17,2,42
8,8,203130322,0,0,203130322
8,18,33,2,1,33
8,21,27,1,1,27
8,27,1,0,101332133,1
8,31,30,1,1,30
8,33,0,310133210,3313,0
8,35,9821,920,33,9821
8,38,195618,261050,23,195618
8,39,843,84,28,843
8,44,43,1,1,43
8,57,4,3131013,32003000,4
8,58,0,13320023,22,0
8,88,2,0,133033232,2
8,100,30331203,103439,58321,30331203
8,106,16,3,31310133,16
8,115,9,2,1,9
8,125,131013303,2011,55567,131013303
9,13,74116,35977,10,74116
9,22,5,3,31310133,5
9,27,10,4,0,10
9,28,114211,112489,21,114211
9,33,2,0,133210333,2
9,37,101332102,1,444,101332102
9,107,1,0,133033101,1
10,10,0,310203130,3222,0
10,21,48,27,13,48
10,22,5,1,0,5
10,25,6,1,1,6
10,32,1,1,0,1
10,33,7,1,31310133,7
10,35,133210313,1,5,133210313
10,67,34,13,0,34
10,100,1,0,131013303,1
10,112,133030320,2,7,133030320
11,19,74621,18575,26,74621
11,20,0,13322013,20,0
11,36,0,332102022,186063,0
11,44,6536,25,6,6536
11,101,1,3131013,30331231,1
11,112,24,4,1,24
11,119,101330302,232,137,101330302
11,122,106402,18647,10,106402
12,11,31310203,1303221,268003,31310203
12,17,0,332203031,311978,0
12,21,131013322,1213,32945,131013322
12,22,99211,29263,25,99211
12,23,19180,29,1,19180
12,25,29,7,1,29
12,35,17,1,1,17
12,36,4,3,2,4
12,37,1,0,101332102,1
12,40,31310133,2033331,43003,31310133
12,48,234213,70976,25,234213
12,49,445,432,42,445
12,103,17039,31,1,17039
12,106,65,36,2,65
12,112,79,31,1,79
12,126,24,1,1,24
13,18,101332203,10,849,101332203
13,35,89,61,6,89
13,36,26,6,1,26
13,37,2,1,0,2
13,40,0,310133210,10,0
13,41,133203333,0,1,133203333
13,65,8,1,5,8
13,98,48,16,1,48
13,113,11,2,0,11
13,115,0,310133030,3222,0
13,126,29737,25,7,29737
14,9,2,0,203130323,2
14,20,1,0,131013322,1
14,21,1,3131013,32202000,1
14,22,32201133,27796,4676,32201133
14,28,1,313101332,133031,1
14,54,26,15,9,26
14,57,8,0,131013320,8
14,93,6,1,31310133,6
14,104,86869,97387,27,86869
14,107,3,1,0,3
14,118,31310133,303211,116648,31310133
15,16,1,313101332,203121,1
15,20,1,1,0,1
15,30,0,332133023,77534,0
15,31,101332133,21,800,101332133
15,40,1,0,133210002,1
15,45,8,4,6,8
15,50,26186,30,11,26186
15,89,26,1,1,26
16,19,27,6,2,27
16,20,9,0,133303110,9
16,23,0,310133303,1022,0
16,28,21791,22,20,21791
16,36,2,5,3,2
16,37,4745,24,25,4745
16,38,1,313101332,102031,1
16,93,1,1,0,1
16,99,2,2,0,2
16,121,0,330302233,122197,0
17,15,23,9,6,23
17,17,95,28,1,95
17,32,131013330,1333,48515,131013330
17,37,95,15,1,95
17,38,3,2,31310133,3
17,42,50056,55246,25,50056
17,95,245,74,70,245
17,107,27,2,1,27
17,115,48,2,31310133,48
17,118,1,0,133030322,1
18,4,828,112,6,828
18,16,17849,30,10,17849
18,28,15517,4010,36,15517
18,32,0,13330021,31,0
18,37,57,38,1,57
18,40,101332320,311,270,101332320
18,97,6252,29,4,6252
18,112,56305,6896,109,56305
18,113,92289,25,3,92289
18,121,6,313101330,302300,6
19,3,102101110,210,190,102101110
19,4,520497,113322,6,520497
19,5,31641,10,11,31641
19,7,10,14,1,10
19,8,46870,8,16,46870
19,20,6,2,0,6
19,21,3,1,31310133,3
19,27,28,1,1,28
19,37,96834,28,1,96834
19,44,25,2,2,25
19,45,29,5,2,29
19,46,33,10,0,33
19,98,60,2,1,60
20,16,91303,71887,28,91303
20,30,57,23,9,57
20,52,36144,1703,56,36144
20,68,0,310133221,301,0
20,98,3836,21,93,3836
20,103,27,4,0,27
20,125,463,672,26,463
21,25,67,2,1,67
21,35,33001221,242583,219337,33001221
21,39,1,1,0,1
21,44,53706,27,4,53706
21,57,1,1,31310133,1
21,73,1,0,101332203,1
21,96,164713,33336,25,164713
21,99,2,0,101331002,2
22,9,41164,55120,8,41164
22,29,1,1,0,1
22,30,33021320,24965,18934,33021320
22,68,2,0,133221032,2
22,69,31310133,2210233,9900,31310133
22,87,0,331021110,255791,0
22,102,1,313101331,2300,1
22,104,3,0,131013310,3
22,107,16353,1115,44,16353
22,113,131013310,123,60787,131013310
23,25,9841,20,1,9841
23,30,131013330,22132,52153,131013330
23,35,6,3131013,33003012,6
23,48,0,332221131,87154,0
23,56,1,1,0,1
23,106,2,3131013,31002110,2
23,110,63587,26,1,63587
23,113,0,13310001,30,0
24,0,0,101110211,21120,0
24,31,0,13330223,10,0
24,97,4,4,8,4
