x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
16,88,4491,6588,110
25,33,13130,12221,35
25,35,2916,3122,56
27,33,18183,13761,31
27,35,140759,126187,33
28,35,17137,22573,29
28,37,19198,16317,26
29,35,98357,65662,32
29,37,183415,128929,28
55,27,6547,10915,40
81,46,10327,8671,44
106,21,9752,5371,52
107,90,6202,3696,80
108,88,10005,5670,27
108,90,8169,3412,33
124,16,4987,1448,43
124,22,1963,4784,37
124,46,5768,3243,22
125,48,10650,11445,27
125,50,7883,5306,94
126,21,9544,9263,30
126,32,18097,15217,47
126,48,26399,16227,12
126,50,18772,13514,14
126,51,18561,10671,15
127,25,96727,84255,33
127,27,37910,55298,41
127,30,16638,20556,42
