x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
8,20,5530,744,19,1,1
9,20,5498,633,33,1,1
13,112,206952,204755,11,1,1
17,111,154892,163900,9,4,1
20,98,8051,535,40,1,1
25,97,1748,330,27,1,1
38,10,1846,817,22,3,2
42,11,8118,604,27,1,1
45,100,202147,203294,9,1,1
46,101,163087,178943,9,3,2
47,101,205888,205061,7,1,1
48,97,31678,20275,12,20,1
48,99,11269,179237,12,5,1
48,100,199214,131711,28,4,2
49,97,103238,101431,7,4,1
49,98,139484,180358,8,1,1
49,100,127253,151319,8,7,4
49,101,149830,134453,8,7,1
50,97,120184,118994,7,7,3
50,100,360350,295210,9,1,1
50,101,204094,194146,9,1,1
51,98,204783,205181,8,1,1
51,99,15198,10593,20,3,2
51,101,62444,58496,15,7,3
52,95,126784,75371,12,2,1
52,97,76843,70617,14,7,3
52,98,205643,206319,11,1,1
53,47,55870,82596,8,1,1
53,97,40706,35033,23,7,3
53,101,94513,70424,8,10,4
53,104,9568,11323,16,3,1
54,98,138269,131994,22,3,3
54,99,29005,35070,10,1,1
54,101,238362,245231,10,4,1
54,102,93349,98532,8,2,1
55,97,92475,83524,21,5,2
55,98,350495,423765,10,3,2
55,99,169042,204489,10,2,1
56,100,121894,103897,10,2,2
57,98,195438,204597,9,6,2
61,52,205358,203409,10,1,1
70,97,5732,9710,15,1,1
83,112,15960,12996,35,6,5
84,112,34930,25799,47,6,3
86,9,183023,188059,10,1,1
98,37,50806,29084,12,1,1
107,114,198742,202641,8,1,1
108,113,74354,72365,7,3,1
109,114,142551,123258,9,2,2
110,114,183171,175845,8,6,2
111,112,30126,22132,8,1,1
111,113,126393,132866,7,6,4
111,116,151305,151703,8,8,2
112,113,176100,170289,9,5,2
112,115,103321,103698,7,1,1
112,117,104008,104083,8,2,1
113,113,208317,205927,8,1,1
113,114,294921,316078,9,1,1
114,112,112680,231342,6,1,1
