x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
8,22,30465,2998,71,2,2
11,101,683,257,101,1,1
15,66,28517,8471,51,2,1
24,102,21031,4566,35,2,1
26,90,4200,1156,59,1,1
52,97,2069,1221,49,1,1
53,105,3659,626,125,2,1
62,101,3276,912,57,3,1
63,100,10030,372,52,1,1
108,120,3866,551,53,2,2
117,44,17396,7304,31,1,1
120,69,4313,774,72,1,1
121,69,6961,2995,69,21,2
121,70,4009,466,60,2,1
122,64,4659,365,126,2,1
122,67,12607,10783,49,3,3
122,70,19713,9218,48,1,1
123,66,4633,648,62,1,1
123,69,8683,666,59,2,1
123,71,3937,773,33,1,1
124,70,10134,923,50,3,3
124,73,9566,722,98,1,1
125,68,3381,549,58,1,1
126,71,13432,1757,43,3,3
