x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
0,94,13036,702,31,2,2
1,95,29583,17728,20,5,3
1,96,6245,799,12,1,1
1,99,6416,332,18,1,1
2,95,23195,9396,22,25,7
5,95,6369,1183,44,3,3
5,96,13049,4768,30,6,4
6,96,25118,10490,28,28,8
6,98,7844,12909,23,1,1
7,92,19571,19261,30,1,1
7,95,27399,10393,18,33,20
8,91,14207,10815,7,2,2
8,94,12026,5700,14,33,25
8,95,17160,6101,23,88,45
8,97,71327,9250,12,27,10
8,124,6378,2842,16,3,1
9,91,5526,2504,13,2,2
9,93,16627,6352,21,3,3
9,96,27288,8420,17,103,44
10,93,27014,12083,12,34,30
10,95,18319,6322,14,183,74
10,100,265699,40166,9,8,4
10,103,37580,4732,8,1,1
11,95,34987,12911,14,264,104
11,96,30120,9376,21,108,54
11,99,17193,9728,65,4,2
11,101,106875,16622,15,13,8
11,102,45111,29548,10,2,2
12,92,49078,29686,6,10,10
12,94,18482,6981,21,422,164
12,97,48356,9603,18,120,49
12,98,25414,6515,15,27,12
12,101,20007,8821,27,20,10
12,102,12478,4580,18,11,2
12,104,6580,2855,42,6,1
13,93,26046,10550,17,289,89
13,94,28811,8032,21,386,128
13,95,43114,9976,14,282,71
13,98,57210,28427,16,35,10
13,100,20743,6804,13,15,7
13,103,13165,8422,4,2,2
13,104,38814,32403,7,7,3
14,91,30618,4827,9,1,1
14,94,32118,11439,15,137,67
14,96,58773,12289,17,183,46
14,97,65099,11134,16,186,37
14,100,17798,6738,29,12,5
14,102,23118,7404,18,16,5
14,105,22895,10823,16,57,14
15,90,36965,14365,24,34,8
15,92,25054,6218,15,47,21
15,93,24064,6945,17,106,58
15,96,86797,16953,18,140,36
15,97,39633,7622,25,53,29
15,99,16757,8454,23,17,13
15,103,49935,8333,20,55,3
16,92,26063,9631,28,41,26
16,93,62286,21087,15,298,80
16,95,39280,10920,14,92,55
16,98,31027,8061,13,55,17
16,99,57117,11199,14,33,18
16,101,93194,5918,7,1,1
16,104,53810,6439,15,7,3
16,105,41692,5495,22,20,7
17,91,43885,11929,17,2,2
17,94,20287,8431,16,125,42
17,95,48858,10276,16,155,80
17,97,26035,9623,16,111,35
17,100,4958,10253,49,3,2
17,101,5240,2180,23,6,3
18,96,43190,10888,22,262,75
18,97,37611,10009,17,140,55
18,98,40416,10046,13,20,13
18,101,24647,13302,8,3,2
18,103,5665,6623,20,12,4
19,94,30889,12297,26,50,26
19,97,48579,14018,13,116,44
19,99,18131,7132,11,23,11
19,100,10622,5546,7,2,1
19,113,16666,9008,28,2,1
20,95,17992,6543,30,85,37
20,96,40572,10048,24,129,46
20,99,32267,9129,9,4,3
20,100,3421,734,29,1,1
20,112,28916,9163,33,2,2
21,95,24034,6647,15,125,42
21,96,61459,12003,16,200,41
21,98,81015,15791,10,112,32
21,101,29719,6377,18,1,1
22,92,898,717,41,1,1
22,97,59572,11467,10,204,79
22,98,57405,12112,8,174,39
22,100,29556,15139,10,19,8
23,94,53064,12191,16,147,58
23,95,48668,7851,21,37,23
23,99,36675,11925,10,32,18
23,100,22426,5113,10,4,2
23,113,28980,7779,26,1,1
24,95,28786,10760,10,129,79
24,96,43987,21058,31,213,74
24,97,54274,10608,14,333,103
24,100,19963,5724,7,2,1
25,93,12654,7947,19,75,38
25,96,88875,25644,15,193,61
25,98,70137,16580,21,259,76
25,99,68475,12331,10,36,11
25,102,10361,1105,88,8,3
25,108,1287,3301,21,2,1
26,92,13643,8699,22,27,15
26,94,30011,8128,12,271,117
26,95,28329,7514,23,142,84
26,98,103954,25899,15,181,42
26,99,49419,9922,12,103,33
