x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
0,97,20402,3084,77
0,113,66752,4744,64
0,115,189708,146840,55
1,112,6671,5773,4
1,115,39041,47237,69
2,102,64659,35487,53
3,103,8552,903,53
3,105,19254,21303,54
3,106,44018,45071,54
3,112,99952,116730,48
3,113,146316,117219,47
3,115,15496,41512,49
4,100,45987,48531,51
4,101,8921,15220,41
4,102,19740,15057,56
4,108,25064,27784,65
4,110,41459,47966,56
4,111,50676,36284,53
5,97,7763,2718,57
5,101,7908,5412,476
5,103,6549,417,55
5,110,118739,56636,59
5,111,67823,67095,51
5,112,39562,41495,65
6,111,19506,14044,79
6,112,65924,56457,58
6,113,53675,41033,48
7,110,332395,138426,60
7,112,168999,169251,43
7,113,61225,28291,51
8,110,5436,674,38
8,111,8865,928,51
8,113,65064,77445,45
9,111,15127,4119,56
9,112,132897,107619,43
10,82,3310,875,92
10,108,18284,18788,84
10,110,256654,246778,44
10,111,170022,154429,41
10,112,56061,57989,52
10,113,64699,66678,40
11,83,41751,2564,76
11,96,56113,33881,18
11,108,78835,70111,40
11,110,55851,63493,65
11,112,65920,54601,51
12,96,96918,48022,19
12,110,52274,50614,62
12,111,98238,82906,46
12,113,36557,69906,65
13,91,11709,530,94
13,93,9624,2724,85
13,95,33601,17642,20
13,97,13536,18828,37
13,98,15026,727,108
13,108,135074,100713,42
13,111,60496,61427,51
13,112,35853,35330,72
14,95,13796,9012,65
14,96,33802,33203,15
14,108,177565,130254,43
14,110,78455,63364,55
14,112,32686,27756,61
15,93,7512,2559,88
15,108,161876,147115,38
15,110,87343,66429,51
15,111,17160,18301,61
16,93,41487,38059,46
16,95,39505,33995,23
16,97,22938,19204,48
16,98,34224,23287,42
16,106,1719,1227,82
16,110,109165,111708,44
16,111,70601,59796,47
17,93,37559,26236,18
17,95,24596,25538,22
17,96,77461,46945,17
17,97,44361,34752,15
17,108,131696,102464,42
18,105,11376,2588,92
18,108,37470,32230,58
18,110,137363,108398,42
19,108,28636,19346,57
19,110,26737,9562,65
19,111,166238,107313,43
20,106,44463,8587,64
20,110,61203,60318,43
21,93,11302,21327,50
21,95,46461,43691,48
21,98,20979,22360,41
21,100,3505,606,172
21,102,2739,1238,120
21,108,33579,22532,63
22,95,8263,983,85
22,97,42988,26925,37
22,100,5634,1790,92
22,101,59011,62430,63
22,108,71877,40488,56
23,100,279777,227352,36
23,101,29824,18984,36
23,102,259317,288206,38
23,108,82719,82008,52
23,110,22649,18587,48
24,95,67846,37360,23
24,98,23946,26516,25
24,101,215830,206180,37
24,102,19493,80708,36
24,107,35484,50457,49
24,110,30971,25754,63
24,115,48515,48224,64
25,95,30759,36960,22
25,96,6043,344,85
25,98,140105,112978,36
25,102,255162,253556,30
25,107,57514,51498,47
25,108,97728,67501,47
26,92,33419,32794,9
26,96,14770,2561,76
26,97,105736,78314,42
26,100,266794,140964,37
26,101,89440,105816,38
26,103,222312,229094,46
26,105,129244,99151,49
26,106,56405,52498,39
26,108,54002,43753,69
26,110,49786,42321,56
27,97,253,79,204
27,98,231996,217181,36
27,102,128907,114823,44
27,105,19314,17359,52
27,106,132682,124039,51
27,107,86052,69952,38
27,110,24156,24008,69
28,97,97755,48278,50
28,98,25298,29432,61
28,100,150030,105598,38
28,102,97586,92597,52
28,103,30667,41574,63
28,106,95518,79851,45
28,107,59558,52841,50
28,108,73414,56142,62
29,98,191805,131792,55
29,100,106700,91839,59
29,101,97949,88545,56
29,103,168211,104673,47
29,105,82813,86171,50
29,107,108577,95220,48
29,108,46742,34717,63
29,110,69836,64708,62
29,112,15203,32628,90
30,97,217,42071,59
30,100,31245,39937,36
30,101,7682,2676,96
30,102,148187,139069,46
30,103,118630,140671,44
30,105,155786,176168,41
30,106,91754,66746,47
30,108,54230,42863,71
30,110,16593,9846,69
31,98,18898,20532,72
31,101,59340,69021,46
31,102,38006,63649,53
31,105,70807,78538,57
31,106,97126,112691,47
31,107,100803,91893,58
31,110,43955,24557,48
32,102,57545,38713,57
32,103,81999,98833,49
32,106,109403,93421,88
32,107,101722,86084,51
32,108,82864,82679,45
33,98,17167,14646,58
33,101,204696,277685,44
33,103,11049,10826,59
33,105,131315,129885,47
33,107,166841,158202,48
33,108,85465,63616,55
33,110,51891,31827,48
34,102,81025,144974,49
34,105,107670,110317,52
34,106,55613,51524,56
34,108,107787,98646,59
34,110,8561,8863,36
34,111,1751,679,19
35,97,28615,14488,57
35,102,37030,24328,51
35,103,18146,17465,54
35,106,10149,10840,70
35,107,22628,18346,55
35,110,22002,24821,48
35,111,2154,418,74
36,103,8211,23132,95
36,105,6053,5567,78
36,106,109038,81347,47
36,107,261255,174684,48
37,103,15452,13503,136
37,105,19856,12244,88
37,108,165662,124623,49
37,110,46238,58662,61
38,102,21105,17308,70
38,105,49812,44877,51
38,106,147466,85342,46
38,108,25611,26231,63
38,110,74611,57026,54
38,111,71746,51142,56
39,103,8404,8369,97
39,107,9818,35963,59
39,110,73330,67753,53
39,121,72106,69826,41
40,2,8309,294,41
40,103,6291,1820,97
40,105,25447,16517,67
40,107,53653,54079,54
40,108,61042,51866,49
40,111,11756,9677,61
41,103,39615,22686,103
41,105,506,325,745
41,106,16925,14612,60
41,108,82883,101238,43
41,110,5954,612,52
42,1,15985,10100,30
42,101,5671,4444,73
42,106,26520,22003,53
42,111,43611,21982,23
42,113,44024,47039,84
43,110,28505,14911,19
43,111,106789,78887,22
44,111,80047,68382,17
44,112,61495,33700,41
44,113,21889,21493,99
45,110,51365,19816,23
45,112,46059,46913,47
46,115,60476,31719,51
47,116,7340,789,392
48,116,5813,950,42
52,118,24059,36334,51
53,123,18630,12938,63
54,123,25627,8806,63
54,125,13492,11534,89
55,125,75312,7854,51
55,126,26476,26619,58
56,125,10021,4620,38
56,126,26324,25630,44
56,127,21387,28775,62
57,126,8163,20162,83
57,127,21072,13180,50
