x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
0,5,106647,43385,8
0,86,440486,445450,12
1,1,43408,50961,4
1,70,48460,24961,23
2,43,4703,702,12
3,20,87904,84811,4
3,115,300044,298336,13
3,116,298939,337044,11
4,6,550677,104878,13
4,7,255500,53769,15
4,87,785596,923898,21
5,31,172358,58128,38
5,121,397097,323027,21
6,7,341145,84483,8
6,65,84500,134344,4
6,88,93625,76646,21
6,117,15404,244,59
6,121,31788,190660,22
7,84,11589,17516,50
7,93,20743,9050,9
7,117,41613,28874,22
8,3,459558,59150,12
8,14,543904,121473,6
8,64,299965,62935,12
10,1,102126,39539,5
10,2,48316,15501,65
10,27,80435,87623,8
10,73,47422,19280,27
11,3,48159,16233,46
11,90,200213,45785,22
12,5,56433,7004,58
12,90,124026,84744,57
12,100,13158,17919,43
12,127,187359,123651,27
13,11,18385,17828,4
13,12,188086,55356,7
13,33,83845,119922,7
13,34,86132,100548,4
13,91,107277,59153,4
14,3,41081,13290,15
14,5,252963,44955,26
14,6,132522,12949,49
14,27,44381,75750,5
14,28,272554,50711,15
14,41,121538,45740,9
14,80,127357,76369,5
15,12,72369,36864,153
15,40,218929,76432,4
15,41,319194,55380,11
15,42,224338,76221,4
15,45,56983,10335,18
15,79,371546,86837,10
16,0,111736,34207,9
16,17,33689,41513,5
16,45,109288,70032,4
17,17,33582,11812,7
17,63,159780,63032,19
17,65,341956,52818,29
17,68,371104,94406,7
18,64,249457,54127,11
18,65,42596,26276,4
18,67,410262,169202,5
18,76,13793,31728,9
19,2,188181,198850,6
19,10,281210,120443,5
19,44,53887,73123,6
19,65,291500,163133,5
19,67,38850,49658,6
19,110,23375,33311,15
20,2,269125,255449,10
20,3,408766,147484,7
20,16,109116,10149,14
20,35,181879,77777,22
20,36,125111,9093,14
20,40,104421,5110,15
20,64,87322,25521,12
20,82,75287,18583,30
21,3,240731,67514,12
21,5,321776,69395,14
21,16,173115,25198,13
21,17,170642,55315,11
21,18,379808,95661,5
21,19,246523,28681,13
21,65,344453,132474,5
21,113,92560,90033,19
22,1,295749,74228,14
22,2,283431,183410,23
22,17,226401,124892,11
22,19,210022,10422,15
22,20,198839,114231,12
22,35,119559,37062,8
22,36,141732,57100,5
22,37,19076,4162,13
22,38,52168,5185,19
22,40,106429,19331,5
22,56,256900,62330,6
22,67,27588,42402,14
23,0,328677,60280,30
23,1,108193,127111,4
23,3,152141,56803,16
23,27,82442,9989,15
23,38,17115,2993,5
23,46,104261,110707,4
24,2,43602,61185,10
24,3,28335,30804,9
24,17,333236,84686,11
24,35,277683,9781,10
24,37,284882,151122,4
24,38,207444,10304,13
24,45,99729,133017,11
24,46,135765,165721,5
24,56,234337,175411,4
25,2,9057,20710,6
25,3,371945,83595,20
25,5,32869,37773,4
25,8,69538,54520,22
25,9,99965,106309,3
25,19,158688,37480,6
25,27,124663,4993,17
25,44,14104,12903,7
25,45,185223,21407,17
25,47,103815,5141,13
25,56,64732,21427,22
25,67,229233,53692,5
25,111,51717,57806,12
26,14,393180,380488,6
26,15,68715,40469,19
26,19,28139,34333,22
26,20,66104,39605,162
26,34,280189,87359,9
26,35,207284,102285,10
26,36,384053,272175,10
26,37,318938,34532,12
26,38,218251,42634,18
26,40,241571,52424,12
26,68,209099,262236,5
27,0,297404,54275,13
27,1,700255,102160,33
27,2,374778,81316,19
27,3,168038,41997,21
27,10,612654,144213,7
27,26,19394,2861,629
27,34,386393,23175,18
27,35,463694,454422,9
27,36,208219,107899,58
27,37,261998,124923,10
27,38,322093,122485,5
27,40,54393,29689,15
27,41,126662,38249,13
27,49,77671,36260,14
27,68,101535,27453,8
27,69,102927,103218,5
27,117,295118,360181,22
28,0,306200,94741,16
28,15,344387,225440,12
28,33,523306,25540,15
28,35,219292,100833,11
28,36,547957,452049,4
28,50,61205,10363,20
28,84,71927,10447,18
28,118,360582,315249,22
29,15,96999,5189,20
29,54,7375,2286,12
29,69,96481,93802,5
29,86,164392,67697,21
29,110,4503,495,25
29,125,339666,159510,22
30,22,17501,2756,697
30,35,234034,155856,5
30,62,99190,20804,13
30,68,171006,284394,4
30,69,127257,138157,6
30,92,154618,57930,13
31,6,139337,67240,4
31,61,10096,9601,7
31,69,163438,215658,6
31,86,52844,32830,8
32,5,40199,58298,8
32,6,370259,43492,3
32,92,134238,51503,9
33,7,289786,101546,3
33,16,155155,204990,6
33,60,158061,7778,13
33,69,308017,338442,4
33,126,187622,86638,36
34,27,429522,25814,19
34,50,238698,18312,14
34,65,262146,255185,7
34,71,42271,21262,17
34,89,91114,41933,4
35,0,392550,125370,3
35,1,149964,24717,6
35,5,126018,41704,11
35,23,754699,645325,6
35,24,93256,69254,9
35,25,144381,50709,8
35,26,43119,40778,4
35,31,181112,131679,8
35,32,403774,453427,4
35,33,251853,233480,8
35,109,41348,8243,33
35,127,18673,7553,26
36,29,258095,226292,6
36,31,202431,50032,9
36,32,174977,76537,4
36,33,220172,104907,9
36,34,232554,14324,12
36,54,142905,84835,7
36,89,177853,55744,11
36,90,81813,65984,16
36,91,99585,86667,6
36,127,673935,500752,9
37,7,265790,117310,5
37,10,157110,29559,21
37,12,249873,47637,183
37,37,166662,9961,14
37,38,53695,63309,4
37,49,38331,41415,14
37,54,264872,23791,21
37,67,198124,143499,6
37,88,105943,85765,5
37,90,134229,61226,11
37,91,187296,24870,11
38,7,23940,8005,15
38,8,58908,61214,3
38,11,501998,63428,14
38,12,309074,64661,73
38,14,247745,56859,17
38,32,258132,110621,5
38,55,83186,59852,6
38,62,45310,28669,6
38,89,595192,87666,17
38,90,417523,63693,9
39,18,318059,88357,16
39,19,468490,102164,18
39,62,51729,61995,6
40,0,151622,90424,6
40,1,234320,61793,13
40,2,295841,144998,4
40,12,361035,74345,18
40,90,219362,51936,19
41,7,72804,20539,11
41,15,97103,114274,5
41,37,281115,9823,10
41,53,43784,19074,14
41,92,750588,91991,21
42,6,155457,79050,6
42,8,107767,40343,6
42,9,315368,141255,4
42,10,308565,72710,5
42,15,210591,10900,17
42,53,258895,54190,13
42,92,31750,35649,6
43,24,170412,19870,18
43,29,458906,128490,6
43,31,133631,74997,13
43,36,210535,17499,14
43,59,498355,79798,17
44,6,352308,65490,13
44,7,63211,79185,16
44,8,32170,65331,19
44,9,329894,217635,5
44,10,158460,77236,9
44,25,430806,24804,15
44,52,195566,28732,15
44,53,254685,67722,9
44,71,203440,27297,5
44,72,103848,73490,13
44,91,531894,62266,18
44,92,53926,34310,5
45,9,121023,57194,3
45,10,415205,196369,11
45,11,430863,450794,3
45,16,156918,112333,11
45,17,120314,30745,5
45,18,330642,46401,17
45,24,99478,56809,7
45,51,289876,100875,18
45,52,235287,52027,10
45,53,219141,24091,15
45,56,232141,37289,14
45,59,433976,99146,7
45,77,108619,58340,7
46,9,393159,312301,6
46,17,617178,93831,18
46,58,531377,56453,17
46,59,98186,50317,6
46,62,272170,82251,12
46,63,335832,92632,5
46,68,74968,13793,6
46,70,300674,70779,23
46,96,43246,36561,7
47,0,149226,94226,19
47,1,303203,31432,17
47,14,547330,15720,18
47,54,75247,76177,6
47,56,47232,24986,6
47,58,212311,49757,12
47,59,217527,67627,9
47,68,253942,84164,6
47,73,332508,205108,8
47,77,116121,44265,7
47,96,641960,89170,17
47,97,414565,58479,28
47,117,3858,511,37
48,0,232924,56132,25
48,43,172283,60814,5
48,74,66102,16050,6
49,2,304525,70068,15
49,3,37525,66747,5
49,9,336471,221547,3
49,11,70590,53791,9
49,43,8441,34698,10
49,50,87726,74663,5
49,51,660307,548305,4
49,52,441044,328955,8
49,53,346332,229020,11
49,54,254541,234208,6
49,55,557038,377127,6
49,56,636151,674948,8
49,58,125321,95323,17
49,59,93491,53885,6
49,60,18043,23542,24
49,96,282165,64606,18
49,97,328376,83770,14
49,98,301959,102578,12
50,3,185724,24385,4
50,10,339272,84367,19
50,11,238519,67666,9
50,12,303349,86998,5
50,15,368051,103362,18
50,18,709289,32128,20
50,19,428455,102456,19
50,44,319184,254744,6
50,51,64683,64472,4
50,52,450989,336716,7
50,53,391283,335382,8
50,54,410599,275687,8
50,55,524731,429383,8
50,56,259199,155274,9
50,58,257115,48915,5
50,96,257518,107974,8
50,97,290258,109905,9
50,98,289877,107986,64
51,11,383412,162199,9
51,12,207929,137040,5
51,15,658583,103559,25
51,16,534407,20786,18
51,52,472961,385932,5
51,53,358904,305255,5
51,54,108330,109999,4
51,55,385832,348213,6
51,60,20649,15840,12
51,61,131760,43759,8
51,62,85132,39592,20
51,96,200322,96996,15
51,98,12274,10298,8
51,110,9020,415,29
52,10,511856,353727,12
52,34,126660,129000,7
52,41,375205,138608,3
52,44,18907,14767,54
52,47,92814,92268,7
52,50,428530,426105,6
52,51,656337,546168,5
52,61,82391,20509,20
52,62,255730,86122,10
53,6,361804,180877,5
53,10,256289,96238,11
53,11,291931,159521,9
53,12,328212,245753,8
53,14,58737,61168,10
53,15,221766,55394,42
53,16,327725,43795,15
53,17,137657,40452,19
53,41,336804,124655,3
53,42,233385,80196,5
53,47,10655,10827,24
53,49,146905,152507,8
53,50,331850,288239,7
53,51,253156,228754,6
53,52,278756,192533,9
53,53,287543,227858,7
53,54,435835,51717,16
53,76,77550,24187,17
54,1,38909,43643,4
54,2,73719,36571,6
54,6,280139,121419,6
54,11,140064,42249,16
54,12,21283,28496,50
54,16,790683,15392,20
54,17,58398,47625,9
54,26,417543,144412,6
54,49,510362,483375,5
54,50,428497,337675,5
54,51,265975,197717,6
54,52,352912,271477,9
54,53,302995,208946,6
54,54,45934,34670,11
54,55,68022,43012,5
54,62,835282,102602,16
54,63,263082,92699,12
55,11,80820,50996,14
55,12,94573,52508,4
55,25,185035,61638,30
55,26,181631,142962,5
55,27,26437,33634,5
55,28,8652,9232,9
55,50,314641,193746,9
55,51,92901,160534,8
55,52,354833,277869,8
55,53,377836,285363,5
55,69,338280,56178,13
55,70,233874,101120,4
56,0,43706,34164,4
56,9,336893,209054,3
56,34,229073,89561,8
56,42,97979,36915,6
56,43,92761,33122,7
56,70,85961,13241,685
57,0,43558,32085,4
57,1,43701,32006,3
57,12,670402,103425,18
57,51,215674,122163,9
57,52,359665,332470,4
57,53,253042,268638,7
58,3,92292,45370,4
58,5,154907,33219,9
58,6,108838,147125,3
58,10,167752,46349,9
58,40,111122,66058,8
58,41,52932,113151,11
58,47,134671,69975,5
58,52,283814,399855,5
58,53,89359,94038,4
58,54,91105,40259,16
58,100,83939,86790,6
58,101,395467,51570,11
59,10,236862,80329,12
59,11,441652,50789,13
59,50,145468,82945,10
59,52,157630,91053,10
59,53,138043,92641,7
59,54,260983,251545,7
59,70,168404,18831,17
59,71,238619,45524,11
59,101,135813,61641,10
59,102,139538,76903,16
60,3,95296,92708,23
60,29,92136,28087,16
60,31,95514,41000,6
60,40,290206,128217,10
60,41,139714,88443,11
60,47,36084,27093,12
60,104,43277,31223,5
61,0,359956,93836,4
61,3,104834,5056,14
61,16,55626,24993,15
61,29,131918,23962,7
61,71,17749,26660,18
62,0,127148,39067,8
62,8,117851,53477,4
62,16,410111,106789,4
62,18,44158,56035,10
62,20,96718,84140,6
62,22,110637,43033,30
62,23,241184,57072,6
63,8,240051,100451,5
63,9,166388,34494,11
63,22,225672,101337,7
63,23,181197,44062,8
63,28,606372,459051,4
63,36,106270,39355,6
64,0,167779,70746,7
64,22,236651,74171,5
64,27,199392,189115,8
64,71,268269,77816,12
65,0,197945,96585,8
65,27,519503,431616,5
65,28,41926,13606,10
65,46,73276,31298,5
65,123,43879,44747,6
66,7,40625,20926,4
66,46,269165,107305,11
67,14,40307,23833,11
67,27,357561,383779,4
67,34,31895,11584,11
68,18,427810,122347,6
68,26,117552,45927,12
68,27,556443,144623,4
68,28,48943,71170,13
68,42,367407,97254,6
68,73,113511,29849,12
68,119,37706,17719,9
69,7,177011,95386,10
69,27,236135,67098,7
69,36,52280,42255,3
69,37,63335,52920,5
69,38,293906,359957,5
69,76,301348,60977,14
70,6,187152,63667,4
70,18,103362,28204,7
70,19,404794,121922,7
70,37,73149,71165,13
70,42,209060,134748,4
70,43,75263,19900,8
70,60,9863,5625,24
70,61,27954,7498,12
70,74,279504,167856,6
70,76,91678,33817,15
71,27,68449,28598,9
71,61,77386,40339,29
71,84,66349,34705,9
71,86,82424,25262,9
71,87,74512,16065,11
72,24,80541,34499,6
72,61,15979,3679,25
72,106,554443,108099,12
72,118,80208,56927,5
72,119,256263,91727,11
73,29,50330,18042,12
73,32,99382,41796,7
73,108,537893,109410,14
74,9,81627,37288,6
74,14,102827,24037,9
74,61,51544,23566,11
74,111,159854,101750,11
74,120,542231,103038,18
75,8,30032,35355,7
75,14,18741,30159,8
75,19,67096,23250,7
75,20,20838,19303,5
75,60,304492,74121,12
75,87,308944,125739,6
76,16,201690,85486,13
76,19,26573,21491,6
76,20,499883,135214,6
76,26,314815,101575,5
76,58,16013,6040,45
76,59,126648,41061,10
76,60,155776,60346,12
77,2,244802,101376,5
77,38,58240,29885,7
77,79,21911,45098,5
77,107,419039,107504,12
78,11,26146,11305,8
78,16,390928,81850,4
78,17,326004,75582,10
78,47,92427,33439,10
78,58,163452,83341,11
78,59,368090,75350,16
78,81,80714,36308,14
78,82,79339,61005,13
79,3,118206,103270,5
79,28,31692,10052,23
79,29,94471,34499,8
79,59,113559,36348,37
80,18,79609,37321,7
80,31,218085,128160,7
80,93,93454,42990,11
80,108,7485,336,26
81,2,54727,40061,5
81,3,255032,92191,12
81,5,874,42561,7
81,29,69168,28298,9
81,86,651358,73032,17
81,87,410836,62612,17
81,106,32444,11068,9
82,3,233971,74969,8
82,11,73465,33005,8
82,12,49365,22902,12
82,40,69704,76379,12
82,41,74649,62510,19
82,87,361557,62734,17
82,93,46846,17145,7
