x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
0,13,111549,14597,34
0,53,27179,3505,13
0,65,139066,14244,29
0,68,105680,21982,49
0,72,160444,13710,29
0,85,111165,4000,33
0,97,16851,968,14
0,107,14852,6731,95
0,111,151117,23975,27
0,113,378545,219404,4
0,115,248264,186541,7
0,116,143295,126984,4
0,117,235370,198383,6
0,120,165455,108717,4
0,121,170750,81672,7
1,44,179663,8624,24
1,49,58482,15845,25
1,63,90988,15170,37
1,67,78881,13239,28
1,72,169355,16363,31
1,73,117118,16725,20
1,80,158572,16207,31
1,100,19328,2655,151
1,104,100742,2041,27
1,111,110342,9184,22
1,113,233138,219868,4
1,115,306564,157249,8
1,117,276396,165543,4
1,119,217529,157500,5
1,121,156068,39336,3
2,76,36006,7566,17
2,80,86682,14641,35
2,105,71968,27708,9
2,108,118638,8342,25
2,109,7372,659,14
2,115,477676,296962,4
2,116,220939,148546,5
2,120,98086,59622,6
3,67,12436,787,36
3,71,129195,14219,29
3,72,24956,3452,36
3,96,83216,12274,38
3,99,53647,12869,28
3,103,144376,6162,28
3,105,98097,11979,30
3,107,36513,21985,20
3,117,237926,156661,4
4,65,117860,16518,25
4,69,52970,11627,27
4,72,84792,13144,29
4,75,99068,10484,23
4,79,49464,17065,20
4,89,41736,3916,23
4,107,75603,27604,12
5,7,32655,10297,18
5,67,1087,805,49
5,83,98488,12483,24
5,87,137423,70981,8
5,88,140441,18266,25
5,100,154221,9356,23
5,121,237483,126028,4
6,25,62772,15565,28
6,81,19931,8252,20
6,84,226096,285105,4
6,88,337285,219328,7
6,108,176594,7884,27
6,109,35978,5025,12
7,89,35828,4758,25
7,109,37174,4699,17
8,79,132926,14208,38
8,89,85941,27730,23
8,107,47585,3955,23
8,121,95736,62386,5
9,81,75959,11208,29
9,84,236177,20304,23
10,17,21502,6394,17
10,85,146347,15048,28
10,92,52954,5286,24
10,112,31601,896,26
11,80,235861,12735,25
11,109,151465,56519,4
11,121,416650,212302,3
12,3,21678,10198,22
13,91,171028,7862,44
13,116,4618,4407,4
13,119,35699,17607,43
14,5,35205,9675,26
14,120,190044,107064,5
15,93,67326,11991,26
15,115,14576,471,20
15,120,222091,114997,5
15,121,177065,94312,5
16,28,52601,9045,32
16,115,94306,7858,25
16,117,270816,182815,5
16,119,245322,134805,6
16,121,277255,129288,4
17,28,95075,10910,30
17,119,70218,40833,17
17,120,263303,177148,6
18,36,16479,10589,29
18,99,93521,12332,34
18,115,188334,13443,23
18,117,331563,213632,4
18,120,273439,179787,5
18,121,132912,93963,6
18,123,222970,175411,4
19,37,40610,15311,31
19,119,246225,137200,6
19,121,223723,111194,5
20,120,200063,106161,11
20,121,191839,91682,9
20,123,195228,70163,6
21,93,46010,14356,12
21,119,22071,24630,15
21,120,162663,76992,11
22,91,41325,5498,23
22,121,92499,72032,7
23,20,37721,12137,19
23,91,23307,3721,14
24,29,43151,17812,21
24,105,26435,7404,20
24,120,39274,9260,5
25,88,206528,13531,22
