x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,average
0,6,2,2,0,2
0,9,22,1,1,22
0,9,537728,27,1,537728
0,27,1,0,331011330,1
0,30,20460,19,1,20460
0,34,5,0,23303311,5
0,50,0,233033110,331,0
0,51,30233033,1100133,33720,30233033
0,52,181722,223885,3,181722
0,53,6,9,2,6
0,60,2,1,0,2
0,99,137184,11969,16,137184
0,100,193,352,16,193
0,109,30233032,3313310,367057,30233032
0,111,32331330,0,6,32331330
0,113,125686,66120,35,125686
0,119,23311220,4763,590,23311220
0,121,508098,52403,16,508098
0,122,778,996,17,778
0,123,25783,12,1,25783
1,3,23310122,30123,97370,23310122
1,43,8,5,0,8
1,91,1,0,33021221,1
1,115,1,0,330323313,1
1,120,23303233,11223,38635,23303233
2,10,20,2,1,20
2,36,1,3023303,31113102,1
2,41,2,3,1,2
2,109,0,233032331,3311,0
2,120,0,303233113,0,0
2,121,330323300,121,127,330323300
3,3,0,310122302,10,0
3,6,1,3,3,1
3,14,2,1,0,2
3,30,1,302331011,330213,1
3,33,24,1,1,24
3,35,1,1,0,1
3,44,14,7,7,14
3,59,40,1,1,40
3,81,2,2,0,2
3,121,6,4,3,6
4,9,296978,21564,20,296978
4,22,16461,5339,24,16461
4,26,35,33,4,35
4,28,4,1,8,4
4,29,22,1,1,22
4,30,331011323,311,179,331011323
4,30,21,1,0,21
4,36,20,4,2,20
4,39,60,16,30,60
4,42,74,3,0,74
4,50,1,0,33110102,1
4,57,43964,11,2,43964
4,86,0,233033101,3303,0
5,3,2,3023310,12230211,2
5,9,331012102,201,949,331012102
5,17,1,0,23310120,1
5,27,101133211,2,5,101133211
5,28,141917,31434,26,141917
5,29,1676,20,1,1676
5,30,0,11330022,65319,0
5,30,5,4,2,5
5,33,313,309,18,313
5,37,22,4,1,22
5,44,10760,21,5,10760
5,46,3,6,5,3
5,50,1,1,30233033,1
5,50,11886,20,1,11886
5,56,156226,205371,6,156226
5,62,9,12,3,9
5,111,5,5,9,5
5,114,15,25,3,15
5,121,43872,11396,21,43872
5,122,3266,32,29,3266
6,2,1,0,23310122,1
6,38,3376,13543,21,3376
6,39,30040,21,20,30040
6,43,31111110,53809,18535,31111110
6,44,59106,11050,19,59106
6,45,33111033,3,5,33111033
6,46,546382,21844,15,546382
6,53,33110013,2,8,33110013
7,10,43,183,22,43
7,33,49836,18677,46,49836
7,37,113987,14,4,113987
7,38,23303311,13030,10905,23303311
7,40,13,0,33111233,13
7,40,3,3,0,3
7,43,2,3023303,31111123,2
7,44,23303311,11111,47559,23303311
7,45,1,0,33111101,1
7,46,30233033,1111002,30231,30233033
7,47,25,1,1,25
7,48,14,2,0,14
7,49,31101113,177748,151474,31101113
7,50,37,7,1,37
7,50,2898,15590,21,2898
7,51,1,1,0,1
7,124,15,3,2,15
8,4,630,182,24,630
8,21,0,310113331,3,0
8,34,330331113,311,830,330331113
8,36,200065,10503,18,200065
8,37,680,514,17,680
8,38,0,303311131,1,0
8,39,31113022,235740,17257,31113022
8,40,8,4,30233033,8
8,40,20,1,1,20
8,41,17,16,4,17
8,42,20,14,2,20
8,43,1,0,23303311,1
8,44,0,303311111,12,0
8,45,4,3,30233033,4
8,46,0,233033111,1010,0
8,47,6158,20,2,6158
8,48,0,6,2,0
8,121,30233033,112,507670,30233033
9,3,369553,11556,23,369553
9,5,30233101,2103202,575943,30233101
9,32,0,233101133,2211,0
9,33,30233101,1332130,8798,30233101
9,34,2,1,1,2
9,35,4,9,4,4
9,36,330331120,211,192,330331120
9,37,248335,12618,20,248335
9,38,33112010,0,3,33112010
9,39,940511,940383,7,940511
9,40,0,331113312,10904,0
9,40,1,0,330331120,1
9,42,552,280,25,552
9,43,3,3023303,31112210,3
9,49,23303311,1131,11446,23303311
9,50,21,18,1,21
9,59,295,872,3,295
10,38,30233033,1120101,597062,30233033
10,44,0,303311122,3,0
10,45,38,6,4,38
10,46,5,1,0,5
10,47,270986,113991,13,270986
10,48,27786,18,2,27786
10,49,20,3,1,20
10,50,5,1,0,5
10,51,87,801,21,87
10,59,1,0,330331100,1
10,121,0,233033000,121,0
10,125,1,1,0,1
11,0,15,1,1,15
11,6,0,233101210,3203,0
11,7,101210320,1,3,101210320
11,22,1,3023310,11333120,1
11,27,24,1,1,24
11,40,1,302330331,113313,1
11,40,4,1,0,4
11,41,330331112,231,488,330331112
11,42,316458,11206,20,316458
11,43,9,0,23303311,9
11,45,713,21,14,713
11,46,9,1,1,9
