x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,average
0,105,10,18,4,10
0,109,121200,259801,55327,121200
1,106,6,6,1,6
1,120,98962,6,5,98962
1,123,31310213,3000130,59204,31310213
1,126,213300012,3,0,213300012
2,109,5,2,2,5
2,121,1,1,0,1
3,117,324,292,7,324
3,119,3223,5902,38,3223
3,120,2465,257,2,2465
3,121,35,4,1,35
4,109,30579,5,1,30579
5,106,5769,15,1,5769
5,121,4,23,1,4
5,124,31310213,3311232,14289,31310213
5,126,213331102,1,4,213331102
6,105,8,2,6,8
6,113,102133333,0,919,102133333
6,123,0,310213331,1311,0
7,113,0,133333021,105706,0
8,107,0,300122033,34990,0
9,106,40327,51034,6,40327
9,107,1,1,0,1
9,108,2,313102300,122212,2
9,110,760,388,5,760
9,111,8,7,2,8
9,112,16,5,1,16
9,113,2,1,0,2
9,114,1,313102133,333122,1
9,116,348668,101966,9,348668
9,126,2,0,213331200,2
9,127,0,133113120,295172,0
10,107,5,1,1,5
10,108,1,0,102300123,1
10,109,102300122,23,989,102300122
10,110,64124,17859,10,64124
10,122,33322301,50670,3903,33322301
10,127,1,313102133,113130,1
11,111,65916,6914,22,65916
11,112,6291,14,2,6291
11,113,6,3,1,6
11,114,1,0,102133333,1
11,126,2,2,31310213,2
11,127,1,0,102133113,1
12,108,3,1,0,3
12,109,0,310230013,22,0
12,110,230012333,0,2,230012333
12,111,8,1,1,8
12,112,2,0,131023000,2
12,113,24489,6474,14,24489
12,114,59,11,9,59
12,115,223331122,1,8,223331122
12,125,0,21333301,0,0
12,126,131021333,23232,13416,131021333
12,127,0,21331301,30,0
13,109,3,0,230013010,3
13,110,31310230,130000,113937,31310230
13,111,7,1,1,7
13,112,1,1,0,1
13,114,13751,16,4,13751
13,115,31310223,3311230,194941,31310223
13,120,1,0,131021333,1
14,110,2,1,31310230,2
14,111,55596,9065,43,55596
14,112,8602,17,1,8602
14,113,0,23000013,2,0
14,114,30,29701,17183,30
14,115,1,0,223331130,1
14,122,2,3131021,33330213,2
14,127,1,3131021,33130201,1
16,112,69,654,15,69
16,113,1,3131023,1322,1
16,114,131023000,1202,9714,131023000
16,115,6,1,31310223,6
16,116,0,310223331,1231,0
16,119,1,1,0,1
17,110,11,4,2,11
17,111,7,0,1,7
17,112,2,2,0,2
17,113,0,300013310,51817,0
17,114,102300013,301,833,102300013
17,115,31,1,1,31
18,111,85,2,2,85
18,113,1,313102300,31022,1
18,116,2,1,0,2
19,121,6,2,1,6
20,114,1,0,102300031,1
20,121,6,1,1,6
21,121,47956,8,8,47956
22,116,102120,14827,4704,102120
22,122,1,0,230010113,1
22,124,12826,11242,15,12826
24,122,1,1,31310230,1
25,125,1179,36,8,1179
26,120,5,2,0,5
26,125,9,4,8,9
27,104,16716,12161,6,16716
28,125,230010030,1,1,230010030
28,127,13734,10,24,13734
29,107,53951,12,13,53951
29,125,31310230,101003,186537,31310230
30,116,131023001,2200,45292,131023001
30,124,0,310230010,1103,0
31,108,88,8,1,88
33,111,20,3,0,20
33,113,1,0,131023001,1
33,115,0,23001022,10,0
33,127,36,7,2,36
34,109,131103,121985,44680,131103
34,126,12,2,2,12
35,112,18,1,1,18
35,116,1,3131023,102223,1
35,122,11015,631,30,11015
36,106,1,3131023,132112,1
36,108,131023001,31220,67681,131023001
37,105,2,0,131023001,2
37,107,0,23001321,10,0
38,105,1,1,0,1
39,104,12,6,3,12
39,123,15889,28,7,15889
39,127,480586,50335,6,480586
40,126,1,7,1,1
43,105,31310233,133110,405074,31310233
43,123,1,3131023,30033231,1
44,116,8,10,3,8
44,126,131023300,33210,69461,131023300
45,121,38,15,0,38
46,106,0,310233013,3131,0
46,116,75369,10,21,75369
47,106,1,0,233013313,1
47,107,5010,9,3,5010
47,108,8,5,5,8
47,109,0,330132033,215658,0
47,111,26238,7520,11,26238
47,125,0,23300332,30,0
48,105,3,1,0,3
48,106,2,1,31310233,2
48,107,2,2,8,2
48,108,7,1,1,7
48,109,3,313102330,132102,3
48,110,102330132,32,614,102330132
49,112,892,122,13,892
50,106,10,6,1,10
50,108,273682,39042,40,273682
50,109,1,1,0,1
50,110,1,0,102330132,1
51,107,233013310,1,4,233013310
52,125,2,0,131023300,2
57,122,12,7,4,12
58,127,233003123,0,7,233003123
65,100,131023302,2112,9433,131023302
65,103,59826,10,1,59826
66,105,64,8,1,64
68,103,23336,42211,11,23336
68,127,16,5,31310233,16
69,127,1,1,0,1
72,126,102330100,23,698,102330100
72,127,11,1,1,11
74,110,30201021,158517,17676,30201021
74,116,81567,44918,7,81567
