x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
0,56,12160,611,19,1,1
0,81,134258,127507,9,1,1
0,88,224781,213211,10,5,2
0,92,724758,609242,8,1,1
0,111,517476,464523,11,4,2
1,4,248005,302872,9,4,2
1,78,319495,157702,8,4,4
1,97,197568,104364,8,1,1
2,79,225268,307079,10,1,1
2,93,274769,360851,9,3,2
2,102,63630,69952,14,1,1
3,8,422936,381032,8,1,1
3,9,257371,287303,9,10,1
3,76,257861,185685,13,1,1
3,87,670589,740995,10,1,1
3,95,644448,351574,9,1,1
3,124,5578,1314,335,1,1
4,10,268559,194712,8,5,2
4,39,3566,632,19,1,1
4,76,638521,352245,9,1,1
4,87,84356,106510,9,1,1
4,125,360342,462216,9,1,1
5,52,27134,3483,106,6,1
5,75,366999,388802,8,2,2
5,77,60197,74514,10,1,1
5,89,23837,32291,9,3,1
6,20,5769,639,34,1,1
6,36,9668,18472,10,1,1
6,108,116114,200787,9,1,1
7,33,22876,3949,14,2,1
7,35,54718,19629,16,4,3
7,74,92300,62060,9,4,3
7,97,681002,747201,11,1,1
7,113,279814,258806,11,1,1
8,75,155600,162371,11,1,1
8,77,265710,225361,10,5,3
8,109,275113,445303,7,1,1
9,22,32049,3010,10,1,1
9,35,97541,31866,26,46,2
9,75,153813,175304,12,1,1
9,78,4854,395,33,2,1
10,11,367009,256578,7,1,1
11,22,30655,2532,11,1,1
11,98,19022,2481,16,5,1
11,100,62770,81461,7,1,1
12,82,276585,265562,12,5,2
12,99,88257,86080,9,3,1
12,101,196189,94762,7,1,1
13,81,199244,332059,7,1,1
13,97,368733,449083,10,1,1
13,101,49068,53124,7,1,1
14,76,38762,36711,10,1,1
14,77,77889,97004,10,8,1
14,105,322000,340472,10,1,1
14,116,132374,121790,9,6,2
15,114,229429,156509,14,2,2
15,125,9646,340,39,3,2
16,62,7398,607,49,1,1
16,74,166925,178992,10,7,3
16,114,536120,282299,9,4,1
16,116,12456,482,116,1,1
16,124,56184,18681,14,1,1
17,62,8589,704,15,1,1
17,77,49361,51659,6,1,1
17,78,49531,79726,11,2,1
17,114,108005,228922,8,1,1
17,115,308570,344323,14,1,1
17,116,15075,683,21,3,3
17,125,16148,1572,27,12,8
17,126,15183,9381,13,1,1
18,40,29860,3140,13,1,1
18,111,5230,335,33,5,4
18,113,19760,2093,15,2,2
18,115,21344,19216,8,4,3
18,124,3115,1243,35,1,1
18,125,58087,10961,16,3,3
19,58,8393,711,17,2,2
19,59,8514,669,15,1,1
19,108,25586,26659,12,2,1
19,111,220640,214435,13,1,1
19,114,185780,147107,18,7,5
19,115,203159,133487,18,25,7
19,127,28364,74596,8,1,1
20,95,18171,47096,18,1,1
20,108,8302,525,23,5,1
20,112,18896,2048,14,2,2
20,114,81569,10730,12,3,2
20,115,516062,467423,11,3,3
20,116,159598,139053,15,1,1
21,11,20116,809,18,1,1
21,35,18259,2517,14,1,1
21,95,35620,9092,9,1,1
22,7,871,350,27,1,1
22,9,221840,123937,9,1,1
22,66,792,6005,12,1,1
22,87,335470,293644,8,1,1
22,120,762676,593664,12,1,1
23,9,284622,251083,8,11,2
23,66,41317,11866,13,1,1
24,20,27172,12045,13,1,1
24,58,2352,443,34,2,1
24,98,132911,199826,8,1,1
25,54,75913,16697,13,1,1
25,68,3778,10329,50,4,1
26,52,14537,780,72,1,1
26,89,164606,168240,10,6,2
26,90,87237,62488,7,2,1
26,103,25731,12780,10,1,1
27,66,14421,15229,43,1,1
27,68,15936,17253,53,1,1
27,91,27404,21497,13,1,1
28,54,14973,995,16,1,1
28,67,10490,7495,31,2,1
29,68,14454,10259,48,53,3
