x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
0,47,288405,103930,23,3,1
0,70,355168,92345,19,8,1
1,33,29486,6848,21,1,1
1,34,9332,4166,30,1,1
1,44,133821,67666,14,5,1
2,0,17657,3226,24,2,2
2,4,2893,7040,39,1,1
2,40,17444,3288,31,2,1
2,50,36621,14832,12,1,1
2,97,17697,7531,32,2,1
4,96,35162,2431,6,5,2
5,122,305664,299188,12,1,1
6,48,7453,3492,46,7,1
8,25,10242,3029,28,1,1
8,29,8754,1190,23,4,1
9,64,247285,103620,21,1,1
9,86,40970,28678,12,1,1
10,26,23569,3654,28,1,1
10,27,19791,5997,28,2,1
11,0,13587,872,24,5,1
11,6,1019,1652,37,19,1
11,20,54192,32619,33,1,1
11,26,26785,8091,24,14,4
12,18,7551,4656,38,4,1
12,21,48483,9893,18,2,1
12,22,50894,114772,18,3,1
12,25,818,944,37,7,1
13,0,238598,8928,46,1,1
13,21,41851,24822,19,1,1
13,25,8296,4949,30,15,2
13,108,49786,51148,11,2,1
14,21,52403,35433,17,74,2
14,23,17448,4190,24,1,1
14,86,435702,103491,7,2,2
14,100,18976,10750,25,1,1
14,110,552322,103535,11,4,1
15,5,3904,5165,90,3,1
15,20,156767,97976,23,1,1
15,21,11122,3552,87,1,1
15,61,98146,38741,18,9,2
16,21,35424,6849,22,1,1
16,30,307597,101908,8,7,2
17,65,9002,720,29,1,1
17,102,22498,2420,20,4,1
18,17,319692,94730,9,5,1
18,95,569032,102553,14,1,1
19,17,152729,50205,21,16,1
20,21,107632,36858,23,3,1
20,25,2411,16059,27,1,1
20,68,8816,660,26,8,1
21,20,29567,11029,26,3,1
21,27,25131,3104,24,8,1
22,17,97214,54394,23,44,4
22,19,193912,42840,26,9,2
22,20,311869,103946,17,8,1
22,55,57535,18736,26,2,2
25,116,98,3843,147,1,1
26,87,279137,103345,10,1,1
26,88,14052,36752,9,3,1
26,108,150846,102543,11,1,1
27,13,58216,8425,31,3,1
27,87,39922,45642,10,1,1
28,33,67234,34692,11,4,2
28,36,302508,58768,29,1,1
29,4,222860,103265,6,7,5
29,40,278379,48862,9,2,1
29,43,272928,52793,21,1,1
29,44,77276,7964,29,1,1
29,94,312679,104173,7,1,1
30,3,34796,4565,25,1,1
30,4,330813,114105,6,8,2
30,33,58687,51768,9,5,1
30,42,92134,26728,28,39,4
30,43,20164,17485,16,3,3
30,45,118606,44612,16,1,1
30,87,88382,6893,37,1,1
31,1,210442,41232,11,3,2
31,2,136937,74956,9,15,5
31,3,35558,12006,6,4,1
31,22,254366,103604,17,5,1
31,42,229896,36699,11,2,2
31,44,160290,23253,18,2,2
31,45,213427,45952,29,17,4
31,103,75890,74019,16,3,2
32,0,160695,86708,6,23,2
32,1,238421,73963,19,7,4
32,2,251828,152734,7,18,6
32,3,10485,7943,38,1,1
32,13,53231,5778,32,10,2
32,14,94079,10210,37,1,1
32,45,27153,25798,21,21,4
32,47,360684,102734,7,2,1
32,49,59935,24900,47,2,1
32,101,491025,102914,18,16,3
33,1,182326,85437,35,4,4
33,2,319391,187529,5,3,3
33,3,331332,102895,5,15,1
33,13,21230,925,19,1,1
33,32,314080,43211,9,3,1
33,37,127757,23808,26,1,1
33,43,211655,54273,20,20,3
33,46,8062,8419,33,5,3
33,47,39040,28956,29,10,1
33,51,290582,101038,18,2,1
33,52,427801,100373,7,2,2
34,0,223354,97023,8,7,6
34,1,306897,51360,8,2,1
34,33,128659,50984,13,5,2
34,35,216698,86555,11,8,4
34,46,162352,96862,14,3,2
34,47,122868,54624,9,15,4
34,101,446306,95080,9,6,2
34,115,6390,896,29,1,1
35,0,182358,45238,6,13,4
35,2,443498,182988,5,7,4
35,34,317,4455,40,1,1
35,44,15367,937,29,1,1
35,46,100788,25377,18,1,1
35,47,284404,84435,10,31,5
36,0,207545,68932,9,2,2
36,3,352242,202616,3,22,6
36,15,42714,26719,37,1,1
36,23,13478,1969,25,1,1
36,34,8863,2856,18,5,1
36,46,248314,75004,18,59,2
36,47,287641,54433,8,1,1
36,108,38803,48340,18,1,1
37,0,240358,31975,9,18,15
37,2,268665,215950,6,12,8
37,3,303463,138302,6,13,5
37,4,256567,130889,6,3,2
37,42,39771,14740,29,1,1
37,80,293395,103141,17,1,1
37,102,451971,103616,7,8,2
38,1,116386,76394,7,5,3
38,2,255507,116917,7,4,3
38,4,307555,145060,8,4,2
38,8,4762,464,30,2,1
38,12,124901,98568,14,1,1
38,15,12295,24203,57,10,1
38,21,12265,38964,4,1,1
38,22,273747,231844,11,1,1
38,23,45475,30388,9,15,1
38,60,301942,52793,8,1,1
38,103,311388,52938,12,1,1
39,0,168891,230044,12,1,1
39,3,118694,10084,9,3,1
39,4,89919,111219,22,1,1
39,8,10980,820,28,2,2
39,15,116377,11229,35,53,2
39,16,16885,6410,25,2,2
39,19,25356,19100,5,1,1
39,71,82703,46018,15,7,2
40,9,6985,536,26,1,1
40,16,166831,48878,26,1,1
40,33,4184,1010,1030,1,1
41,11,15597,746,27,4,2
41,13,296915,66621,7,3,2
41,14,92812,81921,9,1,1
41,17,322505,94190,7,2,2
41,38,5911,621,31,1,1
41,117,120702,3816,29,1,1
42,9,35408,23427,34,1,1
42,13,85623,33385,17,3,2
42,17,454908,98553,7,55,1
42,18,65108,56611,9,11,1
42,81,21535,7409,28,1,1
42,121,212478,38671,39,1,1
43,10,19239,14021,26,2,2
43,17,290421,103937,12,1,1
43,112,31878,27624,12,1,1
43,124,9979,708,32,1,1
44,9,23711,6666,9,1,1
44,13,20525,6666,12,1,1
44,123,24608,24035,5,1,1
44,125,89312,102175,4,13,2
44,126,42363,32436,4,1,1
45,13,29988,33856,6,1,1
45,38,82995,31024,24,1,1
45,40,73861,17233,35,10,2
45,55,1484,3983,57,4,1
45,96,2093,3966,30,1,1
45,120,23357,2732,31,4,1
45,124,58471,46085,3,1,1
45,125,118952,50969,10,2,1
46,0,13105,15748,4,1,1
46,2,19784,19503,33,1,1
46,12,40183,25825,13,9,4
46,125,19268,31540,34,1,1
47,10,61974,64661,8,3,2
47,11,206384,94509,13,3,2
47,98,6914,900,27,1,1
47,121,67938,127485,8,3,1
47,127,111126,3026,38,1,1
48,124,17525,8262,29,2,1
50,20,154387,52228,7,1,1
50,115,13253,4231,34,3,1
50,124,11889,2067,62,11,1
50,127,9904,16201,33,4,1
