x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
0,3,30232333,121110,527243
0,10,3,0,333011322
0,15,24,5,0
0,33,83037,93047,6
0,38,4,0,323323331
0,40,323323347,323331043,155170
0,41,2,2,0
1,10,61329,28752,29
1,34,363233649,232346107,30435576
1,37,5789,39,46
2,10,53542136,233610424,53505899
2,11,23233301,13002,60843
2,34,4,0,333001311
2,36,332333103,3,2
2,37,301189,233121,13
3,10,27,7,4
3,11,2,236324364,30113014
3,12,30113000,115870,11244
3,24,16,6,5
3,34,289721,16,30
3,36,2,232332333,332334222
4,9,3,3023233,30113323
4,10,1686,13,2
4,12,323346944,313,514
4,13,31,6,5
4,27,10,4,1
4,34,23233300,13230,3402
4,36,30232392,3331120,30490411
5,7,1,0,323330120
5,11,333406643,15234,27
5,13,30503477,330259209,30757559
5,14,12,11,5
5,25,331363,204707,6
5,27,519,771,14
5,28,179238,16,31
5,34,30013227,236351657,53258347
5,35,46644653,256995,92669
5,36,165855,8,19
5,51,3,3023233,23330313
6,6,313695,38063,27
6,7,4,5,2
6,11,30232336,113214,250029
6,12,4,1,323330113
6,13,1,302323330,113113
6,14,333519154,232554514,333005243
6,17,1,302323330,31232
6,24,323333001,632343363,323734300
6,41,7,302323323,331012
7,7,23,236345361,55445563
7,11,0,232333011,3213
7,16,1,0,323330031
7,17,323330031,330031443,410067
7,26,28,29,10
7,33,1,1,0
7,43,585,691,5
7,44,152631,8,20
8,15,5,236333235,31000225
8,17,323337260,632674479,323950003
8,18,17179,22,4
8,24,3,302323330,323663365
8,26,183785,16617,55
8,38,1,1,0
8,43,230306,133307,7
9,2,1,0,323332212
9,7,149907,32106,17
9,10,14,3,6
9,11,55444542,128724,252751
9,14,80095,39,32
9,18,951,682,14
9,26,323330333,30,572
9,37,2,0,23233303
9,38,53594407,236581842,60697821
9,42,1,0,323330330
9,76,122145,89657,6
10,7,369,313,114
10,10,5188,7,51
10,13,972,808,22
10,14,25,2,1
10,15,2,0,23233310
10,21,1,3023233,30333233
10,26,0,330333031,15624
10,42,624794,23833,47
10,43,52421,11,1
10,46,2,232333032,333033442
11,7,323332212,313,439
11,9,333221202,2,6
11,10,82755,58159,15
11,11,164246,15,45
11,43,830,705,15
11,46,24,5,30232334
12,7,0,332212320,223809
12,10,357696,67822,323332234
12,11,323332212,634534966,645432
12,16,23233310,211,88230
12,17,31022898,708797,661245
12,25,206008,19455,48
12,26,23,13,3
12,43,242,330330350,156948
12,44,13,3,2
13,8,0,232333221,2103
13,9,30232333,2212023,66368
13,11,1,1,0
13,12,6,2,0
13,17,30338310,233373448,363690427
13,18,333100003,2,9
13,25,333033312,1,6
13,44,323330330,21,139
13,92,31,6,0
