x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
0,0,266915,313937,13,2,1
0,8,247316.5,452976,39,21,9
0,9,222290.5,224870,29,11,6
0,10,349237.5,681783,20,13,8
0,11,246528,484420,24,12,3
0,12,437037,389920,17,6,1
0,16,401610,311487,13,2,1
0,17,568872,395527,12,1,1
0,18,57327,64108,25,2,1
0,22,248919,197417,14,10,1
0,23,523198.5,867876,17,4,2
0,27,99257,39773,28,1,1
0,28,310585.3333333333,848338,30,8,4
0,31,171518.5,270168,36,16,4
0,32,147521.33333333334,308125,40,40,9
0,50,133517.66666666666,548236,33,19,3
0,51,424629,415383,13,12,2
0,52,147118,175539,19,7,4
0,53,22310,19529,6,2,1
0,55,405222.5,85905,16,8,3
0,58,208052,209489,2,3,1
0,63,33827,9807,25,2,2
0,64,14415,1709,19,2,1
0,73,326441,264103,20,7,3
0,74,314474,761702,53,40,7
0,75,64470,38910,227,13,5
0,78,477562,862982,27,17,7
0,92,678225,495904,8,5,2
0,93,195624.5,407356,20,20,9
0,94,239894,105029,13,1,1
0,95,154348.5,294604,20,7,3
0,96,168051,153551,6,23,4
0,97,243532,171494,6,12,6
0,99,114207,100763,3,4,2
0,103,250010,361108,35,62,18
0,104,243396,571392,28,137,58
0,105,200295.25,446247,44,38,11
0,106,88771.5,152796,10,9,5
0,107,149138,154495,5,5,3
0,108,173259.66666666666,377146,19,38,7
0,109,379276.5,348284,14,11,6
0,111,150674,68669,13,9,5
0,113,270830,532549,22,41,14
0,122,132108,90802,23,7,4
0,125,198034.5,277920,11,15,8
0,126,239054,167557,10,16,6
1,7,380518,194232,23,2,2
1,10,271388,317622,7,2,1
1,11,516164,192397,12,1,1
1,12,413198,359338,7,2,2
1,28,143527,155114,24,3,2
1,29,371938.5,394599,35,12,3
1,32,75453,85147,16,6,4
1,33,463701,341189,29,1,1
1,34,296547,237368,7,3,1
1,36,599125.5,937954,31,17,9
1,50,47639,67786,15,1,1
1,52,266719,31417,57,1,1
1,56,290118,29656,9,14,3
1,63,43101.666666666664,41510,61,8,5
1,64,27547,3006,28,1,1
1,75,236604.66666666666,491027,43,26,11
1,76,361226,420427,9,5,1
1,77,198673.5,329047,31,64,13
1,79,460128,294314,17,1,1
1,80,301218,16466,11,3,2
1,85,10239.5,6550,62,3,2
1,89,23385,13128,15,6,1
1,95,302353.5,627201,14,11,2
1,96,236854.66666666666,403397,21,90,37
1,97,262454,173957,10,26,12
1,99,319090,283801,4,6,2
1,100,107511.66666666667,315279,26,29,8
1,104,217960.25,616807,25,128,49
1,105,86541,93538,3,1,1
1,108,438371,253738,2,1,1
1,109,94753,69303,7,2,2
1,110,197153.5,276685,21,10,8
1,113,16461,7899,20,2,1
1,122,373501.5,571675,12,12,4
1,123,253340.33333333334,580947,18,99,33
1,124,330924.5,399617,14,30,11
1,125,79535,37962,7,1,1
2,1,11087,987,66,1,1
2,6,432896,243934,12,6,3
2,7,105539,103164,9,1,1
2,28,266849,194809,12,38,2
2,29,327553,38272,26,1,1
2,30,8737,337,27,2,2
2,32,36587,60170,8,1,1
2,33,419795,448679,8,2,1
2,34,51257,42215,7,1,1
2,35,128150.33333333333,207579,47,17,9
2,36,461044.5,650448,31,15,7
2,56,83522,15681,11,2,2
2,57,330262,314723,4,15,4
2,58,242436,215480,2,40,6
2,59,23546,41066,3,12,3
2,63,7025,640,35,1,1
2,64,31173,7361,76,7,4
2,71,442838.3333333333,1103119,45,12,8
2,73,547355,622839,39,4,3
2,75,209946.66666666666,428595,50,22,5
2,76,162518.5,371538,31,8,4
2,77,224393.33333333334,403631,41,35,18
2,78,367021,587033,28,15,7
2,79,67805,28260,44,21,3
2,80,313434,708398,42,46,21
2,81,246992.5,173955,70,21,15
2,85,125000,145367,14,4,2
2,97,253908,143067,8,15,7
2,98,109998,153623,11,12,9
2,99,221514.33333333334,405552,27,19,13
2,100,275054.25,721204,28,162,44
2,101,203629,291051,21,75,30
2,102,249633.5,117211,13,166,6
2,107,47107,23672,22,1,1
2,108,95484,149661,50,9,6
2,109,499043,322916,4,35,4
2,114,84447,176898,9,8,5
2,115,32252,37386,3,2,1
2,122,177017.5,259589,13,26,11
2,123,157956.25,389698,28,69,35
2,124,29360,23124,3,1,1
2,125,83303,92397,6,7,2
3,2,301364,199832,12,1,1
3,5,291568,293830,5,1,1
3,6,507097,429463,8,1,1
3,16,191298,159134,52,2,2
3,21,309051.5,882995,13,3,2
3,28,387965,314212,9,9,2
3,32,132168,340883,42,9,3
3,33,464100.3333333333,1097678,35,7,4
3,34,273024,200038,8,4,2
3,35,967415,609340,6,2,1
3,36,132191,140681,15,7,2
3,38,425546,398284,17,1,1
3,39,23890,25482,30,1,1
3,43,385790,188315,12,1,1
