x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
26,67,3403,377,59,1,1
26,68,3434,336,50,2,1
36,50,21511,548,49,1,1
42,23,17887,7888,19,1,1
43,23,22276,33358,8,1,1
52,2,4000,442,50,1,1
52,52,5228,598,51,1,1
53,51,6323,403,56,1,1
53,113,9489,765,42,1,1
53,115,478578,440918,8,2,1
54,116,124780,100030,15,4,3
54,117,260714,168831,8,3,2
55,114,25185,22842,21,1,1
56,113,109208,147292,10,2,2
56,115,135245,117603,15,66,2
60,57,7767,544,31,1,1
64,71,10050,484,45,3,1
65,76,1028,89,82,1,1
67,106,6498,559,37,2,1
67,107,16815,3792,39,1,1
68,108,607272,478645,8,1,1
69,106,556495,358431,7,7,1
78,108,1114,184,24,1,1
84,51,19207,27665,16,1,1
84,52,19983,23140,31,1,1
84,53,14988,9680,51,12,2
89,107,21824,10324,33,2,1
89,108,21971,10175,28,137,1
105,54,42410,62726,16,4,2
105,55,35940,43068,12,5,5
105,56,54762,51122,25,3,3
106,55,11981,10792,6,2,2
106,56,54440,53091,9,8,2
107,55,44468,53456,6,4,4
107,56,57463,59457,16,2,2
107,57,311468,246602,9,1,1
107,66,930,9685,17,4,1
107,77,5669,7431,56,2,1
107,78,82118,110939,11,8,2
108,57,115712,127818,31,1,1
108,58,37834,79588,25,12,2
108,62,139476,146753,37,1,1
108,77,4241,5719,54,3,1
109,51,94244,108578,8,11,1
109,53,65694,85033,13,6,1
109,56,42226,66870,28,7,2
109,58,206633,143542,29,1,1
109,59,62842,58039,11,2,2
110,53,41006,41269,8,1,1
110,54,40229,48893,11,10,7
110,55,113534,89815,30,2,2
110,56,166504,157791,30,35,2
110,58,89860,78934,19,5,2
110,60,31698,25160,8,2,1
110,61,43691,39435,8,1,1
110,63,379583,309555,13,4,1
110,65,30018,13944,35,1,1
110,65,103766,103096,29,6,2
110,72,4787,323,50,3,2
111,46,37987,43022,8,1,1
111,52,33393,41656,8,2,1
111,54,504963,437021,9,1,1
111,56,93408,75877,28,1,1
111,57,185270,172172,16,5,3
111,58,43017,46308,7,1,1
111,60,115054,229167,12,3,2
111,64,38552,41927,34,1,1
111,65,26919,29059,7,1,1
111,66,61794,84202,29,2,1
111,70,7084,364,26,1,1
111,74,27900,26790,8,1,1
112,44,51523,47774,43,2,2
112,48,29664,28693,6,1,1
112,55,106472,143065,31,1,1
112,55,36767,40057,8,1,1
112,56,48791,75261,15,25,8
112,57,156553,108570,24,11,4
112,58,16217,769,32,3,1
112,59,1271,279,164,1,1
112,60,18476,11104,19,3,2
112,61,141759,121168,22,2,2
112,62,52982,66644,21,2,2
112,63,241579,255734,11,12,4
112,64,478323,325659,8,1,1
112,65,44108,82168,11,7,4
112,68,66078,38744,11,1,1
112,69,125390,77491,9,2,2
112,71,44708,61580,8,7,2
113,39,178921,276090,20,1,1
113,45,21462,13678,11,1,1
113,47,29805,36685,14,2,2
113,48,5344,91845,8,1,1
113,56,11785,11295,17,2,1
113,58,214777,117229,28,2,2
113,59,24251,28692,6,3,3
113,60,65584,79063,12,7,1
113,61,197240,269108,10,4,4
113,62,24520,8249,9,1,1
113,69,95015,101734,8,3,1
114,42,174221,127198,21,4,1
114,58,14088,727,31,1,1
114,61,102319,115187,39,2,1
114,68,51534,71138,9,29,1
115,38,459418,129080,23,1,1
115,38,94368,94720,11,15,2
115,43,197967,271333,9,1,1
115,56,23846,66507,28,2,2
115,57,160880,136020,11,5,3
115,59,328281,234668,33,3,1
115,60,5625,87016,25,1,1
115,67,42437,96692,8,2,1
116,58,326214,315947,8,1,1
116,59,208667,189731,7,4,3
116,62,48263,63906,18,4,2
117,48,66195,164432,11,3,1
117,50,246585,144014,46,1,1
117,55,38541,40883,18,1,1
117,58,154917,122843,8,2,1
118,55,53324,49906,13,6,1
118,56,17719,9073,7,1,1
118,57,35013,44664,16,52,4
118,59,52965,77749,8,17,1
118,59,79525,66710,7,2,2
119,57,122430,83236,9,5,2
120,56,57104,93413,5,1,1
