x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
0,2,247353,143274729,21230270
0,3,83,12,1
0,4,24,11,432143433
0,5,81803,74680,12
0,6,26854,69950,33
0,7,432229121,1294681,244033
0,8,213282369,112371600,13887
0,9,47,12002136,14454323
0,10,37,200213118,213435349
0,11,183315,297,117
0,12,84,32,431253429
0,13,292908,278888,146
0,14,155876,23378,163
0,15,431398567,2430379,108081
0,16,66,21311250,431253743
0,17,6915,39,64
0,18,16536,14,54
0,19,120021311,23613241,214164
0,20,213112301,312513367,396270
0,21,11,2,2131123
0,22,6926,22,20
0,23,213221719,71374,20
0,24,11400384,325738,328727
0,25,9,21311134,431156747
0,26,2131116,143136581,13457866
0,27,107,15,120021314
0,28,213111315,311523124,480495
0,29,57,12002138,13432426
0,30,11,200213115,213344436
0,31,138905,736,14
0,32,18,12002146,13144132
0,33,270088,58234,8
0,34,167370,881,9
0,35,1,143112234,11010305
0,37,5,3,1
0,38,204,25,430354645
0,39,246836,220809,16
0,40,111398,62217,184
0,41,252243362,2223333,274775
0,42,41796,5623,36
0,43,9,27,3
0,44,81637,53043,14
0,46,6,13,1
0,48,120582,8,13
0,49,251334144,24261426,131536875
0,50,211313121,0,433
0,54,0,21131311,2103
0,56,96967,52754,4
0,57,6,12002114,14135431
0,59,9370,13,3
0,60,96,3,0
0,61,0,113120032,2
0,62,3,0,131200312
0,63,0,21131200,3120
0,64,112439,10,7
0,65,2113120,125136335,13517619
0,74,2,2,120021122
0,75,1,0,122200301
0,79,28,1,1
0,80,84346,87852,13
0,94,120221133,2,4
0,99,11,112013023,32
0,107,485144,369734,3
0,108,33282,32740,10
0,109,203333318,333311139,42079
0,110,25234,59,1
0,118,757,201,343
0,119,101015,99375,4
0,123,2,0,203312310
0,126,192849,1052,9
0,127,2,20331123,451143673
1,1,184139,178231,4
1,2,2131213,30123,2231165
1,3,21230033,159045,167489
1,4,102549,34717,55
1,5,432143423,22533243,56555
1,6,23351445,131402318,142639
1,7,68,21312160,432143545
1,8,45,200213128,213435626
1,9,98636,861,48
1,10,240403,191341,111
1,11,213411431,112612560,223091
1,12,385381,36216,54
1,13,431253422,23632347,173863
1,14,14452124,131392478,280293
1,15,179,21311415,431253664
1,16,208821,33163,97
1,17,431354728,2320704,190955
1,18,14473188,217653,101346
1,19,34,17,431251513
1,20,72,56,213112312
1,21,62912,59327,43
1,22,82780,61224,16
1,23,26,312446133,213518107
1,24,2131121,143138576,13537146
1,25,259453,26,10
1,26,80307,25,38
1,27,11508398,92148,55889
1,28,19,19,213111317
1,29,526994,235619,15
1,30,155278,207139,17
1,31,213347018,111456157,109232
1,32,516643,156443,19
1,33,13143241,131249913,257490
1,34,213160867,111059842,528066
1,35,45,42,2131121
1,36,431032532,21431015,160387
1,37,463887,463528,14
1,38,315508,71122,18
1,39,430354642,24643656,123403
1,40,24424423,92193,154711
1,41,6,21132224,252246796
1,42,211322033,322033244,34170
1,45,217938,10,27
1,46,7330,6,5
1,47,6,7,1
1,48,76328,63873,7
1,49,86,39,120021133
