x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,average
18,5,5960,10470,38,5960
18,6,4,2,6,4
18,7,6,2,2,6
19,3,1,0,212201030,1
19,4,212200231,3,3,212200231
19,7,9475,10,1,9475
20,11,2,2,0,2
21,5,1,0,3221221,1
21,9,332234545,2023331,43797,166117272.5
21,11,6,4,1,6
22,5,72,3,1,36
22,7,22033320,230183,50033,22033320
22,10,6,1,1,6
23,4,93453,8,1,93453
23,5,10,1,1,10
23,8,3221222,221254326,34764,1073740.6666666667
23,10,915,32212209,212206357,305
23,13,2,12003221,25242433,1
23,14,3221220,221241321,20900,1610610
24,8,1,12003221,22100323,1
24,10,4,2,120032218,2
24,13,17,1,1,17
24,14,6,1,0,6
24,34,0,322332003,420938,0
25,4,912,931,11,912
25,6,322122110,213,187,322122110
25,8,39202,31953,63,19601
25,9,59389,12,12,19796.333333333332
25,10,107556,12029352,22032332,35852
25,11,82,9,1,82
25,13,9401,7,1,9401
25,14,11,2,2,11
26,3,21558,8725,6,21558
26,4,1,0,322122113,1
26,10,1,0,3221220,1
26,35,2,200320322,333103,2
27,10,15,17,5,7.5
27,11,9486,17,1,9486
27,15,65,294,6,65
28,4,211746,75954,10,211746
28,5,6,1,1,6
28,6,8,1,0,8
28,7,1,200322122,113221,1
28,8,0,122110302,52290,0
28,9,51043,51750,8,51043
28,11,3221220,32310,92682,3221220
28,13,322122023,110,628,322122023
29,5,212216152,22,20,70738717.33333333
29,11,22032303,221280013,21648,11016151.5
29,13,1,322345242,53476,0.5
29,15,27389,29907,28,27389
30,4,0,32212212,232,0
30,5,120032591,2120266,167223,30008147.75
30,6,6,6,3,6
30,13,1,0,322122023,1
31,3,2,4,7,2
31,4,322122121,323,193,322122121
31,5,274202,13351,28,137101
32,5,0,122121330,53027,0
32,8,2,1,0,2
32,12,6,3,2,6
32,13,3,1,322122033,1.5
32,15,322122032,333,992,322122032
33,12,3145,7,2,3145
33,13,9,1,1,9
33,15,1,200322122,33102,1
33,16,0,122033013,36988,0
34,18,2,1,3221212,1
34,19,1,12003221,21222112,1
35,18,14,7,1,14
36,4,8977,10,1,8977
36,11,8,1,1,8
36,16,8,5,6,8
36,18,322122002,122002023,25220,161061001
36,19,13,1,1,13
36,21,0,221212100,33,0
37,6,1,200322122,121331,1
37,13,120032212,2033212,88040,120032212
37,18,1,200322122,2013,1
38,12,0,32212203,3213,0
38,13,1,0,212203322,1
38,16,12540,16806,11,12540
38,18,1,0,322122002,1
38,19,111895,33525,8,111895
39,7,6,6,4,6
39,8,67224,12,322122129,33612
39,11,40,28,5,40
39,13,3,1,120032212,3
39,16,212203321,1,2,212203321
