x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
0,1,1,0,131033012
0,8,3,0,330121122
0,10,0,3,3
0,19,0,300120203,167196
0,74,2,0,1
0,90,51,21,0
0,121,113323321,32,31952
0,124,233203023,0,6
1,1,1,0,103301221
1,2,0,301220220,60618
1,25,22455,9,16
1,26,8,49,9
1,49,249313,49551,4
1,61,1,3131033,3331
1,62,1,0,323333322
1,69,17,6,2
1,104,31133233,2111123,181650
1,105,125890,99346,21
1,117,30,69,11
1,118,28,27,7
1,119,15,5,0
1,120,0,323321000,33
2,19,6,2,3
2,49,0,300012331,299216
2,85,17,17,28
2,90,29,1,1
2,106,7,2,5
2,116,541,521,13
2,117,57399,26,92
3,1,18,2,0
3,2,1,313103301,221013
3,49,2,313103300,12332
3,90,45590,36753,21
3,107,43,12,31133233
4,1,2607,3,4
4,2,2,5,2
4,11,5,2,1
4,12,1,1,0
4,13,23,2,31310330
4,23,131033001,13330,62352
4,31,131033001,11323,49212
4,86,32112010,155198,113343
4,101,30,43,16
4,107,50,29,0
4,127,0,133233203,332
5,1,3,3,5
5,2,4,4,1
5,3,22,8,0
5,8,1213103,450837,50717
5,10,55347,3,1
5,11,83,3,13
5,54,30,4,0
5,64,63,4,0
5,70,4,3,7
5,91,38067,21,80
5,111,233210022,2,2
5,119,6,311332332,100122
6,0,57,43,5
6,1,0,310330122,2322
6,2,330122212,2,4
6,3,331988,96072,5
6,22,1,3131033,120020
6,23,0,33001200,13
6,45,2,0,330011110
6,51,103300012,222,52
6,62,6,1,1
6,62,27,7,1
6,110,31133233,2100223,135952
6,117,5,6,5
6,118,41,12,0
6,119,14,0,332332100
6,122,158117,109144,17
6,126,2,0,233203033
7,4,101476,5,1
7,5,21,7,3
7,8,131033012,13130,16852
7,11,16755,49691,5
7,23,8144,7,2
7,24,3,2,0
7,25,2,0,131033001
7,28,113323,66876,39672
7,30,0,33001120,0
7,94,332332111,233,517
7,117,29,13,7
7,125,26,11,0
7,126,21,2,31133233
8,0,29834,44,7
8,1,1,0,330122233
8,2,31310330,1222321,278333
8,4,713,250,5
8,8,0,33012132,22
8,14,31310330,122012,53831
8,23,464,774,8
8,24,33,4,2
8,65,11,7,31310323
8,69,31310323,3333210,288682
8,70,323333302,2,7
8,71,9397,3799,8
8,121,332332100,120,921
9,0,1223122,31579,5977
9,1,1,1,0
9,2,2,1,31310330
9,15,0,310330012,2022
9,21,30083,11478,50
9,25,12,10,5
9,101,25,22,11
9,127,21,39,14
10,0,131033012,23132,61095
10,1,4,1,1
10,4,103301220,202,761
10,5,5,23,5
10,41,7,3,2
10,47,2,0,103300013
10,73,9988,20,5
11,16,330012201,1,0
11,36,111302,203379,44690
11,39,84,4,2
11,42,2,1,0
11,43,4,1,31310330
11,46,6,2,1
11,47,1,1,0
11,119,4098,30,21
11,120,0,332100121,201845
12,1,1300,15,4
12,31,7,8,4
12,39,42675,3,15
12,42,0,300112133,272745
12,44,25,1,0
12,45,1,3131033,112010
12,46,0,310330001,3313
12,47,330001330,0,1
13,24,2,2,0
13,31,9,33,15
13,36,18149,3549,9
13,37,141,960,6
13,42,1,313103300,112200
13,43,103300112,131,261
13,74,26731,7,1
13,89,22,46,13
13,90,37,11,0
14,13,2,0,131033012
14,16,0,300130331,18259
14,22,32193,9425,28
14,24,81,15,1
14,44,5,1,1
14,45,1,0,131033001
14,46,8,0,330001332
14,47,31310330,13312,213282
14,48,2,0,5
15,7,15759,46,1
15,8,4,1,1
15,32,64,6,0
15,34,103300113,113,736
15,42,8,0,4
15,43,2,0,103300112
15,44,677,56,36
15,45,8,7,3
15,46,1,1,31310330
15,49,308939,49890,5
15,109,3,311332332,101020
15,112,123,323,14
15,119,13,10,31133233
15,123,0,133233210,300
16,12,1,1,0
16,24,3299,30,1
16,25,3,2,1
16,27,3,0,330012221
16,33,15,0,103300113
16,34,0,300113120,189165
16,41,7,25,5
16,42,7,2,2
16,43,31,8,0
16,44,83108,11002,29
16,45,13838,12,9
16,46,5,3,0
16,102,0,332111300,148559
16,109,3,0,332332101
16,117,31,2,0
17,5,19,4,1
17,6,4,7,1
17,7,103301230,22,737
17,8,445,318,2
17,11,9,4,3
17,22,1,3131033,130011
17,23,131033001,23302,34403
17,26,2,1,31310330
17,32,6165,16,34
17,41,99295,18918,3
17,42,0,310330011,2233
17,43,330011222,3,6
17,44,36868,9390,6
17,45,3455,10,59
17,46,4548,26,1
17,49,12,17,6
17,55,6,1,1
17,117,15,128,19
17,125,9,0,233203331
18,7,0,301230111,12242
18,8,334353,55180,3
18,16,1,313103300,131002
18,23,0,33001233,32
18,25,123212,145938,30426
18,32,9,1,2
18,38,113013,146293,49719
18,93,1,2,3
18,116,26243,46414,25
19,15,1,0,103300131
19,42,1,0,330011230
19,43,31310330,112232,36631
19,45,8,2,7
19,46,51475,15754,41
19,77,332332112,33,104
19,118,49330,24,60
20,32,262077,55267,9
20,42,3,5,2
20,43,1,1,31310330
20,48,36,3,2
20,63,1313,237499,49872
20,109,5,4,0
20,115,225376,48653,33
20,119,21,24,69
20,120,16,0,233210030
21,37,9,313103300,113121
21,38,131033001,13022,36248
21,43,2,1,0
21,91,22,16,8
21,96,80,34,0
21,101,7,311332332,111301
21,110,30,8,0
21,115,332332101,12,967
22,8,4,0,103301230
22,9,1,313103301,230113
22,23,10924,3481,45
22,38,2,0,131033001
22,81,64247,15711,26
22,115,0,332101013,437478
22,125,3,2,31133233
23,83,0,332112100,228908
23,93,112717,53509,24
24,17,4,4,1
24,88,170,578,21
24,91,68439,21,61
24,117,22,84,13
25,25,47443,8,2
25,27,1,0,131033001
25,30,0,310330011,3211
25,39,1,1,0
25,45,0,33001130,23
25,99,20,141,66
25,119,57,16,0
26,4,54561,7230,16
26,9,3,1,0
26,24,994,540,29
26,31,31310330,113210,26615
26,33,330011320,1,0
26,38,9,5,2
26,101,61,0,332332111
26,115,25,63,17
26,123,32100320,123012,43838
26,125,49709,64706,20
27,4,31310330,1230313,230901
27,26,67,3,2
27,27,8,4,1
27,30,22,15,31310330
27,41,7,10,4
27,114,5,8,1
27,115,3388,22,34
27,116,53689,19,5
27,118,19,136,24
27,123,113323321,321,29449
27,126,194215,17,35
28,14,7,1,1
28,32,3,0,330011330
28,109,233210110,0,8
29,3,1,0,330123100
29,6,330123031,2,9
29,14,2,1,0
29,112,464810,86313,25
29,123,0,323321003,23
30,18,7,1,0
30,30,1,1,0
30,41,24276,8,3
31,4,0,310330123,322
31,15,1431,24,1
31,24,103300130,323,36
31,28,3,1,0
31,45,4,3131033,113030
31,51,22213,82315,57403
31,58,7898,3,1
31,98,7465,19,135
31,121,21,3113323,32100330
32,6,464,67,1
32,13,8,5,1
32,20,0,33002122,23
32,24,103300203,23,170
32,25,149665,30381,5
32,26,131033002,1002,39432
32,43,330013210,1,9
32,63,0,33000013,31
32,67,131033000,1330,48735
32,69,22116,3170,23
32,97,3,3,3
32,121,21,0,113323321
33,24,0,300203121,6275
33,26,0,33002010,20
33,66,24,2,1
33,69,131033000,22220,6877
34,9,1300203,705387,102015
34,33,30163,7711,23
34,37,146,355,27
34,46,131033000,32123,44090
34,49,32021,94746,3647
34,52,29604,8340,20
34,84,3,9,3
34,126,0,323321011,30
35,23,1,313103300,203130
35,31,103300133,330,461
35,38,75299,84979,7
35,43,31310330,132103,181237
35,44,14622,1315,73
35,94,31133233,2112122,122516
36,15,21,1,1
36,18,2,0,131033002
36,20,1,3131033,212303
36,41,47835,7,49
36,43,0,310330013,2222
36,46,0,33000322,13
36,94,0,133233211,2123
36,119,9,0,233210333
37,10,17165,2,2
37,21,21,1,0
37,26,4,1,1
37,60,5,0,330003122
37,104,56,0,332332112
38,24,2,1,0
38,46,2,3131033,32302
38,71,1,3131033,22301
38,92,22,0,332332112
38,96,59,0,233211213
38,104,65,24,0
39,25,1,0,103300203
39,33,0,300133331,2202
39,72,0,33000223,0
39,127,25,3113323,32101131
40,8,0,33013002,22
40,10,9895,74922,3
40,22,141356,81160,6
40,24,9269,28,2
40,25,2,2,1
40,26,17067,36,1
40,28,1,0,131033002
40,42,62,5,27
40,44,1,1,0
40,45,1,0,330013223
40,64,50492,5,3
40,119,16,7,31133233
40,120,233210332,3,6
41,8,1,3131033,1300230
41,9,131033013,221,71980
41,17,14759,11,1
41,20,21,4,2
41,24,5,2,2
41,25,26,1,1
41,26,461,893,38
41,27,49,1,1
41,28,1,1,0
41,29,3,3131033,201032
41,44,27,1,1
41,45,3,2,31310330
41,101,3,6,2
41,120,0,133233210,3331
41,121,31133233,2103330,324297
42,1,1,1,0
42,6,4,4,3
42,11,1,0,131033013
42,24,72,23,1
42,26,2,0,330021111
42,27,0,310330021,1022
42,28,330021013,3,2
42,35,1,0,103300200
42,92,33,15,0
42,100,233211212,1,7
42,101,25,156,50
42,105,7,311332332,112101
42,113,41767,25,84
43,2,5,1,31310330
43,6,462193,55443,2
43,7,81504,89665,3
43,16,103300213,211,548
43,40,23,1,1
43,42,0,33001330,33
43,59,1,1,31310330
43,126,17,0,113323321
44,2,1,5,1
44,3,31310330,1320002,91764
44,4,330130330,3,3
44,28,31310330,211020,34564
44,43,131033001,33032,79766
44,68,922,105,20
44,80,11,0,233211232
44,127,127952,21,54
45,7,0,301302110,266134
45,8,76170,3,3
45,25,4218,6,2
45,27,1,1,31310330
45,37,1,313103300,200012
45,38,42,1,1
45,42,1,3131033,133101
45,66,103300023,301,898
45,119,21,95,19
45,126,623,5,21
46,7,103301302,101,732
46,8,607,753,4
46,9,10,12,2
46,24,50531,15487,10
46,42,1,0,131033001
46,45,133021,116939,35185
46,46,930,951,9
46,82,108266,22522,21
46,90,1,7,4
46,107,1589,27,58
46,120,18,10,0
46,125,332332101,211,7
47,6,0,310330132,12
47,15,1,0,103300213
47,17,0,300213212,113919
47,29,4,2,0
47,30,11,19,4
47,31,9,8,6
47,54,2,1,0
47,67,33031,11420,25
47,81,233211232,0,6
47,100,80,36,31133233
47,106,1,5,2
48,6,1,0,330132001
48,7,1,0,103301302
48,9,2,313103301,302111
48,42,7,4,0
48,53,1,0,131033000
48,62,0,300023311,34377
48,81,0,133233211,2322
48,96,31,195,46
48,98,102,24,0
48,119,3,24,41
48,124,0,332101212,179565
48,127,243777,71872,16
49,21,792,346,34
49,26,12,15,2
49,48,46465,14282,10
49,50,2,1,0
49,57,23,1,1
49,109,149,27,0
49,114,91654,81659,20
49,124,15,0,332332101
49,125,7,311332332,101220
50,7,2,2,0
50,13,1,1,0
50,18,10704,12640,74
50,23,131033002,12132,7051
50,41,11994,24,1
50,50,4,1,1
50,55,2379,24,1
50,57,51,3,1
50,89,27,21,12
50,109,19,45,12
50,110,0,323321100,13
50,111,113323321,10012,28339
50,113,32110011,180492,65268
51,7,8,2,2
51,7,15,20,3
51,13,4,2,1
51,17,3,313103300,213222
51,24,212100,152009,8402
51,33,6,3,0
51,75,1,1,0
51,76,2,0,131033000
51,84,31133233,2112321,132776
51,88,1276,17,80
51,105,166591,57496,25
51,108,635,78,16
51,109,13,13,6
51,110,11,0,113323321
51,111,1,3113323,32110020
52,19,92279,9,6
52,24,1,0,330022111
52,28,7,5,2
52,50,21520,14,4
52,51,11,4,3
52,75,16,2,1
52,93,89636,13,4
52,94,93,24,55
52,108,188067,39658,22
52,109,35050,21,40
53,7,131033013,22013,79412
53,12,52531,4,1
53,32,101455,4,2
53,33,77,4,1
53,55,100357,45183,3
53,56,4,1,1
53,69,1,313103300,30020
54,25,0,310330022,1023
54,29,1,1,0
54,44,2792,9,18
54,53,0,33001022,32
54,56,10,10,5
54,113,113323321,11012,14929
55,12,83806,55115,3
55,25,1,1,31310330
55,29,42,17,1
55,45,2,5,6
55,48,7,4,0
55,55,330010101,1,5
55,56,7,8,3
55,57,9350,4,1
55,78,113323321,13003,16797
55,87,1,1,0
56,29,3410,7,1
56,38,20,7,31310330
56,40,4,0,330020013
56,41,0,310330020,130
56,77,67,3113323,32113011
56,78,0,323321130,10
56,107,37148,33274,19
56,119,841,27,19
56,122,0,332110101,199711
56,123,332332110,100,397
57,1,1,0,103302000
57,8,0,33013220,30
57,16,954,129,12
57,49,2,0,131033001
57,59,103300033,130,65
58,2,1,313103302,210
58,6,747,206,30
58,28,508545,101086,6
58,29,8,3,6
58,38,1,1,0
58,45,65722,17012,9
58,117,3,4,6
