x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,average
0,5,36027,27,62,36027
0,6,26,12,0,26
0,11,6,4,0,6
0,13,169,668,30,169
0,14,113323301,1300,48178,113323301
0,14,2,3113323,30101303,2
0,16,8,6,0,8
0,21,5,3113323,30032201,5
0,22,113323300,32122,30557,113323300
0,26,7,0,233003132,7
0,28,1,311332330,23321,1
0,30,0,330023320,116033,0
0,32,24,67,18,24
0,33,5,0,113323300,5
0,34,0,323300232,32,0
0,37,0,9,5,0
0,64,0,323233003,23,0
0,69,4,2,1,4
0,104,7142,6338,256,7142
0,105,231121002,3,8,231121002
0,113,9,3113323,11201003,9
1,5,927,827,23,927
1,6,26,58,13,26
1,10,25215,30,8,25215
1,11,25,1,1,25
1,12,2,311332330,102122,2
1,13,332330102,13,792,332330102
1,14,6,0,113323301,6
1,14,17,38,14,17
1,15,0,133233010,212,0
1,16,233010021,0,4,233010021
1,20,72,7,0,72
1,23,26273,19,9,26273
1,24,98,25,8,98
1,25,1,1,0,1
1,57,74,24,1,74
1,69,160854,51743,18,160854
1,87,23,68,5,23
1,91,231221220,0,9,231221220
2,2,13,6,2,13
2,3,1,5,1,1
2,4,332332022,233,615,332332022
2,5,244081,39929,24,244081
2,6,25,24,7,25
2,8,113323320,22211,92836,113323320
2,9,32022210,244717,33723,32022210
2,10,10486,21914,24,10486
2,11,68,38,4,68
2,12,3,0,332330102,3
2,13,0,330102120,181356,0
2,32,29915,15,22,29915
2,33,19,46,7,19
2,34,61,16,0,61
2,48,3,1,1,3
2,55,104546,16,2,104546
2,59,637,721,19,637
2,65,1,3113323,23300332,1
2,73,9,7,5,9
2,105,31133231,1210030,72565,31133231
2,110,8,6,0,8
2,111,1,0,332311210,1
3,14,11,3,0,11
3,14,26,21,6,26
3,15,1,0,233010021,1
3,16,31133233,100211,201453,31133233
3,19,25,39,8,25
3,41,28,4,1,28
3,88,70,17,33,70
3,105,1,0,231121010,1
3,110,2,0,7,2
3,115,0,323112010,2,0
3,117,42409,18,25,42409
3,126,0,133231113,2201,0
4,4,13815,21,7,13815
4,5,536,2,2,536
4,7,9,0,113323320,9
4,8,218165,53467,18,218165
4,9,8714,26,34,8714
4,10,10,0,332332022,10
4,11,0,332022300,102865,0
4,12,426300,87986,22,426300
4,13,799,15,3,799
4,14,0,330103113,283922,0
4,15,233010223,3,4,233010223
4,42,173163,39862,18,173163
4,51,5,311332323,310312,5
4,83,12231112,27533,6092,12231112
4,102,332312210,321,966,332312210
4,105,0,133231121,31,0
4,105,9,2,31133231,9
4,107,68710,18183,18,68710
5,4,161,865,27,161
5,5,13,1,1,13
5,7,5,4,0,5
5,9,2,4,5,2
5,10,42,8,0,42
5,11,0,311332332,22301,0
5,13,3,7,3,3
5,14,332330103,112,670,332330103
5,14,8,311332330,103121,8
5,15,31133233,102300,122704,31133233
5,17,2,8,1,2
5,18,10,6,0,10
5,40,0,133233002,3203,0
5,57,0,323233101,22,0
5,70,31133232,3300201,469422,31133232
5,81,19,7,4,19
5,85,1,0,113323122,1
5,88,113323122,32000,12528,113323122
5,99,9,6,2,9
5,105,7,0,113323112,7
5,106,11210113,154930,143215,11210113
5,107,99778,50543,23,99778
5,114,991,315,57,991
6,9,233202300,3,7,233202300
6,10,26,2,2,26
6,11,0,3,7,0
6,12,31133233,110102,2080,31133233
6,14,10,0,332330103,10
6,14,4,5,3,4
6,15,22,16,31133233,22
6,16,0,133233010,2301,0
6,17,9,6,7,9
6,18,27,3,1,27
6,19,8,8,6,8
6,21,1,4,6,1
6,41,233002320,1,4,233002320
6,43,0,133232331,1013,0
6,51,1,0,332323310,1
6,60,2,311332323,301113,2
6,67,42038,17,5,42038
6,85,4,1,0,4
6,88,0,323122320,3,0
6,99,19,2,1,19
6,118,2,0,113323112,2
6,125,11132231,54911,13526,11132231
7,0,31133233,2030233,84466,31133233
7,9,31133233,2023010,178949,31133233
7,40,13,0,233002321,13
7,41,31133233,23202,178883,31133233
7,57,1,3113323,23310130,1
7,67,79581,14912,16,79581
7,71,0,133232330,202,0
7,75,332312233,223,72,332312233
7,105,10,6,0,10
7,106,113323112,10131,64245,113323112
7,117,26,17,6,26
7,118,2,1,0,2
7,122,26,5,3,26
7,124,113323111,32233,81780,113323111
8,12,0,133233011,202,0
8,13,233010321,2,4,233010321
8,14,1,1,0,1
8,14,26,6,6,26
8,15,9,7,0,9
8,16,11,0,233010230,11
8,17,96226,20808,32,96226
8,18,5203,36,2,5203
8,19,196642,108415,22,196642
8,20,8436,13,2,8436
8,21,24,171,17,24
8,30,30,13,0,30
8,34,5,0,332330023,5
8,39,24,10,0,24
8,40,91,10,31133233,91
8,57,1,0,113323233,1
8,68,83,26,13,83
8,69,19,26,11,19
8,88,1,3113323,12232021,1
8,94,8,0,231221220,8
8,96,31133231,2212201,143799,31133231
8,97,7,4,1,7
8,99,5947,50,1,5947
8,106,0,323112102,2,0
8,122,17586,24,24,17586
9,8,113323320,23032,141,113323320
9,10,8,2,31133233,8
9,11,0,133233202,3011,0
9,12,0,323301121,33,0
9,13,30112020,35645,9172,30112020
9,14,1,0,233011030,1
9,14,11,4,0,11
9,15,9,7,0,9
9,16,9,3113323,30102330,9
9,17,39913,21,39,39913
9,18,25,2,2,25
9,19,85847,48837,19,85847
9,20,96,23,10,96
9,21,31133233,32322,188438,31133233
9,24,823,496,31,823
9,25,24,1,1,24
9,30,4,7,6,4
9,43,7,5,31133232,7
9,71,20,0,232330020,20
9,73,232330020,0,6,232330020
9,75,0,312300010,51856,0
9,96,0,133231221,2202,0
9,102,1,0,332312211,1
9,106,1,3113323,11211000,1
9,111,9,2,0,9
9,114,17288,1273,23,17288
9,123,38,20,8,38
9,124,0,323111323,0,0
10,9,32023031,1036,2460,32023031
10,10,7,1,0,7
10,11,3,0,233202301,3
10,12,9,3113323,30112311,9
10,13,113323301,12101,40921,113323301
10,14,1,1,31133233,1
10,14,41,2,1,41
10,15,24,10,4,24
10,16,6,0,113323301,6
10,17,39408,62300,23,39408
10,18,7,22,5,7
10,20,44382,22,17,44382
10,21,0,133233003,2323,0
10,22,233003232,1,2,233003232
10,23,332330032,222,78,332330032
10,24,197738,41628,22,197738
10,25,31558,34,5,31558
10,28,21,82,13,21
10,37,77039,37345,25,77039
10,62,332323301,111,472,332323301
10,65,103861,28848,16,103861
10,87,17,1,1,17
10,96,36,6,31133231,36
10,111,22,4,1,22
11,7,158534,21689,24,158534
11,9,0,323320230,33,0
11,10,16447,19,6,16447
11,11,21,10,5,21
11,12,33,50,4,33
11,13,3,0,113323301,3
11,14,51,4,4,51
11,14,79226,21717,24,79226
11,15,131,72,17,131
11,16,39,1,1,39
11,17,113323301,2322,63205,113323301
11,19,0,323300332,2,0
11,20,30033200,42598,6164,30033200
11,21,4,3,0,4
