x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
0,2,189038,126233,16,4,3
0,3,59859,44253,13,12,3
0,4,139782,149365,35,1,1
0,5,63210,97098,14,2,1
0,6,71480,38289,19,1,1
0,12,353041.5,577711,42,24,3
0,15,39743,7600,24,1,1
0,24,18034,5167,657,2,1
0,31,151954,100859,13,33,1
0,34,65819,19699,14,2,2
0,38,12027,3729,26,10,1
0,127,44244,30724,28,1,1
1,2,16557,4684,24,17,4
1,3,67686.5,101883,41,7,5
1,11,92319,32768,26,3,1
1,18,363898,1290040,54,40,14
1,19,226206,187573,19,5,3
1,24,3999,623,48,1,1
1,27,5741,17104,36,1,1
1,28,8466,2896,16,1,1
1,32,28768,12152,13,2,2
1,33,35170,13893,20,1,1
1,74,210683,291944,19,3,1
2,3,1797,1760,56,2,2
2,15,375081,320881,15,1,1
2,18,594700,589995,12,2,2
2,26,7857,1847,21,1,1
2,27,26358,16856,27,2,2
2,30,39353,41178,17,2,2
3,2,32,1855,56,1,1
3,15,6763,13585,43,22,3
3,27,6376,742,52,5,1
3,28,87056,324998,18,1,1
4,4,21457,14309,13,1,1
4,15,3403,3742,76,1,1
4,16,17009,8937,24,1,1
4,21,115877,286246,12,1,1
4,27,48945,17652,35,6,1
4,34,57161,23160,11,2,1
4,39,19721,9408,29,30,4
4,70,308935,311409,15,3,1
5,3,504566,644036,32,2,1
5,7,7134,3207,37,102,3
5,14,291063,189475,14,9,2
5,22,73891,60814,21,1,1
5,26,312384,312696,12,8,3
5,27,230681,180994,9,32,7
5,30,24187,328,85,1,1
5,33,24560,2064,47,37,1
5,34,177594,26941,36,3,1
5,35,12036,3338,39,1,1
6,3,489957,590095,8,1,1
6,4,290277,462175,18,22,9
6,5,318057.6666666667,916254,29,45,9
6,13,267648,204429,15,14,2
6,14,151195,242981,16,1,1
6,15,185511,108336,25,4,2
6,21,524009,997044,29,10,6
6,22,263684.5,453398,24,24,14
6,26,317834.6666666667,876773,38,35,12
6,27,312304,281684,16,46,15
6,28,281933,203688,13,58,15
6,36,11003,3365,20,2,1
6,41,6658,2863,26,2,1
7,0,33832,57449,21,1,1
7,3,306211,325183,7,1,1
7,7,297452,323649,14,5,1
7,9,144433,14910,13,1,1
7,13,283145.6666666667,854757,46,64,21
7,14,78549,87510,14,9,7
7,21,216521,396309,16,6,2
7,22,296706,228319,16,31,8
7,27,299788.3333333333,673494,44,6,3
7,28,39649,33115,17,3,3
7,29,10479,3605,15,1,1
7,30,7758,21631,26,1,1
7,31,247938,271154,14,1,1
7,32,69505,123511,14,1,1
8,2,189521,204877,11,2,2
8,8,8023,1512,100,25,3
8,13,251963.5,471738,33,62,14
8,14,201322.5,423031,46,8,6
8,23,59710,58025,14,1,1
8,24,245641.5,439322,28,17,7
8,25,370884,194382,9,2,2
8,26,96854,113929,10,1,1
8,30,11777,39688,69,2,2
8,31,144560.5,155502,23,2,2
8,32,8937,10609,54,2,1
9,1,14421,4697,35,1,1
9,2,27299,29492,17,12,5
9,16,242175.5,415897,33,14,8
9,22,352316,457246,15,1,1
9,23,199697,160087,13,12,4
9,25,127719,86551,14,2,2
9,27,102806.5,128237,31,10,2
9,28,249048,228463,3,2,1
9,29,213169.5,462902,31,24,4
9,32,309809,279079,15,4,2
9,34,55746,58612,12,4,1
9,35,29661,2900,9,1,1
9,39,41852,20418,38,107,4
9,78,9248,2514,37,1,1
9,107,19368,2416,25,8,1
10,1,84153,89021,14,2,1
10,2,127641,142431,19,1,1
10,3,181748,131248,16,2,2
10,4,23422,20990,22,3,1
10,7,67290,14983,9,1,1
10,8,6643,419,160,1,1
10,12,326947,288840,8,9,4
10,14,80265.66666666667,207392,45,14,7
10,15,154296.5,264923,26,9,5
10,16,285752.5,414597,23,15,5
10,17,314863,254580,15,11,4
10,20,176916.25,692215,55,49,11
10,21,176681,63043,14,27,3
10,22,506164.5,990662,26,18,4
10,23,211541,164849,14,34,9
10,24,62843,105413,20,1,1
10,26,8060,2317,30,2,2
10,28,59772,65316,39,21,3
10,29,156518,289434,18,9,2
10,30,131909.5,290462,115,13,6
10,31,438099,430434,107,1,1
10,32,239617,209334,16,4,1
10,35,49030,13498,35,7,1
11,2,130335,66241,15,1,1
11,8,8027,7719,43,61,1
11,11,132391.5,326150,38,5,4
11,12,308577,581840,24,30,7
11,13,190093.5,291913,24,6,4
11,14,217161,163574,16,65,8
11,15,262556,461934,30,28,7
11,16,450818.6666666667,912097,36,22,11
11,17,135171.66666666666,440622,43,13,8
11,20,349725,305133,14,15,6
11,21,167505.5,290177,33,93,14
11,22,121022.5,172921,21,17,5
11,23,117578,72478,4,3,1
11,28,22274,22018,15,2,1
11,30,5515,1529,22,1,1
11,34,293050,228987,17,12,4
11,40,20658,789,30,2,1
11,72,295238,297483,19,4,2
11,116,4858,366,77,2,1
12,4,21961,8300,25,19,2
12,5,8408.5,3416,88,5,2
12,8,11519,2314,114,6,2
12,9,3594,15734,90,1,1
12,10,305885,164348,13,1,1
12,11,229819.5,254814,30,8,3
12,13,94867,392336,34,4,4
12,14,253447,442788,29,138,15
12,15,168974.66666666666,351790,39,53,13
12,18,163495,323259,28,21,6
12,19,89470,65451,20,2,1
12,20,128697.5,341125,33,5,3
12,22,59458,24930,18,6,2
12,23,35212,6242,40,53,2
12,28,15507,4722,26,2,2
13,0,95985,162188,17,5,2
13,4,9386,1319,133,5,2
13,6,67457,14885,20,1,1
13,8,13246,1849,26,6,2
13,9,29714,15389,30,53,4
13,10,9423.5,5612,92,3,2
13,11,9271,4244,27,1,1
13,13,465147,180205,2,1,1
13,14,216439.5,397131,25,32,9
13,15,210299,406271,23,37,14
13,16,293296,768298,49,120,29
13,17,222187.33333333334,383799,50,20,8
13,18,206485,125052,18,7,3
13,19,256651,394610,25,38,9
13,21,123109,215466,30,18,2
13,22,140008,46689,32,74,3
13,24,23576,7818,98,1,1
13,26,264430,179867,54,2,1
13,27,48478,33311,20,28,3
13,36,38995,29086,14,1,1
13,106,15332,14045,22,14,2
13,123,34296,4906,21,54,1
14,4,17248,4906,30,20,2
14,9,11315,17034,70,45,3
14,12,288755,322520,16,1,1
14,13,406387.5,490675,29,25,8
14,14,181707.75,698026,68,45,14
14,15,184171,300557,13,4,3
14,16,191037,323373,32,22,8
14,18,201006.75,780364,58,176,23
14,19,162557,214345,9,6,1
14,20,172488,150058,15,8,3
14,21,529707,319684,17,1,1
14,22,288628,433840,24,17,9
14,24,141998.66666666666,535012,66,21,4
14,25,32126.666666666668,75484,70,5,4
14,27,239080,427165,27,5,2
14,33,66863,149386,25,9,3
14,71,278927,130952,14,6,4
14,72,332735,280723,15,2,1
15,1,125571,281216,28,27,18
15,4,4148,5067,33,1,1
15,6,290547,206330,18,1,1
15,11,232393,253138,11,9,5
15,14,399455.5,476930,28,28,6
15,15,219645.5,327453,28,26,15
15,16,345206.25,1038892,55,56,21
15,17,243554,117164,20,3,2
15,18,240312,292140,33,19,8
15,20,305413,273888,15,5,1
15,21,193459,119832,14,3,1
15,29,175949,175308,14,10,3
15,30,117502,310342,26,8,2
15,31,72648,231646,19,1,1
15,32,230099,344687,45,6,2
15,37,211345,148439,18,4,3
16,1,5276,5137,23,1,1
16,5,186802,312580,23,13,4
16,8,227007,165318,15,6,2
16,9,350432.5,677361,29,15,5
16,11,323093,325093,15,11,4
16,12,10056,959,39,1,1
16,13,217340,540090,42,14,9
16,14,237789,199132,13,24,9
16,15,259458,237968,14,16,4
16,17,594443,481430,7,1,1
16,18,1305,3172,66,5,1
16,21,4535,7738,38,1,1
16,23,28163,10081,34,1,1
16,26,12182,16443,35,1,1
16,28,281623,114973,9,6,3
16,29,155719,134963,15,3,3
16,30,194043,294204,36,13,4
16,31,226411,193957,15,5,1
16,32,10990,7621,33,1,1
16,41,49732,55303,15,1,1
16,43,539364,491193,23,1,1
17,0,106826,71642,15,1,1
17,1,18640,18589,16,1,1
17,2,12780,8916,42,2,1
17,5,295725,225059,8,5,3
17,6,25307,5380,24,1,1
17,8,147925,137320,4,5,2
17,9,227711,431903,32,18,7
17,10,251310.5,442209,30,24,9
17,11,192425.5,805105,56,108,15
17,13,268271,392224,26,59,9
17,15,134255,212687,30,3,2
17,17,19592,12009,40,1,1
17,20,272862,230873,12,9,2
17,25,5302,19485,48,2,1
17,27,54518,22633,9,3,2
17,28,28519,9138,17,1,1
17,31,17915,7480,31,3,1
17,48,144189,165777,13,9,4
18,0,278481,152814,9,3,3
18,1,164251,167139,14,14,1
18,3,16579,17002,14,44,42
18,4,141278.5,185571,30,120,77
18,5,362430,190202,15,5,4
18,8,216396.5,351216,30,6,4
18,9,339930,360580,16,2,2
18,10,255395,455492,25,8,6
18,11,496453,254290,13,4,3
18,12,128533.5,255686,27,36,7
18,13,11451,1512,50,5,5
18,16,254301,570771,18,17,3
18,17,124719,213559,28,121,7
18,18,7216,3189,160,3,1
18,21,8901,2856,24,1,1
18,27,307181,252152,10,1,1
18,71,208449,242505,11,8,1
18,72,14173,873,53,29,1
19,0,287197,415535,23,121,16
19,1,295988,246726,12,33,9
19,2,168243,190038,13,4,3
19,3,14167,14765,13,11,11
19,4,231250.75,718678,47,242,58
19,5,14270,7096,21,1,1
19,7,49845,35774,10,2,2
19,8,100509.66666666667,231083,28,9,4
19,9,233140.5,427215,30,16,6
19,10,175634.25,742442,55,14,11
19,11,291191,251089,14,9,1
19,12,304874,310658,16,1,1
19,14,84462,924,21,1,1
19,15,260875,436398,28,36,10
19,16,32673,130936,34,8,5
19,17,278350,203804,13,34,10
19,18,12066,9906,40,1,1
19,25,44595,24786,16,3,1
19,26,649986,647322,14,5,1
19,73,17451,835,38,4,1
20,0,263426,159408,13,22,4
20,1,295117.5,347513,36,19,9
20,2,305721.5,506770,29,16,11
20,3,155097.5,262471,38,62,20
20,4,280064,101398,15,1,1
20,5,17788,4421,17,1,1
20,7,133343,350241,46,45,11
20,8,385116,326116,15,1,1
20,9,214596,175730,15,26,1
20,11,199706.5,294408,35,5,3
20,12,375299,263126,4,1,1
20,13,223099.5,220601,60,39,10
20,14,229016.5,364866,35,17,9
20,15,201019,199309,14,11,4
20,16,175459.66666666666,334829,32,19,12
20,17,78933,127848,32,14,4
20,18,48633.5,145542,26,3,3
20,19,13020,2172,43,1,1
20,21,7336,572,41,1,1
20,60,178762,218115,9,15,7
20,61,132508.5,264563,27,18,5
20,67,211532,210254,16,1,1
21,1,127254,193901,28,29,12
21,2,261051,204078,15,36,13
21,3,206417,346810,24,33,13
21,5,302764,563294,21,97,21
21,6,273680,243823,11,16,12
21,7,75869,252009,34,3,3
21,12,38562,31995,14,4,3
21,13,279618.6666666667,670325,34,133,27
21,14,229487,237324,15,4,3
21,15,482731,396100,5,6,2
21,16,388720,325879,13,22,2
21,17,86727,68000,27,1,1
21,18,239721,173022,7,8,5
21,19,263206.6666666667,773165,41,52,16
21,20,11882,1048,33,1,1
21,21,25350,4890,25,1,1
21,22,4477,17491,33,1,1
21,60,191440,212287,35,119,4
21,61,5515,408,59,1,1
21,62,274528,173911,20,2,2
21,64,237687,236009,13,10,4
21,67,242379,232317,14,16,2
22,1,195298,309879,39,199,46
22,2,259668.5,373691,25,30,12
22,4,268295.5,457736,12,193,26
22,5,304781.5,535252,21,73,47
22,6,315829,515631,24,50,20
22,11,56663.5,84356,26,11,8
22,12,142459,135277,11,11,6
22,13,394666,277615,4,46,2
22,16,319597,436602,10,22,2
22,17,296306.5,440095,21,7,4
22,18,270776.5,530621,27,41,11
22,19,306834.5,511709,24,120,26
22,22,140474.5,258160,34,9,3
22,23,21757,8809,27,18,2
22,25,102239,45641,40,4,1
22,60,155872,214477,14,1,1
22,64,15883,5835,7,1,1
22,65,134503,101162,24,4,4
23,0,18525,4698,35,2,1
23,1,151883,78739,14,1,1
23,3,458453,372928,8,14,2
23,4,249455.66666666666,663310,45,109,38
23,5,216134,204981,13,20,9
23,6,349179,216043,18,39,18
23,7,321884,249932,12,22,9
23,8,247668.33333333334,600515,42,44,22
23,9,143653,225007,36,23,15
23,10,180888.5,342808,29,259,4
23,15,6140,554,10,1,1
23,17,7972.5,12982,45,19,18
23,18,4079,12338,28,4,2
23,19,334543,407503,10,2,2
23,25,209076.5,29697,60,2,2
23,35,35496,3837,728,1,1
23,59,225157,142457,10,3,1
23,60,299230,753520,23,29,11
23,94,53870,13819,21,1,1
23,95,110600,117565,18,3,3
24,0,247501.5,366225,26,207,56
24,1,269783.5,448918,25,137,26
24,2,439859,102356,15,1,1
24,4,217712.5,408518,22,95,37
24,5,252014.5,363787,33,58,17
24,6,260344,707816,42,209,40
24,7,251698.5,371168,33,38,18
24,8,262908.5,480306,22,213,27
24,10,426960,332818,11,4,2
24,16,7153,4608,22,1,1
24,17,16888,19553,4,1,1
24,20,229000,233082,14,1,1
24,22,350275,276787,15,4,1
24,28,12978,8538,15,2,1
24,59,262327.5,439984,39,9,4
24,60,170793.5,310903,24,28,8
24,61,40631,34484,15,1,1
24,72,47252,50303,10,1,1
24,81,272267,264782,15,20,1
25,0,282541,223256,15,52,22
25,1,238840,57985,17,5,3
25,2,183886,154238,15,1,1
25,3,170503.5,239823,26,28,12
25,4,357940.5,731200,20,94,38
25,5,295323.5,536488,23,34,13
25,6,293378,261181,11,94,19
25,7,237874,377543,31,90,17
25,8,207860,588284,39,24,8
25,9,154150,372632,57,37,7
25,10,165939,136009,19,2,2
25,11,269252,544660,24,48,11
25,12,66941,38928,16,7,1
25,24,40189,12535,41,5,1
25,26,14137,11704,29,1,1
25,28,129174.5,283077,29,27,8
25,30,18022,8253,21,11,1
25,32,18260,2849,30,6,1
