x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
1,7,123245,369035,12,3,2
1,8,506587,535166,7,1,1
1,76,14319,5933,31,10,2
1,78,12354,1317,16,1,1
1,79,61855,46344,15,6,2
2,76,292057,309233,10,2,1
2,78,99712,95720,9,2,1
3,39,14030,6092,42,1,1
3,46,39032,2439,47,1,1
3,73,11017,11816,58,6,1
3,75,233153.5,425643,23,33,3
3,77,9169,5810,39,4,1
4,43,29972,6142,15,1,1
4,75,208960.5,1016805,36,27,9
5,39,51278,11189,14,8,2
6,64,122891.66666666667,277332,64,14,5
6,65,334800.5,490992,21,5,3
6,75,74928,28914,14,5,1
7,65,191496,771451,46,29,8
7,75,88866,95041,19,3,1
8,65,359015,547363,21,16,4
8,66,293912,261321,11,1,1
8,111,4183,471,671,2,1
9,62,74350,70306,32,1,1
9,110,18276,1236,635,2,1
10,65,14455,6136,45,2,1
10,66,74861,1855,47,1,1
12,67,29808,10271,15,1,1
12,76,25014,26918,40,6,3
13,58,162589,130136,17,1,1
13,70,30833.666666666668,53442,99,8,4
14,37,9261,3322,15,1,1
14,38,22726,26819,17,1,1
15,76,29183,36998,66,2,1
16,76,45617,40365,22,1,1
17,59,340890.5,704426,10,6,3
18,59,258824.5,544346,39,2,2
18,60,505041,428506,5,1,1
18,61,24672,23513,43,2,1
18,64,14503,6733,38,1,1
19,39,208794,324552,35,5,2
19,44,92597,86740,9,1,1
19,49,100676,79766,10,2,1
19,50,91012,63141,13,1,1
19,58,15125,6175,48,1,1
20,37,40215,40784,40,1,1
20,41,66729,60460,5,1,1
20,42,246759,624885,33,50,6
20,51,42948,43113,10,17,1
21,12,236695,253218,5,1,1
21,15,119775.5,241772,16,29,2
21,41,17791,18413,17,1,1
21,42,299112.5,1008733,52,6,6
21,53,283510.5,598642,27,2,2
21,99,14292,6133,40,2,1
21,103,14848,5908,38,4,1
22,16,38465,55510,113,5,3
22,42,209403.25,770280,41,37,5
22,43,253417.5,598653,27,3,3
