x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,average
0,0,217530,31465,12,217530
0,1,0,323003103,2,0
0,2,310232,173613,53460,310232
0,25,9,3,3,9
0,27,11,3,1,11
0,28,2,0,23322323,2
0,30,5,302332232,323023,5
0,32,106,348,29,106
0,33,13,8,3,13
0,34,50,14,1,50
0,35,2,2,0,2
0,37,6,3,9,6
0,38,4083,11718,20,4083
0,39,26,21,2,26
0,40,30233223,112223,359842,30233223
0,41,30233223,103220,381551,30233223
0,43,6,6,3,6
0,50,67,22,7,67
0,61,245802,29307,20,245802
0,85,6,3,0,6
0,86,38,11,30233222,38
0,88,9,1,9,9
0,89,7,3023322,22001220,7
0,89,16,8,0,16
0,90,54368,99170,11,54368
0,91,12967,10,8,12967
0,92,16,14,2,16
0,95,0,233222131,1321,0
1,3,15,3,1,15
1,4,3,3,0,3
1,5,1,1,30233230,1
1,20,84217,20678,19,84217
1,21,27706,14,6,27706
1,22,14,3,1,14
1,23,214330,169765,11,214330
1,24,4452,13,3,4452
1,26,2,2,0,2
1,28,32,12,0,32
1,30,2,0,332232323,2
1,30,32323131,499076,31663,32323131
1,31,0,232323022,131530,0
1,32,216948,102358,11,216948
1,33,139122,10,14,139122
1,34,30758,16,18,30758
1,35,16,16,2,16
1,36,223012000,3,9,223012000
1,37,328454,90914,17,328454
1,39,21540,18,26,21540
1,40,223011222,1,0,223011222
1,40,0,233223011,2230,0
1,41,0,233223010,3300,0
1,42,223010321,0,8,223010321
1,43,16,1,1,16
1,47,11,20,3,11
1,53,2,8,4,2
1,54,22,2,2,22
1,59,1,302332230,2310,1
1,83,2,2,0,2
1,84,3,0,332222002,3
1,85,9,22,11,9
1,87,222200133,0,7,222200133
1,88,246395,35737,12,246395
1,89,2,0,23322220,2
1,89,17,1,1,17
2,0,19,7,0,19
2,1,332300310,330,41,332300310
2,2,437443,149111,6,437443
2,3,6,5,0,6
2,4,4,3023323,310303,4
2,5,59916,9,4,59916
2,6,42,9,1,42
2,20,9278,6,2,9278
2,21,0,232332303,301798,0
2,23,20769,11,2,20769
2,24,12,5,2,12
2,25,223233203,3,7,223233203
2,27,3,302332232,323233,3
2,28,332232323,231,161,332232323
2,29,658,78,6,658
2,30,29,10,4,29
2,31,30233223,2323110,180715,30233223
2,32,11,1,1,11
2,33,10,4,0,10
2,34,11630,17,2,11630
2,35,15,1,1,15
2,36,30120322,173032,20236,30120322
2,37,65935,62458,8,65935
2,38,278111,11107,21,278111
2,39,37844,17,16,37844
2,40,30112333,297845,23457,30112333
2,40,0,322301130,3,0
2,41,0,322301101,2,0
2,42,30110100,390062,494872,30110100
2,43,3,1,0,3
2,44,1,0,223010331,1
2,45,237785,77763,13,237785
2,47,352,296,19,352
2,56,21,3,2,21
2,57,1,1,0,1
2,71,0,233222201,1001,0
2,122,0,233222130,230,0
3,0,12,21,6,12
3,1,0,300310331,242872,0
3,3,5,5,2,5
3,4,6,0,23323003,6
3,5,52138,45523,8,52138
3,9,0,1,1,0
3,10,1,0,332300021,1
3,11,1,302332300,21121,1
3,16,8,2,2,8
3,17,1,1,0,1
3,19,150180,14261,10,150180
3,20,0,8,2,0
3,21,4,302332232,332312,4
3,22,332232332,302,378,332232332
3,23,64178,16038,13,64178
3,24,85,13,5,85
3,25,30233223,2332100,235215,30233223
3,27,1,0,332232323,1
3,28,0,232323232,160894,0
3,30,21335,14,6,21335
3,31,0,233223232,3111,0
3,32,8459,14,8,8459
3,33,2,5,3,2
3,34,82,364,20,82
3,35,18,2,1,18
3,36,23322301,21223,42626,23322301
3,39,771,101,12,771
3,40,23322301,13002,51368,23322301
3,40,2,3023322,30113020,2
3,41,1,3023322,30110110,1
3,42,23322301,10101,17339,23322301
3,43,12,2,2,12
3,44,1,1,30233223,1
3,82,222200213,1,3,222200213
3,83,1,8,0,1
3,84,8,42,6,8
3,85,3,3,0,3
3,86,5,3023322,22002023,5
3,87,13860,82212,10,13860
3,88,98,12,15,98
3,89,285313,129868,11,285313
3,89,332222001,300,334,332222001
3,90,14,87,19,14
3,125,301865,19223,16,301865
3,126,9280,12,1,9280
4,0,80769,71793,14,80769
4,2,2,302332300,310332,2
4,3,27360,8,4,27360
4,4,9,41,6,9
4,8,3,1,0,3
4,11,5,2,0,5
4,16,9,2,2,9
4,18,1,302332300,13130,1
4,19,332300013,100,742,332300013
4,20,117392,117669,9,117392
4,21,3,5,3,3
4,22,7,0,332232332,7
4,23,23322323,32200,37662,23322323
4,25,10,3,30233223,10
4,26,0,233223233,2101,0
4,27,9,2,2,9
4,28,12,8,0,12
4,55,512868,40855,23,512868
4,56,6214,16,2,6214
4,57,8,1,1,8
4,58,1,0,332230002,1
4,60,0,230002300,253591,0
4,76,1967,14,14,1967
4,77,14,18,6,14
4,78,0,233222200,2133,0
4,84,5411,10,39,5411
4,85,12,36,8,12
4,86,4,0,23322220,4
4,88,35256,11,2,35256
4,89,0,222001301,180495,0
4,90,78350,15,112,78350
4,92,9876,16,1,9876
4,126,8,8,8,8
5,2,6,0,332300310,6
5,3,268,975,10,268
5,30,33,10,0,33
5,31,3,0,223232311,3
5,33,9,9,0,9
5,34,332230122,32,836,332230122
5,35,51484,6520,47,51484
5,36,5,0,23322301,5
5,37,0,322301213,1,0
5,38,3,302332230,113221,3
5,39,332230113,203,376,332230113
5,40,1,0,23322301,1
5,40,13,1,1,13
5,41,9,1,0,9
5,43,80615,32397,10,80615
5,44,0,33,1,0
5,45,0,230103033,298060,0
5,54,30233223,20132,138130,30233223
5,56,111365,8433,46,111365
5,57,9,0,8,9
5,66,159973,16,14,159973
5,75,222201032,3,4,222201032
5,77,4,0,3,4
5,84,305880,246357,8,305880
5,85,658,381,7,658
5,86,11,6,2,11
5,87,23322220,2021,93208,23322220
5,88,22002020,310922,145866,22002020
5,89,4,302332222,1302,4
5,89,11,0,332222001,11
5,91,84,603,11,84
5,106,9,0,1,9
5,113,50654,23053,19,50654
5,119,1,1,0,1
6,8,8,6,1,8
6,9,7,1,1,7
6,18,1,0,332300013,1
6,19,0,300013113,109840,0
6,20,223233311,3,4,223233311
6,21,13,1,1,13
6,22,5,2,0,5
6,23,0,322323322,1,0
6,24,32332132,82768,18588,32332132
6,25,6,3,0,6
6,26,13,0,223233210,13
6,28,4,2,1,4
6,30,48,11,3,48
6,30,237656,65668,12,237656
6,31,1,1,30233223,1
6,32,223232310,3,5,223232310
6,33,211001,96847,10,211001
6,34,0,230122100,455711,0
6,36,1,1,0,1
6,37,2,3023322,30121303,2
6,38,1,0,332230113,1
6,39,0,230113210,375211,0
6,40,1,1,0,1
6,40,17,3,2,17
6,41,9,8,1,9
6,42,3,0,23322301,3
6,44,51402,15,1,51402
6,45,1,302332230,103102,1
6,46,332230103,32,758,332230103
6,54,0,233223002,203,0
6,55,223002003,3,8,223002003
6,61,332230002,200,555,332230002
6,66,78096,32734,15,78096
6,71,4,0,222201100,4
6,75,30233222,2011000,150495,30233222
6,77,334795,151693,12,334795
6,85,330109,259400,11,330109
6,86,283825,9,86,283825
6,87,0,322220020,22,0
6,126,222130013,3,6,222130013
7,3,2,6,8,2
7,4,9,4,3,9
7,18,22113,76222,11405,22113
7,20,11,2,1,11
7,20,16644,6,1,16644
7,22,2,0,23322332,2
7,23,9,5,0,9
7,24,1,302332233,230110,1
7,25,283,875,18,283
7,26,15453,34,2,15453
7,27,16,9,0,16
