x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,average
25,17,323323201,200,782,323323201
27,9,0,323201202,180419,0
27,9,2,302323323,201203,2
32,10,2,0,323323201,2
39,11,1,1,0,1
42,67,2,3023233,23201120,2
54,9,7,3,2,7
63,55,942,809,6,942
63,60,2,0,23233232,2
64,59,12,8,2,12
65,59,196707,7,9,196707
72,62,7,3,0,7
72,62,13,1,1,13
76,51,137245,163666,7,137245
80,1,332320122,3,3,332320122
84,22,174736,87081,10,174736
85,7,8,127,8,8
85,10,10,11,6,10
85,11,24,13,0,24
85,40,18,9,2,18
86,29,8,0,323323203,8
86,31,7,3023233,23203010,7
87,5,280322,196153,10,280322
87,6,2621,32,6,2621
87,35,23233232,3002,58426,23233232
89,35,0,233232030,3,0
90,36,70,13,31,70
91,12,4,3023233,23203203,4
91,35,8,0,23233232,8
91,49,19308,83728,8,19308
91,74,13,10,0,13
91,75,14,2,30232332,14
92,29,25,8,0,25
92,38,56767,25485,8,56767
93,30,323323203,30,714,323323203
93,33,36442,12,20,36442
93,34,69,1,1,69
93,35,12,4,0,12
93,35,12,81,17,12
93,36,23203001,126468,56116,23203001
94,31,274786,33627,12,274786
94,33,507,413,10,507
94,59,15701,11,1,15701
94,69,8,3,2,8
95,12,2,0,23233232,2
96,29,5,1,1,5
96,78,8,0,332320211,8
96,83,0,232332320,2103,0
96,90,30232332,3202102,150159,30232332
97,29,10,2,2,10
97,68,4,9,5,4
98,29,6994,11,5,6994
98,41,169426,10,36,169426
99,28,5,6,1,5
100,14,647,587,14,647
100,43,2,3023233,23202132,2
103,40,3,302323323,203032,3
104,41,0,323203031,236486,0
104,46,0,233232021,31,0
107,22,7,4,30232332,7
110,27,332320311,2,5,332320311
110,50,23202123,226063,67768,23202123
110,50,23233232,2130,38547,23233232
112,25,3,0,332320312,3
112,26,0,232332320,3120,0
112,27,30232332,3203113,326602,30232332
122,2,3,0,332320332,3
124,1,18,6,30232332,18
125,25,19008,20422,13,19008
126,1,1,1,0,1
126,25,23203200,227296,62388,23203200
126,51,4,2,0,4
126,52,2,302323323,202231,2
127,1,11,10,4,11
