x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
2,94,1679,20687,16
13,59,308,575,135
38,55,5227,13864,39
40,40,4283,6456,17
40,42,145,124,16
41,44,51790,58957,66
41,45,15574,15143,16
42,48,9195,8836,16
43,44,9233,10936,20
43,48,4037,8245,15
47,37,930,9979,14
48,37,1282,9517,20
55,47,6447,4663,15
55,48,9564,14074,60
55,50,3980,2594,130
56,36,1838,1882,15
56,42,4658,6771,20
56,44,100467,10693,283
56,45,3542,3690,29
56,47,5858,8508,74
56,48,5359,6218,16
58,21,15319,14537,15
58,45,1646,6533,15
58,47,5905,6944,15
59,40,4859,7123,15
62,44,7707,9882,15
63,42,9806,15130,42
65,42,15707,23121,47
83,50,5671,6529,15
