x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
0,47,191232,2869,71,2,1
3,18,13630,3428,20,2,2
4,122,23585,32807,4,1,1
5,122,18075,21066,4,1,1
13,126,31837,25485,28,6,1
23,127,21470,16024,13,3,3
24,127,55070,48626,8,12,4
25,92,20822,5509,12,2,2
26,95,32173,34014,18,1,1
30,94,26522,11858,10,7,4
30,95,86088,32370,21,2,2
34,92,21143,9661,10,1,1
34,95,18036,9755,14,1,1
35,124,35970,36164,4,10,2
35,125,45591,38536,4,1,1
36,119,28761,35444,6,2,2
37,119,37520,9406,15,6,1
38,101,121496,34010,17,2,1
38,102,27907,16843,9,5,1
38,116,61620,54812,7,5,3
38,118,117112,99308,14,2,2
38,122,142684,23768,12,5,3
38,123,55199,60289,4,1,1
39,97,49254,18425,9,3,2
39,100,10212,23142,8,1,1
39,117,49644,49906,8,10,5
39,118,44193,39641,8,69,12
39,119,284907,182043,13,1,1
39,121,37675,2568,6,1,1
39,123,53249,34604,14,2,2
39,125,33339,19371,18,2,1
40,98,33660,17328,10,83,1
40,117,56867,45843,8,2,2
40,118,45748,40811,12,13,4
40,119,64860,48202,8,9,7
40,121,42738,24758,7,4,4
40,122,76987,30558,30,9,3
41,116,12666,17404,5,1,1
41,118,43640,33239,5,2,2
41,120,157736,150089,5,8,1
41,121,44206,25428,22,5,3
41,122,55935,36456,14,18,9
41,124,49532,27166,16,2,1
42,115,53992,55962,4,7,2
42,116,68415,41266,10,5,5
42,117,58497,56109,4,1,1
43,117,125050,27321,18,1,1
43,119,48304,48764,5,2,2
48,28,31086,5922,18,1,1
49,126,256009,21831,77,1,1
50,97,114404,120588,4,4,4
52,101,129073,3104,18,1,1
54,98,22534,16549,3,2,2
54,101,20702,8753,24,6,3
55,99,50170,61462,6,28,11
55,100,46031,52640,21,29,21
55,101,80910,14345,21,13,5
56,101,10850,13160,3,2,1
60,25,2175,453,26,2,1
69,1,20784,18799,16,2,1
70,41,41579,1235,20,1,1
73,9,25322,54364,12,2,1
73,109,38323,33008,8,6,2
73,110,49296,88914,5,1,1
73,111,47212,10007,10,1,1
73,126,26464,5905,12,1,1
74,107,14336,18233,5,1,1
74,113,84418,70823,4,4,3
74,127,45309,9751,15,2,1
75,9,59212,40165,8,1,1
75,115,46716,42395,6,1,1
76,116,41428,40603,5,1,1
76,117,59479,63757,5,3,1
77,23,13468,4655,12,2,2
78,120,12950,19783,36,2,1
81,23,46894,9656,21,2,1
81,25,225543,86078,7,22,2
82,25,68801,104850,13,8,2
83,24,45781,18480,14,5,3
84,25,142183,37751,13,3,2
84,110,14176,1675,29,19,2
85,27,34608,7718,29,8,3
85,28,102076,172092,8,4,1
85,111,35356,23077,7,2,1
86,120,30411,33322,7,3,2
87,119,179313,180299,4,10,1
87,120,58199,62492,5,10,4
88,121,41860,38814,4,6,2
90,118,12149,15605,5,1,1
90,120,114562,109420,4,3,3
90,121,52444,69004,5,22,5
91,120,30178,44486,6,80,7
91,121,33531,44285,7,16,6
92,121,29392,39078,6,3,2
95,36,7630,15032,10,1,1
98,67,50661,57626,7,2,1
99,11,27338,4531,24,3,1
101,119,18007,303,20,1,1
103,104,17597,35041,5,2,2
104,29,7412,3870,34,1,1
104,106,45135,37759,8,7,5
105,108,55213,32770,5,3,3
106,108,5848,341,20,2,1
106,109,35517,43342,6,20,5
106,111,23123,50895,6,1,1
106,116,14576,9472,50,2,1
107,107,67768,68019,5,8,4
107,111,311688,241148,4,4,1
108,28,33290,6755,20,1,1
108,108,22592,9861,18,3,3
108,116,32498,4580,16,1,1
109,122,28919,39177,8,6,4
109,123,289328,126556,14,1,1
109,124,30470,48118,4,1,1
109,126,62791,25680,4,3,2
110,123,80536,72604,12,38,14
110,126,55877,68587,5,2,2
111,122,43823,70322,8,21,8
111,125,34191,37289,8,8,6
111,126,37859,36908,3,1,1
112,121,17038,25761,5,1,1
112,122,32809,52139,6,2,2
112,124,36326,40938,9,51,10
113,123,40137,31809,10,6,4
113,124,41858,46926,12,5,4
113,125,293417,135320,35,1,1
114,19,11256,18586,37,2,1
114,124,61667,67047,4,2,1
118,39,24256,26701,17,38,4
118,89,18616,4407,647,4,1
119,40,71188,29536,15,1,1
119,41,27003,32238,14,2,1
121,14,24675,31410,23,3,1
122,47,65229,36276,10,1,1
122,48,17462,29707,10,1,1
123,47,8039,8475,19,2,2
123,109,23746,5645,8,4,1
124,107,35850,23818,9,3,2
124,110,309392,95698,7,2,1
125,46,31873,17645,11,2,2
125,49,7691,9215,10,1,1
