x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
5,124,6807,485,22,1,1
103,45,213219.5,420260,57,36,14
103,46,65975.5,301704,96,7,4
104,45,189507,838856,114,10,7
104,46,131652.5,568273,106,51,18
104,50,218872,203067,22,6,3
104,51,222563.75,843175,92,63,16
105,43,180594,406176,78,46,14
105,45,143329.5,538758,127,9,8
105,46,25744,39743,55,2,2
106,43,187604.85714285713,1070761,175,90,29
106,44,186092.33333333334,981256,157,41,19
106,45,72204.2,383846,148,17,11
106,46,167708.16666666666,931920,147,43,21
106,47,120253.5,578799,102,31,17
106,48,17543,29957,21,1,1
107,43,184163,351997,44,22,7
107,44,110751,236338,49,21,8
107,45,39572.2,263310,120,15,12
107,46,83701.71428571429,622634,173,28,16
107,47,68419,401236,161,35,14
111,82,65328,141252,53,5,4
111,83,50115,189262,97,17,8
112,82,58593.25,437663,308,28,14
112,83,57113.333333333336,385062,187,21,14
113,81,58062,133763,39,11,4
113,82,55906.77777777778,541614,285,80,26
113,83,73362.66666666667,235984,96,17,6
114,81,17709,29032,48,1,1
114,82,27778,74071,122,39,11
116,83,68223,25102,22,1,1
120,84,10536,10150,49,2,2
120,85,93391.5,172412,60,4,3
121,84,396253,1035741,66,16,4
121,85,271576.3333333333,706043,70,14,6
