x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
42,126,7378,7117,31,19,12
42,127,12336,13500,28,9,8
43,125,26806,21209,13,19,9
43,127,7632,5179,38,6,5
44,123,7816,6551,45,3,2
44,124,12476,9877,29,37,21
44,125,8240,7143,19,6,6
45,122,23228,22787,58,5,2
45,123,5782,4425,39,6,3
45,124,12842,10903,37,7,6
49,41,23395,28570,48,1,1
51,85,37554,45822,15,2,2
52,82,36235,41352,47,7,5
53,100,52010,52244,50,1,1
56,27,18023,5962,7,1,1
60,66,11718,6693,13,5,4
60,68,13609,10483,22,10,7
61,65,19944,13827,25,3,1
61,67,29869,29583,18,2,1
61,69,7085,12214,14,2,1
62,86,64906,81172,32,7,1
68,81,513,2456,112,1,1
70,61,6546,7151,91,1,1
74,44,12293,6379,44,8,5
75,45,28527,21415,15,1,1
76,46,24669,30052,126,5,2
113,49,9997,7604,25,4,1
116,17,8608,2225,16,1,1
116,18,8107,68,65,4,1
127,95,29816,31077,45,3,2
