x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
86,126,143305,38604,8,92,6
86,127,174341,38632,7,90,27
87,127,260157,60411,13,32,14
88,126,29796,9263,9,2,1
88,127,107679,28898,69,16,5
89,127,10622,14566,21,1,1
90,127,45996,11056,8,3,1
92,123,65387,17416,6,1,1
92,127,18197,7027,19,1,1
93,124,153182,66552,6,1,1
93,125,35273,13522,19,2,1
93,126,113823,34126,7,18,12
93,127,121631.5,57970,12,51,28
94,126,120651,85885,18,43,14
94,127,188026,27827,16,118,15
95,123,19219,18379,15,2,2
95,124,25738,8662,46,12,2
95,127,217998,37706,5,12,5
96,123,26735,5619,12,2,1
96,124,170616.5,38976,17,13,7
96,126,40822,6032,7,14,2
97,123,35585,16171,27,1,1
97,124,140669,41979,17,88,22
97,127,216085,57709,4,1,1
98,122,207579,68753,22,51,20
98,123,151793,61779,20,128,28
98,124,109099.33333333333,112852,27,34,14
98,125,240567.5,64055,16,78,27
98,126,135526.5,79118,20,42,9
98,127,63435,53067,16,5,4
99,122,132840,26261,10,97,25
99,123,164005,29498,13,159,35
99,124,195995,27080,10,56,13
99,127,55689,36252,2,2,1
100,122,128862,22231,17,5,4
100,123,212130,33803,15,90,15
100,124,131093,57530,16,48,17
100,125,146324.5,50548,21,67,32
100,126,158211,18305,10,5,5
100,127,151629,86502,29,13,9
101,122,197882,70247,258,12,5
101,123,81872,16581,8,60,6
101,124,204505,35298,9,47,16
101,125,209323,33459,7,13,4
101,126,53387,42271,11,132,123
101,127,63591,43734,14,90,68
102,121,31422,51067,2,1,1
102,124,11856,6388,134,2,1
102,126,77002,30629,10,60,8
102,127,105966,16828,6,4,2
103,120,192417,56661,5,2,1
103,123,90444,12900,16,1,1
103,125,248358,72726,37,11,3
103,126,162573,62998,17,256,25
103,127,130718.75,106038,24,64,19
104,120,136751,56445,6,1,1
104,121,56843,61810,103,2,2
104,123,12278,11289,18,1,1
104,126,239703,36647,8,30,19
104,127,216540,40008,9,60,14
105,122,260570,39153,16,2,2
105,123,152567,25704,10,10,6
105,124,29785,12228,28,1,1
105,126,218549,60709,24,27,16
105,127,154303.5,69103,16,43,18
106,122,92821.5,44825,22,144,25
106,123,111128.25,88749,59,134,52
106,124,212721,26617,11,39,17
106,125,46347,15587,15,5,2
106,127,239438,33668,12,50,17
107,124,167572,21958,7,10,8
107,125,302830,59091,7,1,1
107,127,50983,29326,11,33,1
108,121,126573,103588,5,1,1
108,124,232892,54982,10,4,3
108,125,89353,31770,34,26,16
108,126,136582.5,46540,19,106,40
110,126,72395,16225,11,2,2
