x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
0,79,59456,15313,14,16,12
0,81,19815,7943,47,5,4
0,84,30466,11041,34,4,2
0,90,24314,7798,25,13,1
0,93,72991,13823,17,1,1
0,94,53439,18208,16,1,1
0,104,4208,806,37,1,1
0,109,336182,65958,14,6,3
0,121,36778,8875,20,1,1
0,123,33013,26309,11,3,1
0,126,23417,724,23,1,1
1,79,38708.5,11807,64,6,3
1,80,48079.5,14374,45,65,8
1,82,122070,36355,15,14,1
1,83,180753,103644,10,1,1
1,86,157502,152260,11,3,3
1,93,18727,4407,22,4,1
1,97,61379,29324,11,1,1
1,100,149518,30719,13,1,1
1,103,36939,7634,16,1,1
1,106,16540,1047,45,6,2
1,109,9939,558,15,2,1
1,120,1725,322,39,2,1
1,122,89308,19438,14,2,1
1,123,67763,16808,13,2,2
1,124,9907,8680,50,2,1
1,125,16561,17792,12,1,1
2,83,375752,76649,10,3,1
2,87,19266,953,19,1,1
2,97,88185,5982,67,3,1
2,98,90849,14879,62,22,4
2,100,225924,45757,14,7,1
2,107,62273,18227,15,3,1
2,112,3672,2710,36,1,1
2,120,39754,46828,35,2,2
2,123,6965,207,42,1,1
3,78,70881,23096,35,2,1
3,82,107532,74896,33,6,3
3,83,204701,54806,12,21,8
3,84,119439,41194,12,2,2
3,86,41802,11001,14,8,2
3,88,306626,76009,14,1,1
3,89,7375,876,34,1,1
3,93,250334,128480,23,4,2
3,94,260368,216581,33,8,4
3,98,39770,5416,82,89,2
3,99,48663,29899,12,8,1
3,104,4905,4209,69,1,1
3,105,552,521,31,1,1
3,112,93199,19447,12,1,1
3,113,158614.5,66992,23,4,4
3,114,28285,6002,40,5,2
3,122,8361,682,34,2,2
3,123,13508,973,29,1,1
3,124,66815,55520,12,2,1
4,82,56649,39655,13,6,2
4,84,50371,19732,14,10,2
4,85,5346,729,27,73,1
4,87,37529.5,20700,54,25,7
4,88,34758,19664,49,2,2
4,93,51235,61309,12,2,2
4,98,51182,83966,12,1,1
4,102,36606,9435,45,1,1
4,111,30485,7447,17,1,1
4,120,6340,359,38,1,1
4,121,139901,28963,11,1,1
4,124,80009,87591,12,4,1
5,81,216072,8198,31,1,1
5,84,3169,701,29,2,1
5,98,3902,984,45,2,1
5,99,67751.5,35445,20,4,2
