x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
19,93,7984,21154,22,1,1
20,89,42585,45870,7,1,1
20,94,14117,3561,36,1,1
28,89,12729,19301,25,2,2
28,90,8263,10361,35,3,2
29,88,37808,27194,25,9,4
29,91,12837,11582,65,1,1
36,58,16415,1442,308,1,1
71,97,18912,19058,9,1,1
75,83,429463,246473,6,3,2
75,85,89065,86877,7,1,1
76,81,327589,376910,7,5,1
77,82,161009,157186,6,6,3
77,83,84271,102198,7,11,8
79,82,53130,86818,6,3,2
83,87,15492,20498,21,4,2
84,89,88861,24191,25,1,1
85,86,189054,150468,6,11,7
86,88,18701,21249,19,1,1
87,85,34124,40642,6,1,1
87,87,86412,91692,7,77,31
88,86,131529,136125,7,11,4
88,87,58005,56750,4,1,1
88,104,36910,18789,19,1,1
89,88,29096,15383,17,2,2
89,89,9346,11674,15,1,1
90,90,5850,11858,23,9,2
90,92,26094,10884,20,1,1
90,102,12574,934,21,1,1
90,103,32903,8247,8,3,3
90,105,32522,9315,24,3,2
90,107,14256,16575,23,5,2
91,87,69235,68154,16,12,3
91,88,52104,60555,24,3,3
91,104,20827,3389,16,3,3
92,89,71777,68997,18,2,2
92,104,17594,9363,22,7,5
92,106,18471,11131,23,4,3
93,87,83578,89364,11,3,2
93,97,6419,1554,39,1,1
98,106,11179,9741,18,36,4
106,112,10296,17272,25,1,1
