x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,average
0,30,3744,20,41,3744
0,72,1214,22,7,1214
1,16,23322113,11222,85348,23322113
2,19,11311221,411345,40557,11311221
2,29,5,8,8,5
3,15,527246,31887,10,527246
3,39,21,39,7,21
4,24,3,3023322,11301022,3
4,33,30233221,1300031,59842,30233221
4,34,5,1,1,5
4,127,2,302332203,101230,2
5,22,16,3,1,16
5,26,11300320,148678,21090,11300320
5,29,1,0,221130010,1
5,59,23322031,10002,84789,23322031
6,23,3,1,0,3
6,25,23322113,323,34528,23322113
6,27,14,1,1,14
6,28,2,1,30233221,2
7,17,138155,5,2,138155
7,21,9,9,8,9
7,22,1479,18,7,1479
7,23,17,7,4,17
7,24,3,0,23322113,3
7,25,0,322113003,30,0
7,27,16,23,1,16
7,28,1,1,0,1
7,90,2,1,1,2
7,126,4,5,2,4
8,16,340,29,7,340
8,99,5,3,0,5
9,22,574240,48864,16,574240
9,23,2,302332211,302221,2
9,24,332211302,202,780,332211302
9,26,22,3,2,22
9,126,13,3,0,13
9,127,2,0,332203101,2
10,21,221130322,2,8,221130322
10,23,1,0,332211302,1
10,24,0,211302203,318694,0
10,25,195,768,19,195
10,26,39052,18,28,39052
10,31,0,233221130,101,0
10,98,3102020,255111,23257,3102020
10,111,0,233220310,2000,0
11,13,0,211313301,169993,0
11,14,332211313,231,18,332211313
11,23,4,1,1,4
11,24,2,1,0,2
11,29,48750,12,4,48750
11,36,27,1,1,27
12,8,8,6,2,8
12,11,3,2,0,3
12,26,55531,6375,16,55531
12,28,9596,826,16,9596
12,42,259,733,10,259
12,97,1,3023322,3102023,1
12,98,23322031,2021,49893,23322031
12,107,1,0,220310200,1
13,97,8,0,23322031,8
13,98,0,322031020,22,0
14,94,31,8,4,31
14,97,5,1,0,5
16,17,1,302332211,320002,1
16,43,332203110,33,170,332203110
17,121,9,6,2,9
18,43,0,203110102,313489,0
19,46,245270,84976,11,245270
19,94,397,66,14,397
19,98,36,2,2,36
19,104,12,7,4,12
20,18,1,0,332211320,1
20,23,0,233221130,3232,0
20,92,206419,13205,15,206419
20,121,3601,8,1,3601
21,9,16,4,4,16
21,26,30233221,1303231,44665,30233221
21,38,6191,12,6,6191
21,41,3,1,0,3
22,79,14,22,6,14
22,102,99838,10533,12,99838
22,103,68,21,7,68
22,115,30233220,3101333,350278,30233220
22,117,220310133,2,3,220310133
23,8,9,1,0,9
23,42,3,0,332203110,3
23,43,3,302332203,110103,3
23,103,143602,15,62,143602
24,34,5360,15,1,5360
24,43,275016,168117,8,275016
24,44,5,4,8,5
24,96,11073,25,1,11073
25,27,23322120,3300,58315,23322120
25,35,49,15,17,49
25,101,180,11,2,180
26,35,74187,7889,29,74187
27,21,3,3023322,12003311,3
27,22,0,322120033,2,0
27,120,245490,25572,19,245490
28,9,0,322120111,10,0
28,9,1,0,23322120,1
28,11,83065,19922,9,83065
28,19,133437,10932,19,133437
28,47,1339,14,4,1339
28,54,4,3023322,3121302,4
29,9,3,3023322,12011112,3
29,12,221201013,3,2,221201013
29,91,2,1,0,2
29,115,220310220,1,5,220310220
30,6,9,3,1,9
30,38,9,2,2,9
30,39,2,1,0,2
30,40,6,2,30233220,6
30,50,2,2,0,2
30,91,120356,23750,9,120356
31,10,23322120,11030,32465,23322120
31,12,30233221,2010200,547353,30233221
31,21,12,3,3,12
31,22,1,0,23322120,1
31,30,12003231,561055,32539,12003231
31,79,84,13,98,84
32,11,12011013,224516,21289,12011013
32,20,171782,9,9,171782
32,20,878,460,8,878
32,21,10,5,3,10
32,22,1,1,0,1
32,50,12,3,2,12
32,53,5,0,23322031,5
32,110,59,14,8,59
33,10,22261,13,1,22261
33,11,7,1,1,7
33,12,10,1,1,10
33,18,3,1,30233221,3
33,19,0,233221201,201,0
33,20,1,0,332212010,1
33,20,8,3,3,8
33,21,0,212010022,566403,0
33,50,11,3,2,11
33,126,0,203102111,407451,0
34,4,221202021,1,8,221202021
34,5,1,0,332212011,1
34,6,3,302332212,11323,3
34,7,533608,20487,11,533608
34,8,324,888,12,324
34,12,79,11,1,79
34,13,2,1,0,2
34,19,1,0,221201021,1
34,20,3,3,0,3
34,20,10,5,3,10
34,34,23322031,22330,85736,23322031
34,89,220311013,2,2,220311013
35,2,0,233221202,223,0
35,4,30233221,2020221,93780,30233221
35,6,4,1,0,4
35,7,332212011,312,291,332212011
35,25,262162,240003,10,262162
35,87,8,0,220311020,8
36,13,37697,14,1,37697
36,21,1,302332212,10023,1
36,50,854,415,14,854
36,85,1,1,0,1
36,88,0,233220311,200,0
36,113,294776,7,9,294776
37,1,2,0,221202023,2
37,7,0,212011321,422657,0
37,88,2,2,30233220,2
37,89,30233220,3110133,195790,30233220
37,107,23322031,2233,10816,23322031
37,108,3102232,159309,22103,3102232
38,1,2,1,30233221,2
38,8,0,1,1,0
38,44,1,0,220312213,1
38,45,220312210,1,7,220312210
38,119,30233220,3102202,3304,30233220
39,0,39355,25,1,39355
39,1,2,1,0,2
39,22,5349,9,3,5349
39,45,0,233220312,2123,0
39,119,0,233220310,2203,0
40,0,87156,17264,25,87156
40,1,49,20,3,49
40,7,9,21,2,9
40,23,332212010,13,565,332212010
40,104,0,7,8,0
40,108,9,3023322,3102301,9
40,110,79936,97951,12,79936
41,2,21,6,1,21
41,38,3122320,212274,314393,3122320
41,74,1,1,0,1
41,75,2,0,332203111,2
41,88,10,2,1,10
42,5,6025,8,13,6025
42,104,143158,106211,12,143158
42,107,1,0,23322031,1
42,114,13,1,1,13
43,2,1,0,23322120,1
43,48,30233220,3122121,48502,30233220
43,54,38120,21,1,38120
43,56,0,322031213,0,0
43,74,0,1,1,0
43,79,117355,13,4,117355
43,109,0,322031023,0,0
44,35,0,203123110,240485,0
44,116,10,4,0,10
44,117,1,0,220310221,1
44,117,3,1,30233220,3
45,25,9,9,9,9
45,35,3,302332203,123120,3
45,54,3,0,332203122,3
45,59,202965,80808,14,202965
45,80,1,0,23322031,1
46,4,1,3023322,12021103,1
46,35,1,0,332203123,1
46,36,332203123,103,487,332203123
46,50,6,4,0,6
46,79,11,1,1,11
46,116,4,3,0,4
47,56,332203122,1,752,332203122
47,79,10,4,2,10
47,80,6,1,0,6
47,109,1,302332203,102333,1
47,110,150855,17840,19,150855
47,111,725,518,16,725
48,85,86907,37887,10,86907
48,108,1,1,1,1
48,109,1,0,332203103,1
49,66,8,7,8,8
49,67,494,20,6,494
49,106,220310302,1,4,220310302
49,109,1,1,0,1
49,110,332203102,330,985,332203102
50,1,16,6,1,16
50,2,11,9,1,11
50,3,1,1,0,1
50,12,7,9,0,7
50,40,977,989,11,977
50,127,2702,15,7,2702
51,6,30233221,2012212,680223,30233221
51,44,0,322031223,32,0
51,70,19,26,5,19
52,7,221201221,0,6,221201221
52,40,498458,21060,11,498458
52,98,51025,11,33,51025
52,111,0,203102331,124788,0
53,5,4,3,0,4
53,6,1,0,221201222,1
53,114,13,1,1,13
54,6,1,1,30233221,1
54,40,2,1,0,2
54,101,0,233220310,3023,0
54,102,30233220,3103022,391615,30233220
55,42,12,1,1,12
55,53,9,2,8,9
55,106,3,0,220310303,3
56,42,12,2,2,12
56,43,6,3,0,6
57,81,268069,9,29,268069
58,8,7,1,1,7
58,56,4,302332203,122003,4
58,58,0,203122002,236895,0
58,80,494493,506442,9,494493
58,89,3110311,91006,10687,3110311
58,106,13,5,30233220,13
58,110,13,2,1,13
59,9,0,233221201,2213,0
59,44,110841,12,6,110841
59,45,1,0,23322031,1
59,54,11,18,1,11
59,98,57696,38329,13,57696
59,101,14,3,1,14
59,103,2,1,0,2
60,16,151983,131439,8,151983
60,88,23322031,10312,18549,23322031
60,99,94,12,2,94
60,116,76446,12,2,76446
