x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
1,110,6,2,5
1,111,1,200213321,21331
1,112,213321021,233,763
1,113,120021332,1021100,112453
1,115,12,1,0
1,116,3,200213321,21003
1,117,9,3,0
1,118,1,0,332101323
1,119,50476,14429,37
1,121,2432,7,1
1,122,0,133210120,21
1,123,2133210,12020,45048
1,124,64104,73230,31
1,126,5,0,213321002
2,110,332102203,3,0
2,111,9,1,1
2,112,1,0,213321021
2,113,15,4,120021332
2,114,0,21332102,1101
2,115,256,11,1
2,116,5,5,2
2,117,132007,14,32
2,118,37,14,3
2,119,332101312,1,7
2,123,3,12002133,21012022
2,127,3,2,0
3,110,120021332,1022100,79224
3,111,5,6,2
3,112,2,2,0
3,113,15,5,0
3,114,3,0,332102110
3,115,6,1,7
3,116,4,17,4
3,117,34471,5009,8
3,118,94,6,7
3,119,120021332,1013122,114948
3,123,3,0,2133210
4,118,7,0,213321020
4,119,649,174,7
4,124,2133210,20022,16720
4,127,120021332,1002322,191206
5,110,20,3,3
5,111,120021332,1023032,180660
5,113,2133210,22211,68408
5,115,26,7,120021332
5,116,0,21332102,2101
5,117,3,1,1
6,110,16812,22,6
6,111,0,21332102,3033
6,112,332102303,1,7
6,113,0,133210222,12
6,114,21022200,5605,2379
6,115,5,2,0
6,116,1,0,332102210
6,117,4,4,2
6,118,11,4,0
6,119,4645,4690,13
6,121,80049,8,41
6,125,21020020,77413,80728
6,127,0,21332100,2323
7,110,8230,16610,11
7,111,1,1,0
7,112,4,0,332102310
7,113,1,1,0
7,114,3,12002133,21022213
7,115,153636,5,12
7,116,5,10,2
7,117,78040,100406,10
7,118,4599,10,3
7,119,0,321020112,4648
7,124,0,133210200,30
8,111,30,1,1
8,112,6,1,120021332
8,113,3,2,1
8,114,3,0,2133210
8,115,23394,24320,16
8,116,5,8,10
8,118,6,2,3
8,119,1,200213321,20113
8,121,213321020,111,960
10,111,2133210,23232,6594
10,113,4,9,2
10,114,7,0,213321023
10,115,94,890,10
10,116,6,5,3
10,117,4,0,332102021
10,118,120021332,1020210,173676
10,123,16,4,0
11,112,21023213,188798,124921
11,113,4,6,2
11,114,5,4,0
11,115,85666,38309,11
11,116,147080,4,11
11,117,67,5,120021332
11,118,0,21332102,211
11,119,332102013,3,1
11,125,2,12002133,21020031
12,112,0,133210233,0
12,113,338075,307436,4
12,114,578,0,1
12,115,0,321022320,117862
12,117,73,3,1
12,118,10,6,0
12,123,3,1,1
13,114,9,1,1
13,115,4,200213321,22322
13,116,213321022,303,210
13,117,103102,9,2
13,118,7,1,1
13,122,10,22,18
13,125,2,0,2133210
15,116,22,1,1
15,117,2,5,3
15,118,5,4,2
15,119,1,0,213321032
15,122,1,1,0
15,125,1,12002133,21023312
15,126,2,200213321,3232
15,127,0,321003230,361469
16,116,14,9,4
16,118,1271,27,3
16,119,1,1,0
16,121,1,200213321,32002
17,115,196722,7,1
17,117,3456,5444,60
17,121,0,4,1
17,122,42004,8,19
17,123,4,3,2
17,124,1,0,2133210
19,122,470,610,18
19,123,3,1,1
20,117,332110001,0,2
21,115,117930,82819,15
21,116,975,7,6
21,117,120021332,1100012,106701
22,117,3,0,332110003
22,122,0,321030201,151096
22,124,40993,11070,23
24,115,0,321101001,288966
24,116,213321100,312,447
24,118,0,21332110,23
24,123,213321030,200,241
24,126,2,2,0
25,116,2,200213321,101010
25,117,0,133211002,3
25,118,2133211,201,60907
25,119,21100123,110413,53616
25,123,1,1,0
26,116,1,0,213321101
26,117,1,12002133,21100211
26,123,6,1,1
27,125,1,1,120021332
28,117,1,0,2133211
29,122,49,3,3
30,121,11,4,0
30,122,89952,95687,9
31,123,233242,7,1
