x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
0,17,9,2,1
0,18,1,1,0
0,59,6,1,1
0,63,94518,9,1
2,36,6,1,1
2,63,36332,26575,31
3,18,13,7,1
6,20,213130013,2,3
6,22,5,3,9
7,26,322131112,102,168
7,45,0,122331121,128790
8,12,302245,11,31
8,22,211506,253890,11
9,24,4316,10,1
9,43,1,200322122,331123
9,51,0,122301032,55629
9,52,322122301,3,519
9,69,4,1,1
10,12,348,599,10
10,13,18,9,3
10,14,3,2,0
11,12,174974,171106,8
11,13,19,13,4
11,32,111,94,9
11,42,1,0,322122331
11,68,6,6,7
11,69,137,115,2
11,70,31,4,1
11,71,1,0,320323001
12,31,415403,408160,8
12,35,7,3,7
12,51,1,200322122,301101
12,71,3,3,0
13,7,8007,20,2
13,12,322131301,212,851
13,35,153448,164750,8
13,64,11,1,1
15,36,9351,11,1
16,23,13,10,2
16,35,75115,5,7
16,36,95,6,1
16,52,60497,6,1
17,44,120032212,3012130,52063
17,58,2,1,120032212
18,58,1,1,0
18,59,8,20,1
18,68,120032032,3010302,404300
18,70,32301023,2,7
18,73,31028,19333,40
19,11,120032213,1301320,229825
20,17,157946,12,11
20,52,55748,8505,6
20,53,40,8,3
20,60,8,1,1
20,61,9,1,0
21,21,10,11,3
21,30,120032213,1300133,173908
21,40,9,1,0
21,52,1,0,3221223
21,53,3221223,12300,23145
21,54,22312202,30975,18876
21,57,4,3,2
21,61,9636,27,4
21,65,1,0,322122301
22,40,4,1,1
22,41,1,1,120032212
22,49,212301212,3,8
22,53,0,221223123,2
22,61,1,4,3
24,51,2,1,0
24,53,1,12003221,22321111
24,69,0,32032301,323
25,13,213130131,2,5
26,19,3221313,1023,73083
26,21,31301020,93433,114557
26,24,99720,5221,10
26,35,2396,17,103
26,60,212231002,0,9
26,69,28,2,2
28,26,37,4,120032213
29,25,4,2,0
29,56,11,1,1
29,69,91,8,1
30,33,0,32213130,300
30,53,856,439,10
30,69,6672,48,7
31,33,1,0,213130030
31,34,3221232,22213,68102
31,35,23222032,94026,93777
31,46,3,0,212302102
31,49,0,32212302,1002
31,52,80542,9212,7
31,57,8,1,1
31,67,93954,38048,5
33,10,3,3,120032213
33,16,0,32213130,1323
33,56,224064,10,1
33,62,120032212,2310021,97527
33,66,237847,237894,6
34,61,0,32212231,23
35,16,2,0,213130203
35,61,7,0,212231003
35,73,1,1,0
35,74,2,1,120032032
35,75,2,0,32301033
36,45,6,12003222,23101111
36,51,3222230,22203,68397
36,61,77,6,1
36,62,2,2,0
36,71,0,32032322,1210
36,73,120032032,3213031,137726
36,74,5,4,2
37,10,2,0,322223232
37,25,222313132,1,6
37,28,211830,10433,12
38,56,23022023,266046,261537
38,62,5,11,1
38,63,120032222,3021203,414169
38,71,1,0,32323201
38,74,1549,4,3
38,75,0,5,3
38,76,320323113,113,265
38,77,247061,249419,5
39,13,1,200322223,232033
39,14,0,223230023,94539
39,26,120032222,3131332,8757
39,63,1,0,222302121
39,64,0,32222302,1210
39,75,8,1,4
39,76,0,323113132,154700
40,31,411,5,1
40,74,32321103,2,1
40,75,7914,553,108
43,21,273,233,5
43,41,322223101,132,82
43,65,7,1,120032222
44,17,322223210,2,230
44,24,285471,4,2
44,26,0,32222313,3120
44,53,0,222230222,10
44,69,1,1,120032032
46,21,435576,241933,7
46,32,5,7,6
47,7,23322211,69588,72501
47,12,27,11,3
47,26,11,21,5
47,30,76,5,1
47,43,564,359,59
47,68,8,36,18
47,73,1,1,0
48,27,25,1,1
48,30,97606,6,6
48,31,6,1,1
48,32,1,0,222320001
48,35,0,4,2
48,59,29484,94826,4
48,67,73965,5,1
48,78,1,200320323,113133
49,32,4,1,120032222
49,36,4,2,0
49,49,8,0,3222231
49,51,6,3,2
49,61,10022,10,2
49,78,1,0,320323113
50,12,3998,9,7
50,13,14,4,0
51,12,2,0,2
51,13,3,2,1
51,32,8,2,0
51,40,0,223101133,142110
51,43,201090,35027,20
51,48,12,4,3
51,49,11,7,0
52,31,1,0,3222232
52,33,73351,73936,6
52,37,13,6,2
53,17,7,6,3
54,55,2,0,3222230
55,19,1,0,322223210
55,20,0,223210022,45315
55,31,24,1,0
55,32,0,222232013,2
55,33,23201120,311516,278564
55,48,105226,12,7
56,18,19,2,2
56,19,19,2,0
56,20,1,200322223,210203
56,32,1,12003222,23202030
56,33,3222232,1300,57475
56,38,1,0,322223101
56,39,1,200322223,101211
56,49,13,11,8
56,55,4,2,0
