x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
27,44,5359,4303,14,1,1
28,45,305081,140784,13,1,1
28,47,61203,66155,12,4,4
28,48,290567,137254,19,16,6
29,42,29641,72021,75,7,2
29,48,129925.33333333333,275630,39,4,3
29,49,216253,148403,12,1,1
30,41,146456,313566,44,18,7
31,42,107600.75,425678,50,10,6
33,44,10388,21455,12,4,1
33,46,511864,145697,13,1,1
33,50,9990.5,7263,129,2,2
34,44,88638.75,362947,77,11,11
34,45,82650.75,197696,156,21,15
34,46,179434.5,191755,26,5,2
35,44,5764,9072,14,1,1
41,56,14356.5,10374,82,3,2
