x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
3,50,32919,11023,53,2,1
4,50,10611,2669,61,1,1
6,49,12684,9845,348,1,1
22,61,17341,281,56,1,1
30,85,181894,1078,6,1,1
32,86,274162,119327,21,1,1
33,86,29180,41808,17,3,3
35,87,64585,30697,30,18,9
36,88,100839,64387,21,9,5
36,90,29444,38141,19,6,3
36,91,32597,35882,30,2,2
37,90,17937,703,29,2,1
38,87,14040,17647,23,3,2
39,77,82783,37803,33,2,1
42,88,4027,2974,40,1,1
42,89,41090,36733,7,1,1
45,88,30399,35034,21,5,2
47,90,80597,101116,6,1,1
49,84,39514,12138,48,2,2
50,86,5187,4283,34,3,1
50,90,78972,30077,39,1,1
51,90,21815,17925,24,2,2
52,93,17533,20574,20,3,2
53,90,17235,1140,48,1,1
54,93,30563,6129,33,9,3
60,93,3247,4577,30,1,1
65,64,3278,2169,17,1,1
66,68,4245,1760,33,4,1
66,98,16821,716,48,1,1
72,115,13166,5167,29,2,2
73,99,5070,2438,24,1,1
73,100,4934,2277,24,2,1
73,117,19186,8103,38,110,3
73,118,34720,20887,48,10,3
74,118,19482,2464,60,4,2
75,114,5132,2444,21,1,1
75,115,26950,2365,41,3,2
75,117,38041,19997,46,6,3
76,114,1491,3852,49,1,1
76,116,3501,676,101,7,3
76,117,3508,2078,48,2,1
76,118,3915,405,50,1,1
78,116,5661,755,55,1,1
78,117,29544,2648,62,3,2
