x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
1,12,371548,345776,11,2,1
1,37,160689,150267,10,3,3
1,38,158269,46663,11,1,1
2,11,89170,10889,16,2,1
2,38,491523,423410,9,2,1
2,64,48221,10942,21,3,1
3,4,104833,38746,22,2,2
3,10,57248,36014,14,9,3
3,12,300489,230807,13,3,2
3,13,203797,165863,10,6,1
3,14,194219,160178,9,11,3
3,17,293848,304515,13,1,1
3,64,58420,7646,21,3,2
3,65,61128,4963,17,2,1
3,111,2517,2932,87,1,1
3,112,43164,13550,31,9,1
5,10,273406,304384,10,8,2
5,12,14842,7624,19,1,1
5,15,372992,208893,10,5,2
5,17,276615,319558,10,3,1
5,110,70101,15586,28,3,2
6,8,13259,34316,28,2,1
6,14,15144,32742,16,5,1
6,15,23031,7735,20,1,1
6,110,102415,4888,7,1,1
7,13,28104,7807,15,1,1
8,85,18811,28216,42,14,1
9,39,414717,289586,10,5,1
9,122,12665,15351,32,2,2
11,0,120034,67886,11,1,1
11,37,5538,1218,26,2,1
11,38,638613,490228,11,5,3
11,48,96035,31277,26,9,1
11,49,42713,5535,33,3,1
11,87,30114,5026,24,1,1
11,88,3895,16647,65,4,1
12,0,172681,155137,12,2,2
12,50,15532,1047,38,1,1
12,52,13983,3904,54,1,1
14,38,246884,179214,10,5,2
14,48,20136,5301,36,1,1
15,50,21479,6223,26,1,1
15,124,74517,42218,15,3,3
16,50,10988,5264,33,1,1
17,123,6902,373,19,2,1
18,39,106077,100956,12,2,1
19,79,10422,1396,33,2,1
19,81,123272,19074,34,1,1
20,40,57078,76000,11,1,1
20,60,419372,483389,12,7,1
20,94,14092,1439,27,1,1
21,60,486709,417330,14,6,2
21,98,29977,3064,679,1,1
22,60,268160,269828,9,6,3
22,96,2514,4929,39,1,1
22,97,16875,6669,56,21,1
22,98,6707,803,78,6,1
23,18,124327,81114,10,1,1
23,32,19545,4557,34,1,1
23,36,276362,307870,10,6,2
23,55,3056,2803,9,1,1
23,56,19726,5154,29,1,1
23,58,742567,626165,12,1,1
23,59,227129,167732,16,8,2
23,78,39238,7089,29,2,1
23,112,7901,4374,34,1,1
24,33,216173,226095,10,4,1
24,35,66049,52416,11,3,1
24,36,18562,23506,11,1,1
24,54,280159,241887,15,3,1
24,55,206192,195116,10,7,2
24,56,472962,392400,15,2,2
24,57,326321,272928,12,19,6
24,58,338664,298759,11,25,6
24,59,326806,310828,14,33,5
24,61,218882,166170,11,3,1
25,36,125799,53159,10,5,1
25,54,173073,104149,12,3,3
25,57,371733,483123,12,1,1
25,59,255767,172914,12,14,5
25,113,5667,6670,33,2,1
26,34,454536,468322,16,4,1
26,55,237011,81335,14,1,1
26,59,93094,70608,10,7,5
26,112,3842,2052,44,1,1
27,34,336182,313594,14,1,1
27,35,744358,646204,17,3,1
28,36,312752,229683,16,1,1
28,54,375830,214460,13,1,1
28,55,94718,44710,9,1,1
30,36,464317,424365,11,10,2
33,61,68660,25458,17,36,2
34,39,16159,2613,20,1,1
34,40,16517,2596,20,1,1
34,42,22631,5608,36,5,2
34,61,2670,6753,17,2,1
34,123,39253,38922,2,1,1
35,41,12562,5772,36,4,2
35,64,213146,15970,15,3,2
36,65,55145,10625,21,6,2
36,126,20423,21350,2,1,1
37,14,946411,897382,11,1,1
37,17,466013,451031,10,7,1
37,122,51995,45124,2,4,2
37,123,53957,53297,2,1,1
