x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,average
1,115,212215677,10487,212201080,35369279.5
2,115,556699350,200638164,325506826,32747020.588235293
2,116,686357133,1178648937,405155198,15252380.733333332
2,118,2,522652325,754041,1
3,115,442437906,356789630,342049,31602707.57142857
3,116,654440563,356617753,1298764086,29747298.318181816
3,117,322234499,555573091,346592609,24787269.153846152
4,115,322231400,330700702,322449137,26852616.666666668
4,116,655767422,466190142,26558727,26230696.88
4,117,1038193380,858282952,1038173227,19588554.339622643
5,115,58068,64375,16,14517
5,116,33593444,344804852,658703225,2099590.25
5,117,654614245,590196549,1002469944,26184569.8
5,118,3325027,134465,67770,554171.1666666666
6,115,687692,12268303,34522493,68769.2
6,116,535477096,565005488,352583388,35698473.06666667
6,117,644250824,444954915,322638975,53687568.666666664
6,118,369998058,555822591,346222985,16086872.086956521
7,115,655301652,1301554,230683,163825413
7,116,181901910,34302153,333686129,10105661.666666666
7,117,358074000,468834367,358272875,17051142.85714286
7,118,364705533,35100108,442559221,16577524.227272727
8,115,23326261,423621863,442654531,2332626.1
8,116,665599869,67819434,555495911,31695231.85714286
8,117,325647032,457392314,26534025,27137252.666666668
8,118,416024565,105610530,860167201,13420147.258064516
8,119,320570176,523682987,320591216,64114035.2
9,115,26554454,234316910,26674850,4425742.333333333
9,116,717719971,928971616,719046377,23152257.129032258
9,117,120147439,267868252,788416184,6323549.421052632
9,118,545264855,435726018,887946722,24784766.136363637
9,119,33296476,746094025,33841038,2561267.3846153845
10,115,223221078,32223946,343045511,24802342
10,116,809344574,456881089,665968659,33722690.583333336
10,117,248978037,234339293,146427100,17784145.5
10,118,651514750,1134363659,385322259,15151505.813953489
10,119,320815236,32419601,306301095,22915374
11,115,131701,118657,11,32925.25
11,116,678708047,234620301,30231825,42419252.9375
11,117,123572081,648814320,323034569,6865115.611111111
11,118,580251639,748844142,499503887,21490801.444444444
11,119,187356229,247687907,675203946,7806509.541666667
12,115,18,7,322230137,3.6
12,116,120472022,631120145,651409975,4154207.6551724137
12,117,123495606,500047174,914702662,7718475.375
12,118,1139723549,289197924,564417824,47488481.208333336
12,119,1965351007,1681024536,1150239129,23678927.795180723
12,120,100212201,1,2,100212201
13,115,346354473,234448785,30636027,38483830.333333336
13,116,579111227,509205002,410327487,23164449.08
13,117,30245245,234442980,33434327,2749567.727272727
13,118,323197226,430802006,270921,17010380.315789472
13,119,441162933,455192537,863461054,15212514.931034483
13,120,101085946,232464897,321005377,7220424.714285715
14,115,550471,430866442,252037,91745.16666666667
14,116,325986181,462992493,223381165,32598618.1
14,117,226234525,23008,79279,75411508.33333333
14,118,15512001,210242863,325501874,1193230.8461538462
14,119,15458240,222454715,15502633,909308.2352941176
14,120,321277495,12439753,120251708,26773124.583333332
15,115,343350282,497118,343244701,34335028.2
15,116,60765294,457598053,476221574,4051019.6
15,117,223165595,124495,28,44633119
15,118,322244624,442452435,338094671,29294965.818181816
15,119,101213313,200321020,542389670,10121331.3
15,120,445320021,46339694,1161985,63617145.85714286
15,121,223590886,44575368,220473051,10647185.047619049
16,115,8,2,1,4
16,116,328724099,470479039,54716087,27393674.916666668
16,117,264717946,386926898,695531931,14706552.555555556
16,118,322321141,224,842,107440380.33333333
16,119,98,3,2,32.666666666666664
16,120,132433499,210024325,3210078,16554187.375
16,121,842924649,490534380,703875367,22182227.60526316
16,122,335157703,739605235,133849849,18619872.388888888
17,115,8,1,4,8
17,116,322506378,534421272,347645913,26875531.5
17,117,232465006,153030,38,33209286.57142857
17,118,73829,200352411,322444350,14765.8
17,119,120032201,32330233,200125326,40010733.666666664
17,120,256577544,35455949,252551452,42762924
17,121,321585817,748624546,669022332,17865878.722222224
17,122,3457714,200600444,120087198,265978
17,123,643161750,937529425,321908825,30626750
18,115,554524037,32232305,232203080,138631009.25
18,116,120131420,2120339,4905,60065710
18,118,335575917,321413417,201121530,37286213
18,119,993,93,10,993
18,120,351707964,232153940,133294113,21981747.75
18,121,136653,225341301,33526503,9110.2
18,122,516801128,302885276,293400022,22469614.260869566
18,123,571585056,34254524,321381802,51962277.81818182
18,124,441666246,532879901,571369719,27604140.375
18,125,562213980,400927954,642450836,25555180.90909091
18,126,793613741,840145815,475842078,24800429.40625
18,127,877584559,1266401907,1199099473,15671152.839285715
19,115,2,322033103,322435352,1
19,116,70650,32232465,48,11775
19,117,352164634,1330044,268673,88041158.5
19,118,130155556,232728779,442719818,13015555.6
19,119,523149869,210551535,322371872,58127763.222222224
19,120,113173,533540846,321556699,10288.454545454546
19,121,896381527,533859416,321582757,35855261.08
19,122,16334410,726862017,321606035,1256493.076923077
19,123,256724190,739680849,577194829,12224961.42857143
19,124,3340884,225053733,237751,334088.4
19,125,120493690,35734211,110630144,12049369
19,126,117037218,32564118,113750296,8359801.285714285
19,127,352413771,237658917,551594173,18548093.210526317
20,115,14149,15932,44,2021.2857142857142
20,116,169651,322230114,194045,84825.5
20,117,22191253,193999,352293075,2465694.777777778
20,118,17926792,496599627,21553269,1792679.2
20,119,193359,65755,75,24169.875
20,120,331587653,32832495,321293819,27632304.416666668
20,121,357638281,257534211,292790636,22352392.5625
20,122,254567024,260549109,274993371,14974530.823529411
20,123,634386,545754810,251792177,63438.6
20,124,20603,415,3213183,3433.8333333333335
20,125,6342194,323574,243667568,792774.25
20,126,642236116,213534365,116157,91748016.57142857
20,127,321854874,515153620,441591606,13410619.75
21,115,352256174,34444092,352270472,44032021.75
21,116,322573746,200322639,134292,107524582
21,117,25381913,235323247,25411088,2820212.5555555555
21,118,48,11,352235565,16
21,119,201122327,32201137,201124329,40224465.4
21,120,3220557,232119656,10386588,460079.5714285714
21,121,10401,222627568,346747048,1485.857142857143
21,122,1171499486,1321801580,1349695693,23908152.775510203
21,123,774705967,513637742,573633254,55336140.5
21,124,13212032,162462,218755,13212032
21,125,120983,27713,24,30245.75
21,126,528243,200829802,432462516,48022.09090909091
21,127,126636849,35859225,511828,18090978.42857143
22,115,63195,200326355,301207,31597.5
22,116,8409,322301041,322362081,1051.125
22,117,242087,286588,674566585,30260.875
22,118,104441,200332406,122034,52220.5
22,119,120032203,1223334,120133892,60016101.5
22,120,3426328,232133567,17552672,285527.3333333333
22,121,31247,578,120032141,4463.857142857143
22,122,20206823,225361855,24487850,1554371
22,123,120032133,32164206,175325,40010711
22,124,16540272,225295267,13320400,3308054.4
22,125,14279145,211208321,15431,2379857.5
22,126,231064195,32432186,120077952,28883024.375
22,127,321226662,533570752,556142915,16906666.42105263
23,115,8,2,322322301,4
23,116,90453,11,3223229,30151
23,117,377727410,257806798,351354,25181827.333333332
23,118,644334231,322122544,91202,214778077
23,119,745,212432979,169835,186.25
23,121,534371580,210834822,322555564,44530965
23,122,321692758,401049,321322386,80423189.5
23,123,24441916,225148831,16482147,2715768.4444444445
23,124,254589086,3252176,251446656,23144462.363636363
23,125,321387958,344551788,321313303,32138795.8
23,126,336735694,323730936,338792218,14640682.347826088
23,127,124801267,223388878,10476942,17828752.42857143
24,115,76880,4,4,76880
24,116,322439494,79170,526,80609873.5
24,117,691,12003774,25346454,115.16666666666667
24,118,253059,167677,26,31632.375
24,119,74807,54,322012118,9350.875
24,120,322093734,211426157,325400997,40261716.75
24,121,154711231,32958764,321347304,10314082.066666666
24,122,8703,522633458,315832,2901
24,123,14,4,3220123,4.666666666666667
24,124,12464645,170580,122465,1384960.5555555555
24,125,22,20,14,5.5
24,126,231328375,268624437,248607823,16523455.357142856
24,127,10,32111025,321202323,3.3333333333333335
