x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
43,15,68420,45140,6,1,1
43,19,30434,38802,16,2,1
44,8,15862,4368,35,2,2
44,10,6659,5579,42,4,3
44,14,330,371,230,2,1
44,15,32326,4818,22,2,2
45,13,18689,18460,8,1,1
45,34,36532,47963,6,5,2
45,49,15059,3786,26,6,2
45,51,130410,127027,5,2,1
45,52,477855,475572,8,2,1
46,14,2731,8989,125,1,1
46,44,19456,4204,24,1,1
46,52,379616,309697,15,1,1
46,56,14281,14369,7,2,1
46,57,71979,95464,5,2,1
47,115,4950,7816,28,1,1
48,60,456229,481478,6,1,1
49,62,88433,23665,12,1,1
49,109,5939,4713,26,1,1
50,77,22666,5135,23,2,1
51,13,50451,1995,28,1,1
52,87,3584,1750,10,1,1
52,90,18867,9873,25,3,1
53,12,49164,27222,21,2,1
53,13,137993,45601,19,1,1
53,89,9613,1925,8,2,1
57,2,5377,3581,33,1,1
70,18,167136,10253,20,1,1
87,28,183399,7458,69,1,1
101,26,2066,233,25,1,1
109,21,156224,12224,31,1,1
112,19,128447,9937,18,2,1
114,18,56350,5825,23,2,1
121,114,226136,23604,78,1,1
122,103,26472,4220,24,8,1
122,118,10345,13468,35,1,1
123,103,34236,5065,25,45,1
123,120,25557,3175,35,3,1
123,124,279741,273774,5,9,1
124,115,229654,13269,73,1,1
124,124,16005,21677,13,2,2
124,124,86747,86211,8,4,2
124,126,5263,351,84,1,1
125,1,59360,15783,12,1,1
125,37,24244,2938,19,1,1
125,125,90486,93489,6,9,3
126,1,20607,8756,20,7,2
126,125,31739,32148,9,4,1
127,45,19167,4153,21,15,1
