x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,average
0,28,190403,213233,3,190403
0,31,0,102230003,139733,0
0,32,267983,249722,4,267983
0,33,11363,14,3,11363
0,34,5,0,2131022,5
0,35,0,131022233,12,0
0,36,2223310,274962,364140,2223310
0,47,1,12002131,1221333,1
0,48,0,131012213,31,0
0,49,2131012,21330,44368,2131012
0,57,1,1,0,1
0,64,120021310,1100200,278885,120021310
0,126,24342,20740,79,24342
0,127,551,713,31,551
1,29,320,70,8,320
1,30,4,0,213102230,4
1,31,2,200213102,230011,2
1,33,192,235,4,192
1,35,2,12002131,2223313,2
1,36,2131022,23311,73414,2131022
1,58,17,1,1,17
1,68,2,2,0,2
1,69,0,131010230,32,0
1,98,28,29,11,28
1,101,3407,39,8,3407
1,105,10,1,1,10
1,105,0,8,0,0
2,55,8,1,1,8
2,59,25414,48,1,25414
2,67,93971,4,23,93971
2,68,4,1,1,4
2,69,13,12002131,1023033,13
2,74,3,9,4,3
2,79,311302302,22013,13163,311302302
2,98,54838,17,45,54838
2,99,20,13,5,20
2,102,428,788,40,428
2,103,2,2,0,2
3,30,1,2,2,1
3,31,1,1,0,1
3,32,213102230,1,11,213102230
3,34,10,8,5,10
3,35,9,7,0,9
3,66,223712,179721,6,223712
3,67,454,739,10,454
3,68,4,1,1,4
3,69,8,0,2131010,8
3,72,2131010,23031,98616,2131010
3,75,86,9,4,86
3,79,0,302302220,31,0
3,80,30222012,35689,42020,30222012
3,89,18,0,22203033,18
3,91,0,113022203,323,0
3,95,18,3311302,20021012,18
3,102,37479,40854,36,37479
3,103,47,24,8,47
3,104,3,0,311302103,3
3,105,5387,2077,637,5387
3,107,4,2,0,4
3,124,130022301,230,83,130022301
4,35,12,1,1,12
4,51,38043,45453,28,38043
4,62,0,21310110,1000,0
4,100,40260,39123,28,40260
4,102,6,9,4,6
4,103,1,331130212,320123,1
4,104,130212302,123,443,130212302
4,105,80,65,1,80
4,105,3363,682,53,3363
4,106,33113020,3301223,6423,33113020
4,108,5983,2865,30,5983
4,123,4,0,130022303,4
4,124,3,331130022,301232,3
5,51,1221110,13622,16823,1221110
5,59,14205,6098,20,14205
5,65,17273,18084,6,17273
5,66,6103,31,1,6103
5,67,0,101033013,270666,0
5,69,1,0,213101023,1
5,70,0,101023122,510076,0
5,71,34,225,5,34
5,72,33,5,0,33
5,75,310102231,2,9,310102231
5,76,229089,194257,7,229089
5,78,31,1,1,31
5,88,47986,26,22,47986
5,123,3,1,0,3
5,124,23,0,130022301,23
6,66,9,1,5,9
6,67,4,200213101,33020,4
6,68,213101033,12,310,213101033
6,69,1,1,0,1
6,70,2,200213101,23123,2
6,71,102638,6,2,102638
6,72,5,20,4,5
6,73,39,4,7,39
6,74,6,3,1,6
6,75,120021310,1023000,304774,120021310
6,77,5258,29,4,5258
6,78,37,1,1,37
6,79,7,3311302,30222120,7
6,85,1,0,311302222,1
6,88,49527,54606,26,49527
6,92,3,3,33113022,3
