x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
0,4,0,331102100,20301
0,5,321331100,230,418
0,6,23479,36037,15
0,15,0,213130111,22
0,35,1,0,321312101
0,38,1,200321312,33013
0,41,0,213022333,13
0,42,9418,46,1
0,105,3211031,13331,76316
0,106,0,32110310,3331
0,108,120032110,3103313,29723
0,115,9674,8,1
1,4,3,0,321331200
1,5,1,200321331,200220
1,38,1,1,0
1,82,243214,219344,5
2,41,2,0,3213031
2,106,1,0,110311033
2,110,4,1,1
2,115,2,5,6
2,116,11,1,1
2,125,120032110,2020313,80309
3,22,13003230,33628,32744
3,62,66076,14,5
3,110,7,1,1
4,7,321313201,300,447
4,92,5,2,1
4,93,17,2,2
4,94,1,1,0
4,96,1,0,3211031
4,121,2,2,1
4,123,1,0,110211201
4,124,0,32110203,3322
5,12,14,6,2
5,26,103041,165603,16
5,57,29564,12250,24
5,67,3,2,0
6,27,13,2,0
6,66,3213001,23122,34684
6,69,123120,213229,220439
6,73,76093,60269,5
6,93,188413,184930,17
6,95,982,581,28
7,5,6,2,0
7,6,155022,181184,14
7,58,9,1,1
7,65,0,213001302,1
7,87,120032110,3131032,95536
8,5,22398,16938,34
8,9,8,2,5
8,105,49907,5,1
9,32,131213121,2,0
10,19,1,200321313,201312
10,20,0,313201301,32049
10,63,6,4,2
10,87,0,32110313,1033
11,64,1,12003213,203002
11,79,19138,5,2
11,80,10,1,1
12,80,1,10,6
13,19,1,0,321313201
13,34,120032131,2133002,27832
13,119,6,2,120032110
14,41,12,1,1
14,42,16,1,1
14,116,3,3,0
14,122,2202103,103943,104251
15,27,100,1,1
15,86,1,0,110313110
16,66,4,1,0
16,122,6,3,2
16,123,3,2,0
17,0,4,2,120032133
17,4,0,32133220,302
17,11,131320333,0,5
17,16,13,11,1
17,33,1,0,131221003
17,34,0,32131220,220
17,83,1,1,120032110
17,108,75254,4,9
17,116,5,1,1
17,122,7,1,1
18,16,1324,12,1
18,22,3,1,0
18,59,347,392,50
18,69,1,0,3213002
18,110,58,5,3
18,127,0,211022021,21
19,10,1,0,131321023
19,11,120032131,3203331,256630
19,22,9,1,1
19,80,3131113,292433,318585
20,109,64065,8896,8
21,11,0,32131321,213
22,90,0,103130332,66403
22,92,321103130,133,614
23,29,96,21,10
23,49,2,1,0
23,60,20244,19,1
23,81,1,1,0
24,31,4,1,120032131
24,79,3211031,31121,71754
25,3,1,0,133220032
25,8,1,1,0
25,125,163498,6,5
26,7,8,20,1
26,9,1,1,120032131
26,29,417141,15,1
26,78,3,3,0
26,80,1,1,120032111
26,104,6,1,1
26,120,1,1,0
26,121,1,1,120032110
26,122,1,1,0
26,123,1,200321103,210010
27,107,1988,83827,5
27,123,2,0,321103211
27,124,321103133,320,47
27,125,172225,598992,6
28,19,1,12003213,20121313
28,21,0,213201200,21
28,22,3213201,10011,48828
28,28,2,200321313,322211
28,29,0,313302222,216597
28,126,3,1,1
28,127,2,2,0
29,41,13,3,1
29,70,43,14,6
29,95,321110320,13,498
29,125,0,103202223,246161
30,0,2,2,0
30,4,2,0,3220102
30,20,1,0,3213202
30,95,0,110320030,48635
30,126,276142,4,1
30,127,22,17,3
31,42,24,2,2
31,98,20672,29,1
31,126,405,13,4
32,24,2,4,2
32,43,217105,13,1
32,49,5,2,0
32,51,1,0,3213132
33,25,2,1,0
34,122,8,2,1
35,19,1,1,0
35,121,32,1,1
36,18,12,2,2
36,27,1,0,321313322
36,43,418,710,14
37,6,1,12003213,21002201
37,19,102613,11,2
37,43,321313212,302,170
37,94,1,200321110,320031
39,19,650,357,11
39,94,1,0,321110320
40,12,0,213210021,33
40,19,321320330,230,100
40,20,47962,62929,17
40,22,11,1,1
40,33,321313233,110,638
41,0,10387,7,1
41,13,3213210,2132,56002
41,19,0,320330231,179044
41,24,3811,19,2
41,47,71871,101217,14
42,17,2,2,0
42,18,8,0,132100211
42,19,9,0,8
42,20,12,1,1
42,21,1,0,321320331
42,22,1,200321320,330301
42,23,2,1,4
42,28,26,1,1
42,42,0,313212303,71510
42,71,68995,27669,14
42,72,9351,30,4
42,101,177838,210908,6
42,102,789,753,26
43,118,85,10,1
43,122,27,2,2
44,6,1,0,3213210
44,17,12,6,5
44,18,2,1,120032132
44,19,35535,30838,14
44,20,3829,35,1
44,21,1,1,0
44,88,1,0,111032120
45,17,7868,31,2
45,18,93,17,5
45,19,120032132,1002100,229635
45,22,4,1,1
45,42,8,200321313,212321
45,117,80284,8,7
