x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,average
0,54,6,10,2,6
0,55,5,6,3,5
0,57,0,312120313,122035,0
0,58,213312120,312,133,213312120
0,59,1,12002133,12113211,1
0,61,12112200,94464,78199,12112200
0,65,120021331,2012103,28247,120021331
0,66,331201210,1,4,331201210
0,67,7,3,6,7
0,71,3,12002133,11333221,3
0,73,11333033,46039,26002,11333033
0,74,34799,53386,19,34799
0,75,47675,54233,19,47675
0,76,4554,253,2,4554
0,95,21,2,1,21
0,96,3,3,120021320,3
0,97,64640,28297,29,64640
0,98,3025,8,1,3025
0,99,0,132011233,0,0
0,100,1123033,40466,40334,1123033
0,101,4,1,0,4
0,102,2,0,320112121,2
0,104,549,683,7,549
0,105,1,12002132,102321,1
0,106,2132001,2312,11048,2132001
0,107,1,0,213133331,1
0,108,0,133331010,107680,0
0,110,45589,94175,6,45589
0,123,60,8,1,60
0,125,0,21313213,213,0
1,0,0,321002233,150679,0
1,23,3,6,2,3
1,33,213313032,333,748,213313032
1,35,8,4,4,8
1,36,2,2,0,2
1,37,7,0,2133130,7
1,126,2,0,313213023,2
2,3,217132,221047,6,217132
2,16,0,313120301,243893,0
2,17,213313120,300,7,213313120
2,19,6,1,1,6
2,24,27,2,1,27
2,33,1,200213313,33013,1
2,34,159717,10,7,159717
2,39,14,1,1,14
2,40,4,6,3,4
2,46,492,253,6,492
2,55,7,9,5,7
2,56,11,6,6,11
2,58,6,200213312,120321,6
2,77,2,4,1,2
2,84,2132031,31232,26634,2132031
2,86,76129,93288,8,76129
2,87,1,12002132,3103233,1
2,91,3,1,0,3
2,94,1,0,320233101,1
2,95,17413,1605,26,17413
2,96,73,21,1,73
2,97,120021320,1303213,114016,120021320
2,101,84271,8,1,84271
2,102,6,5,2,6
2,103,4,200213200,120031,4
2,104,213200120,22,894,213200120
2,105,12,2,2,12
2,106,1,0,2132001,1
2,107,5,1,1,5
2,108,1,1,0,1
2,112,7,200213132,213113,7
2,113,0,132213102,169873,0
2,114,213132213,101,12,213132213
2,123,39804,21,3,39804
3,0,6,200213321,2300,6
3,4,811,851,7,811
3,21,10,33,6,10
3,33,1,0,213313033,1
3,41,12,7,0,12
3,43,213313031,212,495,213313031
3,55,49710,50049,5,49710
3,56,8241,8,1,8241
3,58,1,0,213312120,1
3,70,5,4,2,5
3,72,1,0,2133113,1
3,84,0,132031321,12,0
3,90,2132031,3032,74387,2132031
3,91,16,8,1,16
3,92,1,1,120021320,1
3,96,48585,9,1,48585
3,97,0,21320130,3302,0
3,98,320130321,2,4,320130321
3,99,3,12002132,1132223,3
