x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,average
0,11,123232313,3,59,123232313
0,24,8,0,311231111,8
0,25,311231111,30022,28980,311231111
0,42,14,47,3,14
1,0,0,232323131,30,0
1,29,123111121,102,852,123111121
1,90,311231010,12003,53394,311231010
2,88,14,50,16,14
3,12,1,0,123112012,1
3,44,37085,34953,38,37085
4,8,9,4,0,9
4,9,11,8,0,11
4,10,7,331123232,313011,7
4,12,2,2,0,2
4,16,1,331123111,322212,1
4,17,0,111322203,13865,0
4,18,123111322,202,159,123111322
4,23,490,69,2,490
4,66,2210203,19610,11613,2210203
4,88,21,122,31,21
4,89,0,231010120,12,0
5,2,123232313,320,89,123232313
5,7,0,5,4,0
5,8,1556,31,71,1556
5,9,13,6,5,13
5,10,35,0,123232313,35
5,51,6,5,0,6
5,67,311231022,10210,28907,311231022
5,88,31978,22,175,31978
5,89,37,3311231,1012013,37
6,7,15393,19836,30,15393
6,51,62,5,3,62
6,87,44478,43233,21,44478
6,88,917,309,49,917
8,7,323231310,0,1,323231310
9,72,48109,16,3,48109
9,75,176,39,0,176
9,91,30,0,311231010,30
10,71,28850,27782,27,28850
11,53,4,9,3,4
11,88,123101012,330,120,123101012
12,88,7,3,5,7
12,89,342,146,0,342
13,14,2,1,6,2
14,58,22,33,7,22
14,59,88,21,0,88
14,60,0,112310221,2000,0
14,63,310221131,1,6,310221131
14,71,52,14,0,52
14,72,8,0,311231022,8
14,73,9,3311231,2210221,9
14,89,16,339,167,16
15,12,33112311,2022012,6315,33112311
15,60,13,0,310221200,13
15,63,33112310,2211313,97455,33112310
15,71,28,12,2,28
15,74,310101312,3,1,310101312
16,59,11,32,2,11
16,60,36,17,33112310,36
16,70,42933,24,190,42933
16,71,20,29,13,20
16,88,37,151,46,37
16,89,16,279,84,16
17,14,3270,1001,60,3270
17,14,311202200,3,6,311202200
18,19,31,39,6,31
18,59,39093,17,51,39093
18,70,355,899,25,355
18,88,1826,37,10,1826
18,89,49610,46088,17,49610
18,90,41749,20,320,41749
19,1,0,232313321,22369,0
19,70,7835,471,64,7835
19,90,282,744,18,282
20,22,4,2,2,4
20,37,3,0,6,3
20,38,37,34,5,37
20,42,4,0,123111121,4
20,43,1,331123102,212113,1
20,82,4,3,2,4
20,89,123101012,100,821,123101012
21,38,6354,40,34,6354
21,41,6,6,4,6
21,42,295,27,0,295
21,43,25,0,123102212,25
21,48,0,102212112,16466,0
21,75,33112310,1013130,13531,33112310
22,37,95660,96218,6,95660
23,32,85,61,25,85
23,33,1,1,33112311,1
23,34,1,0,311112220,1
23,35,33112311,1121333,23584,33112311
23,41,311112131,1,7,311112131
23,63,0,231022120,30,0
23,64,2212022,41931,48322,2212022
23,65,35819,32675,25,35819
23,66,9,0,4,9
23,67,13,6,3,13
23,89,185,61,0,185
24,33,25,8,0,25
24,35,0,112311112,2110,0
24,59,1,3311231,2212031,1
24,64,311231022,12023,23819,311231022
24,66,79378,91142,4,79378
24,67,2627,12,2,2627
24,89,6,5,4,6
24,90,29,0,123101012,29
25,20,655,34,5,655
25,71,123102210,321,930,123102210
25,90,6,1,1,6
25,92,8,331123101,12102,8
25,93,0,101012101,43327,0
26,55,123102212,111,518,123102212
26,69,5,8,3,5
26,71,0,102210322,36979,0
26,86,60405,65942,11,60405
26,89,7,1,2,7
26,90,7815,35,108,7815
27,12,1,0,311202202,1
28,14,1,33,33112311,1
28,14,34,84,34,34
28,70,1,1,0,1
28,71,4,331123102,210323,4
28,89,310101212,3,8,310101212
28,90,27117,19145,35,27117
29,13,12022033,25985,17475,12022033
29,14,134,36,0,134
29,14,48,28,90,48
29,61,3,0,311231022,3
29,71,6,0,123102210,6
29,89,33112310,1012130,36625,33112310
30,14,23588,22,138,23588
30,14,23884,19112,40,23884
30,46,3765,8,35,3765
30,47,90,6,0,90
30,47,4,1,1,4
30,80,0,112310101,3200,0
32,16,0,112311202,2013,0
32,47,8,7,4,8
33,17,8,331123320,113113,8
33,55,4,2,0,4
33,59,1233022,5463,442,1233022
33,76,33112310,1021100,30488,33112310
33,82,123101020,202,868,123101020
34,14,6,8,7,6
34,16,29,0,123320113,29
34,27,24,8,0,24
34,28,7,0,123320111,7
34,47,2,3311233,3112332,2
34,59,311233021,113,16982,311233021
34,82,0,101020210,16318,0
34,83,917,43,2,917
35,9,4,9,3,4
35,19,57296,11,2,57296
35,47,8,0,311233031,8
35,47,35,9,3,35
35,58,4,0,311233021,4
35,59,0,233021010,0,0
35,83,91328,93621,6,91328
36,3,4,0,332132132,4
36,84,30,216,3,30
36,85,311231010,13222,42700,311231010
36,88,1013221,23103,17608,1013221
36,89,53,27,33112310,53
37,38,1,3311233,20110330,1
37,47,1,1,0,1
37,58,23,7,0,23
37,59,3,3311233,2101001,3
38,2,50,11,0,50
38,6,6,5,4,6
38,18,206,29,0,206
38,39,20110311,31132,37708,20110311
38,58,54,36,6,54
38,82,7,5,2,7
38,83,1,1,0,1
38,84,1,331123101,20220,1
39,1,53,6,1,53
39,2,9,1,1,9
39,3,30,12,33112332,30
39,4,32116,78139,10,32116
39,10,16,17,15,16
39,29,6,1,9,6
39,31,0,320111320,17177,0
39,38,2,0,311233201,2
39,57,29,2,2,29
39,58,38,3,2,38
39,82,8608,8,15,8608
39,83,9,4,7,9
39,84,1,0,123101020,1
39,86,1,0,311231010,1
39,87,0,231010132,23,0
40,29,10,2,2,10
40,39,0,233201103,22,0
40,40,311233201,10312,83240,311233201
40,50,3112323,53386,48198,3112323
40,52,77996,84222,9,77996
40,56,42467,24,38,42467
40,57,60,30,32,60
40,58,759,67,6,759
40,85,43,25,3,43
40,86,2,2,0,2
41,8,9827,8,1,9827
41,86,67,77,11,67
41,88,5,3311231,1013230,5
41,89,296,46,0,296
42,31,1,331123320,111321,1
42,50,311233031,12330,13611,311233031
43,22,44653,49573,19,44653
43,34,7226,29,9,7226
43,35,722,731,19,722
43,49,30,2,2,30
43,73,4,0,330123223,4
43,74,40049,16,11,40049
43,77,1,1,0,1
43,89,49,195,46,49
44,47,9050,47,6,9050
44,68,2,1,0,2
44,73,3,2,33112330,3
44,74,50814,50356,10,50814
44,75,47,4,1,47
44,77,6,7,2,6
44,78,8,5,33112310,8
45,67,51,2,1,51
45,79,12,0,310102110,12
45,81,310102103,3,5,310102103
46,5,0,112332132,1321,0
46,6,33112332,1321313,62169,33112332
47,45,123303232,310,762,123303232
47,47,582,783,37,582
47,65,705,382,30,705
47,66,49041,10,3,49041
47,67,37,96,8,37
47,80,0,112310102,1101,0
48,0,21323002,59999,67073,21323002
48,11,332132131,2,0,332132131
48,12,3,9,6,3
48,23,448,421,37,448
48,31,1,0,7,1
48,39,177,5,3,177
48,42,2,1,0,2
48,43,1,331123303,333120,1
48,45,0,303233302,14208,0
48,64,2984,7306,33,2984
48,66,1385,300,50,1385
