x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
13,96,13337,1855,73,1,1
18,32,4662,89,77,1,1
19,127,17219,2543,40,1,1
20,127,35258,2868,53,1,1
21,125,108423,73225,94,11,5
21,126,72957.66666666667,63050,497,18,10
21,127,17009,533,58,1,1
26,115,27077.5,6760,133,20,3
26,125,35608,20379,58,4,3
27,115,20907,4364,48,1,1
27,116,86545,564,51,1,1
27,124,82226,27861,106,21,5
28,124,40313.5,5427,90,2,2
29,98,45451,1984,46,1,1
29,121,15608,2604,49,1,1
29,122,36285.5,34579,59,131,4
30,120,28183.833333333332,57308,179,48,11
30,121,69613,37581,142,41,12
30,122,74347.57142857143,89900,249,89,20
31,119,17559,15488,55,11,8
31,120,18720.8,42416,219,54,11
31,121,40220.42857142857,50115,313,35,14
32,118,17677.5,4481,94,3,3
32,119,15075,31469,180,25,6
32,120,25407.428571428572,48042,386,29,15
32,121,12852.6,24509,208,22,5
32,122,36782,10343,23,15,2
33,114,16777,11486,21,2,2
33,117,71481,9630,169,8,5
33,118,28020,53,27,1,1
33,119,75241.5,22598,93,2,2
33,120,42190,15729,79,12,7
33,123,29882,10878,21,2,1
33,124,8056,437,34,1,1
34,116,196,146,143,1,1
34,117,41118.5,38514,59,2,2
34,118,26054.5,62808,178,48,10
34,119,7868,12968,104,2,2
35,111,11264,2277,19,1,1
35,112,33838,36152,20,73,3
35,114,33619.75,52502,150,21,7
35,115,43033.857142857145,144414,269,20,14
35,116,38945.875,114195,462,18,12
35,117,36825.125,46018,297,54,21
35,118,26637.285714285714,73414,279,83,19
35,119,72880.57142857143,74169,269,88,28
35,120,35539,39164,46,84,4
36,113,102481.5,4021,99,4,2
36,114,40480.5,43895,38,58,3
36,115,82151,40830,251,32,16
36,116,73260,107280,246,30,15
36,117,75054.54545454546,236753,632,83,38
36,118,72081.4,121618,320,36,11
36,119,52311.28571428572,261640,313,61,15
36,120,143503,5988,42,8,2
36,123,48137,54323,60,6,3
37,112,110076,4615,43,1,1
37,113,125196.5,7626,86,3,3
37,114,142625.85714285713,137073,360,18,11
37,115,296112.8,205295,226,173,12
37,116,237379.125,338186,420,50,15
37,117,128686.75,613504,473,325,91
37,118,157586,337768,825,89,34
37,119,164673,90109,233,49,9
38,114,8684,2311,26,3,1
38,115,19617,3864,25,1,1
38,116,172715.5,219848,293,96,19
38,117,145736.22222222222,247731,575,49,25
38,118,137513.77777777778,535139,307,454,124
38,119,165498,326241,187,47,14
38,120,126137,287885,75,3,3
39,116,93364,162570,238,46,16
39,117,37877.666666666664,67842,118,22,5
39,118,110361.85714285714,245069,323,79,19
39,119,148937,104753,114,18,3
39,120,14219,6441,58,2,1
39,121,381081,70816,32,1,1
39,127,5753,39449,113,1,1
40,98,21685,4260,42,2,1
40,114,24470,5236,24,1,1
40,115,27777,13269,56,1,1
40,116,30686.6,97069,202,25,12
40,117,144352.22222222222,298318,543,92,13
40,118,77825.25,99169,223,7,5
40,119,408599,58552,32,1,1
40,121,51236,62450,58,1,1
41,114,25910,21417,61,4,3
41,115,23362.5,33935,173,26,4
41,116,20001.5,29933,372,31,8
41,117,136607.5,19001,205,4,4
41,118,64481.5,103140,224,27,6
42,115,80503.25,76391,187,15,6
42,116,19253.75,37731,229,20,6
42,117,5896,2698,60,1,1
42,118,39972.2,15984,256,71,10
42,119,47869,5704,47,1,1
43,117,99421.66666666667,91975,118,18,4
43,118,79652,64245,39,22,2
43,119,13260,8266,23,1,1
44,94,11212,22427,144,3,2
44,99,10322,649,71,1,1
44,100,64397.5,6302,98,2,2
48,93,41644,1051,65,1,1
48,117,1536,21967,60,1,1
50,92,49974,2728,51,2,1
52,109,7793,9554,136,14,6
54,79,52586,2377,37,1,1
58,98,62459,23483,81,2,2
59,79,79435,15015,51,3,1
59,87,6177,10332,110,9,1
59,99,34264,16122,48,5,3
60,39,18626,6424,51,1,1
60,80,58570,66646,184,14,6
62,79,34045,1764,49,1,1
62,101,18326,7,44,1,1
62,104,589,359,52,1,1
63,89,67694,13446,74,2,1
66,115,18613,7008,263,29,5
66,116,10701.5,7520,160,7,4
67,115,120784,7454,199,10,2
67,116,95625,23915,118,2,2
67,117,85703,13289,62,13,1
68,115,40569.5,7738,117,2,2
69,115,33588.333333333336,7233,218,57,6
74,115,21820,17930,31,1,1
76,114,7112,9378,36,1,1
84,85,26913,13699,73,1,1
87,90,50471.333333333336,36012,168,32,3
87,91,77042.85714285714,45578,377,57,16
87,92,45082.5,9042,116,4,4
87,94,1803,133,63,1,1
88,91,2641,8388,70,1,1
88,92,32868,13039,227,61,8
90,110,9985,5494,118,2,1
94,98,8405,14196,46,1,1
105,103,138069,40005,60,9,2
106,103,143944,32746,48,7,2
115,26,11997,4591,71,1,1
116,27,24659,3271,43,1,1
120,0,10086,8583,70,2,1
120,105,42048,23729,144,3,3
120,106,7856,1877,243,2,2
121,105,30831,30680,170,54,15
121,106,65963.5,40392,122,5,4
122,105,74559,54050,102,1,1
122,106,27267.5,16975,124,2,2
126,106,28363,39469,183,4,2
127,106,15792,19472,85,53,1
127,107,8622,10218,90,2,1
