x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
0,10,113753,107905,26,4,2
0,12,175761,178855,10,3,2
1,13,72757,88883,4,2,1
1,14,26771,45558,12,4,3
2,12,58199,47137,7,1,1
2,13,32162,56330,28,5,4
2,15,89782,79948,5,1,1
3,14,42754,34016,6,1,1
9,67,49170,49883,40,8,1
16,17,30694,8292,55,1,1
36,123,240899,270216,8,1,1
36,124,9463,388,83,1,1
38,126,8777,870,176,2,1
39,124,188089,172041,13,1,1
40,125,7965,2195,12,1,1
41,126,167690,150091,11,3,1
42,126,59947,198016,24,1,1
57,70,5922,1231,46,16,2
64,83,13150,818,37,1,1
66,84,9826,762,55,3,2
67,82,13381,1632,56,1,1
67,83,9004,717,86,8,1
67,84,765,92,90,1,1
75,66,81720,97281,14,12,5
75,68,145469,155582,18,12,5
76,65,62351,66696,15,2,2
76,66,28130,31100,27,5,3
76,69,48717,50512,20,3,3
77,66,42168,41431,16,3,2
77,68,18291,12991,6,1,1
78,65,221630,174846,18,26,4
78,67,119752,152245,29,3,2
79,65,22765,62829,18,1,1
79,66,158221,139761,25,5,2
79,67,52935,48962,6,1,1
80,28,471907,337184,11,1,1
80,65,29311,23856,14,4,2
80,66,94323,90443,7,1,1
81,5,49828,49401,23,1,1
81,29,123115,200157,26,2,1
81,63,52402,73938,26,1,1
81,66,11954,17075,36,2,2
81,67,65252,37375,38,7,4
82,29,82561,94769,7,1,1
82,30,328827,185809,20,3,1
82,34,258928,297398,23,1,1
82,35,509093,414458,8,1,1
82,69,116106,127743,6,9,2
82,70,305067,300287,8,1,1
82,71,20058,15172,13,3,2
83,2,226328,172926,12,5,1
83,32,334373,481876,7,1,1
83,36,561707,322881,11,1,1
83,68,53434,53191,15,4,4
83,69,71563,74640,15,12,8
83,70,21688,32599,17,1,1
84,35,387793,313283,10,2,2
84,37,321549,344299,33,1,1
84,41,141964,292187,8,5,1
84,67,33023,41550,15,9,5
84,68,35834,40885,8,21,12
84,70,21065,31842,15,18,6
84,71,41715,35896,18,4,2
85,35,307274,300272,17,2,1
85,37,224169,118201,31,14,3
85,65,20481,16067,21,2,2
85,66,42511,52957,14,14,4
85,68,35333,40902,10,15,7
85,70,3718,3300,30,1,1
86,36,93927,93907,40,1,1
86,40,175358,94169,19,4,1
86,62,157452,195182,8,2,2
86,63,27351,40335,6,1,1
86,65,10111,5397,52,1,1
86,68,78946,93565,5,20,2
86,69,10111,10428,5,6,4
87,58,61152,77369,23,11,2
87,61,505227,442380,9,1,1
87,62,12731,5212,57,2,2
87,64,45293,22881,6,1,1
87,68,11867,15861,5,1,1
89,68,27721,21837,7,2,2
90,67,22404,10582,25,1,1
90,68,7803,6293,6,2,2
91,66,191526,211873,10,1,1
93,74,69278,72447,29,31,1
93,75,557653,466677,29,1,1
93,76,6404,45442,26,2,2
93,98,448903,339104,10,1,1
94,74,126324,157600,6,1,1
95,76,140490,169188,108,2,2
96,75,42492,44470,96,1,1
96,76,560402,248767,27,1,1
96,103,21172,42754,30,1,1
97,1,43342,49311,9,1,1
97,59,16204,23771,8,1,1
97,75,42571,56360,6,8,3
98,96,482990,380348,8,1,1
98,98,306477,291256,8,1,1
99,81,86783,140454,10,25,4
100,99,222704,214368,69,4,3
100,103,28120,29586,10,1,1
100,116,382756,494687,9,1,1
101,3,120211,130032,27,18,1
102,118,485494,394966,11,1,1
103,116,237247,294437,8,1,1
114,47,11713,1950,51,1,1
127,79,544530,338816,11,1,1
