x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
0,4,9956,5456,273,8,2
0,11,11768,5250,56,6,3
1,0,28056,10935,21,90,4
1,12,35975,5918,29,12,4
1,13,29054,8563,28,2,2
2,0,9219,8635,57,1,1
2,2,11133,3514,53,4,1
2,12,102880,18021,17,8,6
2,14,20796,5996,25,17,9
2,15,16139,9066,13,2,2
2,28,9006,8713,54,10,1
3,11,15179,5153,35,2,2
3,14,27573,10747,31,39,11
3,15,36500,17761,36,8,5
3,31,1189,1178,19,1,1
3,46,4813,1680,57,1,1
4,11,68020,18674,17,15,5
4,13,16567,7597,28,75,16
4,16,41846,9118,26,16,7
5,12,22728,5672,23,1,1
5,13,24947,9005,54,15,7
5,14,38986,9078,24,39,7
5,17,40797,18560,4,2,1
5,23,9874,3415,18,1,1
6,15,13018,8551,54,2,2
6,16,12682,6161,18,11,4
6,19,20177,6437,8,1,1
6,30,19725,12295,7,1,1
6,90,478,27735,132,2,1
7,5,14584,18501,51,20,1
7,9,92972,14308,11,1,1
7,11,27938,14016,6,1,1
7,15,13187,2765,38,5,2
7,17,14608,3702,34,3,1
7,18,4773,3842,64,1,1
8,7,29296,7348,45,13,3
8,8,13316,9753,39,35,5
8,11,12467,17837,61,1,1
8,18,10790,4855,42,2,1
9,8,14031,10906,32,12,4
9,10,20147,6635,30,30,12
9,13,9252,3460,46,1,1
9,30,32765,31241,10,2,1
9,47,6982,4817,57,1,1
10,10,15055,722,12,1,1
10,12,11317,6448,35,20,7
10,15,11817,4019,34,6,6
11,13,14667,6209,30,7,5
11,16,17447,3425,25,4,4
12,14,13973,6199,43,2,2
12,15,22198,9552,22,81,14
13,16,25726,7999,23,6,3
13,17,14645,11851,9,2,2
15,20,12663,6139,72,1,1
15,25,6437,8182,48,3,1
18,74,17193,4820,667,1,1
24,35,8052,13621,49,1,1
26,39,13176,839,14,1,1
28,30,4452,4777,21,1,1
28,42,8600,3668,26,3,1
30,31,17956,40070,46,2,2
31,40,10373,3661,49,1,1
32,32,39000,11280,14,10,4
32,38,797,1629,77,3,2
34,32,20645,8188,20,19,6
34,37,16643,3782,10,1,1
35,31,27051,5381,15,33,1
35,33,30226,5400,30,12,8
36,33,29361,15960,41,10,3
37,35,4736,3658,68,3,1
39,34,6326,9469,52,2,1
39,35,11550,5066,56,32,4
41,36,9153,7324,35,1,1
41,39,14670,9773,51,3,2
42,33,47562,9281,64,6,4
42,38,4562,1195,79,16,1
45,33,5497,188,258,1,1
45,34,22575,5666,12,1,1
46,35,9057,453,21,6,1
47,33,8080,389,32,3,2
49,34,3915,2457,65,4,2
52,35,15276,17117,47,39,2
52,36,3348,5150,135,1,1
55,36,14821,2995,36,2,1
56,67,6252,3461,12,2,1
66,48,16085,3087,26,4,1
67,49,16183,890,13,2,1
68,99,5829,1004,80,1,1
69,48,14054,2731,55,5,1
70,51,14601,909,12,2,2
70,57,12219,2773,35,7,2
71,57,13289,2648,10,1,1
73,56,10859,2338,32,2,2
75,57,10428,734,81,1,1
78,58,4709,4627,11,6,2
79,58,10451,3838,42,4,1
79,60,10714,2891,48,8,1
83,61,5419,1538,246,2,1
84,58,40537,4338,30,2,2
85,59,42508,7560,14,1,1
89,76,10428,4258,32,1,1
90,69,10855,3787,35,2,1
93,70,1435,357,39,1,1
96,105,36910,26629,66,1,1
104,92,6961,4118,54,7,1
104,94,4453,2975,61,1,1
110,66,9481,6179,38,1,1
111,67,7057,3930,34,3,1
116,71,12079,5674,28,1,1
118,72,25724,8649,16,6,1
119,74,3596,1938,20,1,1
120,76,16254,835,22,1,1
121,74,38956,20043,48,47,2
121,77,19532,4184,44,3,1
122,76,13024,7265,44,25,3
122,79,599,2781,201,2,2
122,80,4023,2077,39,1,1
123,76,7022,5900,45,3,1
124,77,6385,3963,37,2,1
124,78,9750,3999,40,1,1
126,77,26838,5613,38,24,4
126,83,9028,3972,38,1,1
127,114,13703,5011,681,1,1
