x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
0,23,6,6,2
1,40,120032232,1330002,268665
1,41,232132223,0,3
1,58,2,0,322321312
2,106,1,200321333,203231
2,107,0,333203213,20161
3,74,1,1,120032201
3,92,0,10100133,261091
3,111,8281,5094,77
3,114,447,871,19
3,115,12,1,1
3,117,9,1,1
4,92,1,200322010,100300
4,116,12,1,1
4,126,2,1,0
5,8,0,322033103,113319
5,34,0,32232133,30
5,73,11,6,0
5,116,1532,47,1
5,117,3786,48,1
5,125,0,0,1
6,76,201010211,1,1
7,58,2,1,1
7,77,79,7,6
7,87,10,4,2
7,102,7,7,2
7,116,11,1,0
7,117,55091,67130,13
7,119,240675,15,1
7,126,133202301,3,8
9,22,70367,4,8
9,58,5,4,2
9,116,3,2,2
9,125,2,1,0
10,125,16,1,1
11,51,173,34,2
11,66,3,1,0
11,123,80,35,2
12,97,4,1,1
12,100,1,1,0
12,113,13,1,1
12,126,120032133,2133222,30062
14,14,2,0,322322033
15,18,269,311,4
15,33,7,10,4
15,52,6,8,3
15,74,10123330,103304,9672
15,83,15,18,5
16,112,1953,13,1
17,73,3220101,23331,2450
17,83,21558,640,1
19,11,3,1,1
19,12,5,2,0
20,40,22010033,155126,127731
20,80,37394,7607,59
21,10,9564,15911,32
21,11,4557,4,3
21,12,8,1,1
21,107,123572,136397,17
21,117,1,12003213,33011110
21,120,0,213323310,12
22,11,7,5,3
22,47,1,0,232133023
24,45,125907,25,10
24,89,1,8,4
24,91,8014,6,1
25,44,2904,694,68
25,46,19,2,1
25,47,4,2,120032232
25,54,52335,38125,6
25,71,0,220102111,1
26,69,1,12003220,10211110
26,121,1,0,3213330
26,123,3213323,20122,26856
26,124,32313203,43236,66600
27,46,46,24,4
27,47,4,1,0
27,103,13,5,17
27,123,232,380,8
28,69,102746,3,9
29,25,169651,96911,13
29,102,9163,4466,3
29,110,120032201,303220,83648
29,121,322010300,330,134
30,19,0,322133203,194032
30,61,0,32232203,3330
30,76,88,3,6
30,101,10312330,112990,144348
30,103,7828,6,12
30,115,70269,74364,4
30,116,6,2,6
30,123,101192,10371,8
31,90,126292,57483,3
31,110,0,32201030,3233
31,113,201030321,3,5
32,69,72609,99692,5
32,111,1,0,201030330
33,13,5,8,4
33,67,1,12003220,11333030
33,68,0,220113200,2
33,69,3220113,11330,1008
33,83,2,2,0
34,70,11311221,11317,2324
34,82,10,6,1
34,111,2,1,120032201
34,126,6,3,2
36,44,14,9,6
36,110,1,1,0
36,127,6,25,3
37,57,43,10,120032232
38,28,322322132,311,989
39,61,3,0,232203333
39,92,12,3,1
39,99,4,7,2
39,109,3,1,1
41,15,2388,685,28
41,24,1,200322322,133302
41,43,17545,13,1
42,37,3223221,1012,2455
42,48,56,22,2
43,41,22101011,84770,84283
43,43,40063,13188,6
43,92,9,9,4
44,36,0,223221010,13
45,12,120032232,2211121,15958
45,14,232221111,3,9
46,11,0,32232221,1130
46,87,201122301,2,1
47,96,445,3,1
48,10,27,7,120032232
48,11,9,0,232221113
48,106,1,12003220,10321313
49,10,331,46,1
49,11,76,9,1
50,35,251613,6,1
50,114,3220103,13211,65260
51,48,2,12003223,22101101
51,86,0,32201123,1101
52,64,2,1,0
54,48,1,0,3223221
54,112,0,220103213,11
55,86,5,0,201123222
56,91,120032201,1223333,101691
57,11,63194,4033,7
58,49,2,2,0
58,105,1,1,0
58,106,2,0,3220103
59,25,2,2,2
60,32,1,0,322322133
60,40,17,591,5
60,44,5,4,1
60,104,12,2,1
60,105,10,4,2
62,32,1,1,0
62,87,2,1,120032201
62,125,34,1,1
66,20,24,2,1
67,19,8368,6,3
67,40,242052,285988,3
67,47,6,2,1
67,125,2352,59,3
69,43,3,0,232212221
69,103,35,1,1
69,104,1,0,3220110
69,105,0,220110202,11
70,104,1,1,0
70,105,1,12003220,11020231
70,106,3220110,20132,92203
70,123,555,511,3
71,16,0,322301022,39939
71,17,5,4,0
71,103,206152,3,9
71,104,3,1,1
72,17,8,4,3
73,15,1,200322322,301200
73,51,1,0,322322122
74,45,1,1,120032232
74,58,1,200322322,122030
74,73,104440,10084,4
77,48,120032232,2122211,248948
77,121,91133,23910,23
78,48,0,32232212,2212
78,49,232212221,0,4
78,51,3,3,0
79,49,20,9,0
79,51,4,12,2
79,127,103997,4,6
80,8,6,2,0
80,46,22122232,115231,94767
80,47,68544,93544,7
80,48,3,2,1
81,10,2,0,322322301
81,32,2,0,3223223
81,48,89,11,27
81,117,2,200322010,332011
81,119,0,10331310,113966
81,120,322010331,212,407
82,48,68835,13,11
82,54,2,4,3
83,61,322322121,300,112
83,69,322012110,221,812
84,37,3223221,22322,5348
84,117,1,0,322010332
85,62,0,322122023,90278
86,116,11020123,143250,98708
88,81,739,744,5
89,126,8,3,2
90,40,4,1,1
92,117,201033223,0,9
93,84,5,1,1
94,25,11,7,3
94,122,106497,14113,98
95,35,90440,4,3
95,45,0,223221223,23
95,76,1,200322012,110311
95,77,0,12110222,59518
96,91,1,1,0
96,99,1,0,3220120
98,109,82534,79969,5
98,110,172,624,12
98,125,9,5,4
99,43,1,12003223,22123223
99,119,1,1,0
100,28,84680,4,2
100,44,3,2,0
100,80,1,0,322012110
101,43,23,15,2
101,117,3,7,2
101,121,0,32201033,3321
101,123,120032201,333211,102778
102,28,568,685,5
102,111,322011022,331,713
102,119,31,82,1
102,120,2,2,120032201
103,119,102202,6,2
103,121,1,0,201033332
104,26,31946,78268,3
104,63,5,5,6
104,64,5301,13,5
104,80,1,1,0
104,91,4,2,1
104,117,27082,52053,35
105,47,1,0,3223221
105,63,155831,167642,5
105,106,1,200322011,100200
106,20,322322300,213,516
106,74,3,3,3
106,105,3,1,0
106,106,1,0,322011110
108,40,659,529,5
108,74,1710,4,3
108,108,0,11023221,68837
109,77,3,6,1
109,89,36161,22,2
110,83,38628,18,1
110,84,8,4,3
110,123,214128,247432,11
111,69,8,4,1
111,126,31102200,116157,123464
112,12,76880,4,4
112,38,4,5,3
112,126,3220311,2201,52125
113,69,90195,5,3
113,71,6,1,0
