x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
0,93,8969,5,1
0,94,5,1,1
0,95,2,0,213313222
0,96,0,313222203,38735
0,116,331320033,0,3
1,91,0,313233023,145751
1,92,213313233,22,124
1,93,2,2,1
1,94,4,2,1
1,95,4,2,0
1,96,1,200213313,222220
1,97,9,7,3
1,98,1,1,0
1,114,99,9,21
1,115,0,21331320,1322
1,116,120021331,3201313,158856
1,117,59846,74674,9
1,118,244868,5,23
1,119,11,7,0
1,122,0,21331313,2222
2,91,2,1,0
2,92,1,200213313,233030
2,93,331322300,0,4
2,94,27158,23300,7
2,105,13222020,188665,70994
2,115,2,2,0
2,116,1,0,331320133
2,117,2133131,32303,39028
2,119,6,18,4
3,91,4,5,2
3,92,1,0,213313233
3,93,120021331,3223001,291643
3,103,2133132,22021,46852
3,115,5,3,2
3,116,4,3,120021331
3,117,0,133131323,10
3,118,13132302,308790,298937
3,119,96,5,7
5,90,0,21331330,33
5,91,3408,5,2
5,92,4,3,2
5,99,5,10,5
5,103,0,133132220,22
5,114,49179,48243,16
5,115,10063,8,2
6,91,8,9,5
6,98,975,782,7
6,101,4,12002133,13222101
7,91,331330001,3,2
7,92,222521,237746,5
7,93,4,1,0
7,94,4,0,331322301
7,95,0,21331322,3002
7,98,620388,532651,3
7,99,103907,8,31
8,90,1,0,331330010
8,91,120021331,3300031,75973
8,93,5,2,2
8,94,17,3,120021331
8,97,213313222,202,140
8,123,1,1,120021331
8,125,3,0,331313222
10,90,86522,80749,5
10,91,12,10,3
10,92,1,1,120021331
10,93,213313230,20,839
10,94,43245,12822,10
10,99,2,11,3
10,112,0,133132020,31
10,121,6478,4,1
10,124,2,12002133,13132312
11,91,33,7,5
11,92,10,3,0
11,93,0,313230023,234121
11,95,1,1,0
11,96,8,0,2133132
11,97,93673,95164,6
11,98,9784,6,1
11,110,5,12002133,13202032
11,121,3,2,6
11,122,32,1,1
11,123,3,4,1
11,124,3,0,2133131
11,127,1,12002133,13123002
12,90,13300132,532009,391704
12,92,14909,8,4
12,93,6,4,0
12,94,1,200213313,230030
12,95,132558,7,4
12,96,5,2,2
12,97,13223100,902724,796181
12,122,127052,125125,7
12,123,50012,19,2
12,124,15,4,0
14,89,2133133,221,61622
14,94,7,0,213313230
14,95,521,941,11
14,96,29,1,1
14,97,2133132,23101,7648
14,123,8,870,4
14,126,4,0,2133131
15,94,5540,4,10
15,95,14,4,3
15,96,4,3,3
15,97,1,12002133,13223110
15,110,6,3,2
15,111,5,4,0
15,112,2,0,2133132
15,113,2133132,2030,807
15,125,213313200,213,604
15,127,2,1,0
16,91,1,12002133,13300300
16,92,0,133133002,30
16,98,0,133132231,3
16,114,13202023,203603,217077
16,123,3,3,3
16,124,5,200213313,200233
16,125,0,313200222,146681
16,126,5,10,4
16,127,11,35,15
17,89,184704,233700,14
17,90,260309,4,3
17,91,4,11,2
17,92,6,0,2133133
17,123,5,5,5
17,124,11,0,213313200
19,88,213313301,21,774
19,90,751,50,4
19,91,28,8,1
19,92,9,1,0
19,94,9,5,4
19,108,4,0,2133132
19,121,251034,266402,5
19,124,1,1,0
20,87,2,0,2133133
20,88,0,133133100,2
20,89,9,1,4
20,90,3,13,4
20,92,0,313301030,180264
20,93,179479,8,4
20,94,4,5,3
20,108,266172,214929,6
21,86,372217,214084,9
21,87,5,5,0
21,88,5,12002133,13310003
21,89,304384,161023,9
21,90,2378,4,15
21,92,4,200213313,301031
21,93,6164,59395,34
21,94,30,5,11
23,87,14750,13,7
23,88,4,15,4
23,89,120021331,3301300,36247
23,91,2,2,0
23,124,10,10,4
23,127,1,12002133,13131003
24,85,0,313310030,214694
24,86,213313310,23,329
24,87,817,920,3
24,88,4,4,2
24,89,0,21331330,1302
24,90,331330121,1,5
24,91,3,6,3
24,92,1,0,213313301
24,123,22,258,6
24,124,271392,5,7
25,85,120021331,3310213,55052
25,87,12,5,0
25,88,4,200213313,310031
25,89,94,20,1
25,90,7,2,0
25,91,3,0,331330131
25,125,51049,57595,24
26,86,331331021,2,9
26,87,3,3,3
26,88,7,0,213313310
26,89,42523,35,1
26,90,27,3,1
26,91,1,1,120021331
28,85,33,3,120021331
28,86,0,21331331,302
28,87,8,3,0
28,88,4,6,2
28,89,13310000,205033,115422
28,90,15507,5307,31
28,124,0,313202132,233731
28,125,213313202,131,376
28,127,5,21,5
29,85,9,2,0
29,86,3,0,331331032
29,87,224643,179241,7
29,88,6447,5,1
29,89,2133133,10001,90065
29,113,133214,4,3
29,117,3,200213313,202133
29,127,4,1,1
30,87,7,9,6
30,88,11,2,2
30,117,331320221,3,0
30,123,6,5,3
30,124,3,1,0
30,125,8,0,213313202
31,86,160845,10,28
31,104,1,0,331323020
31,106,120021331,3230130,101162
31,114,0,133132023,11
31,115,8955,13855,14
33,96,3,2,0
33,97,13231102,177004,67693
33,108,331323012,2,0
33,113,9,12002133,13202312
33,115,2133132,2310,29967
33,118,120021331,3202221,220177
33,125,5,1,1
34,94,30,3,1
34,95,6,4,1
34,97,2133132,31103,59324
34,116,13202303,192676,173029
34,118,0,21331320,2222
35,96,3991,15,6
35,97,6,0,2133132
35,98,1,12002133,13231113
35,118,14,6,0
35,122,302350,269223,7
37,88,1321,1736,59
37,93,459099,460359,5
37,96,492,888,5
37,101,15,3,0
37,102,29,7,120021331
37,113,5,1,0
37,127,284882,279472,4
38,99,0,133132311,12
38,105,0,21331323,200
38,111,9,15,6
38,115,9,0,2133132
38,118,8,1,1
38,119,1,0,331320222
38,124,2,2,3
38,126,331313222,0,4
39,118,19,6,7
39,119,15,8,120021331
39,125,3983,4,7
39,126,120021331,3132221,275103
40,99,120021331,3323112,11073
40,100,331332301,2,7
40,115,5,2,0
40,116,3,1,120021331
40,118,331321202,3,6
40,122,2,2,0
40,123,1,0,213313212
42,121,188883,104486,6
42,122,5,5,1
43,82,9,58,10
43,100,0,21331332,3123
43,122,12,2,1
44,101,13312303,39825,29018
44,124,1,200213313,212000
44,125,0,313211311,177220
44,127,331320333,3,0
46,78,6,8,2
46,79,1,0,213320221
46,84,6,27,6
46,114,84671,13,13
46,119,0,21331321,2033
46,121,120021331,3212032,150583
46,122,0,4,1
47,82,1,200213320,221330
47,83,131,234,6
47,84,180339,5,1
47,85,638,961,6
47,86,263496,4,2
47,114,68449,61267,6
48,83,213320220,122,265
48,84,56075,47613,26
48,86,334453,277750,3
48,98,1,0,331332313
48,101,2133133,12330,39120
48,109,13220022,109251,85503
48,115,5,18,5
48,119,9,4,0
48,121,12,0,331321210
49,80,1,1,0
49,83,0,320221313,194592
49,85,213320132,2,652
49,92,6,2,1
49,93,1,1,120021331
49,115,31,5,6
49,117,31,5,9
49,118,7,21,7
49,121,8,3,120021331
49,125,1229,8,1
51,98,70382,59129,11
51,117,16,14,5
51,118,17,9,0
51,126,3,0,2133132
51,127,0,133132100,30
52,100,6,4,0
52,101,166786,6,8
52,117,238374,4,10
52,118,10,9,7
52,127,1,12002133,13210031
53,97,2133133,30123,99419
53,99,75,4,1
53,101,86421,69974,5
53,103,5,2,1
53,104,1,1,0
53,111,120021331,3220221,163294
53,112,331322021,2,1
53,113,1,0,2133132
53,114,2,12002133,13220031
53,118,369,386,9
53,127,14,5,0
54,111,0,21331322,222
54,113,97,11,0
54,115,0,133132200,30
54,116,2133132,20023,71404
54,117,213313212,221,24
54,118,247147,137329,12
54,119,8,0,2133132
55,96,1,200213313,331121
55,97,0,133133301,30
55,98,13330122,48109,35872
55,99,19641,9,1
55,100,18,5,2
55,102,36,62,5
55,104,5,75,2
55,105,0,133133131,3
56,79,120021332,222320,433916
56,88,5,1,120021332
56,89,12547,2454,29
56,90,679,44,1
56,93,331333210,1,2
56,96,1,0,213313331
56,97,482,822,8
56,98,7,8,5
56,99,4,2,0
56,100,1,12002133,13330132
56,101,8,1,1
56,102,1,0,213313320
56,103,213313320,103,628
56,108,1,12002133,13313123
56,109,0,133132203,11
56,110,13220303,214793,217995
56,111,3,2,0
56,112,1,0,331322022
56,113,37,3,0
56,114,2,200213313,220122
56,115,15674,11,22
56,116,5,44,17
56,117,249470,98521,7
56,118,2920,5,15
56,122,2133132,12122,42319
56,124,83876,12,4
56,127,11,8,2
57,78,0,21332022,2322
57,85,2133202,13210,10509
57,86,20213201,324421,287003
57,87,6,29,9
57,88,10,2,0
57,90,7,4,1
57,91,2,200213320,132101
57,92,0,320132022,454976
57,93,120021331,3332102,256570
57,95,4,8,3
57,96,2,1,0
57,97,297163,404648,4
57,98,104958,17,22
57,100,4,0,2133133
57,101,25,19,1
57,102,1,1,0
57,103,0,313320123,10400
57,110,2133132,20310,83135
57,111,5,1,1
57,112,1,1,120021331
57,113,6,8,3
57,114,2,0,213313220
57,115,553,253,7
57,116,4,2,1
57,118,4,5,4
57,119,3,200213313,212230
57,121,0,313212223,82392
57,122,0,133132122,0
57,124,47831,57592,9
58,39,320322321,321,932
58,82,13274,13408,11
58,83,6285,25,17
58,85,1,0,2133202
58,86,0,133202132,13
58,87,13862,98783,6
58,88,61,5,13
58,89,0,21332021,3112
58,90,332021302,1,2
58,91,5,3,2
58,92,1,0,213320132
58,93,4,3,120021331
58,94,0,21331333,2103
58,95,7,7,9
58,96,13,15,2
58,97,213313331,3,260
58,101,42513,46566,6
58,102,5763,7,45
58,103,1,200213313,320300
58,106,2,0,2133133
58,109,33,8,0
58,110,14,12002133,13220312
58,111,82303,74910,8
58,112,41,7,2
58,113,7,9,5
58,114,12,18,15
58,115,213313220,113,854
58,116,149006,69937,10
58,117,0,21331321,3210
58,118,331321232,1,0
58,119,4,2,2
58,121,4,0,213313212
60,81,332022223,2,6
60,83,7,9,4
60,84,20,1,1
60,85,9,3,0
60,86,3,12002133,20213231
60,88,49633,31,1
60,89,1,0,332021312
60,90,120021332,213023,235622
60,91,6,1,1
60,92,6,4,0
60,93,7,2,0
60,94,8,0,331333230
60,95,4293,265,202
60,96,3849,13,17
60,97,0,313331032,14448
60,99,19,5,4
60,102,3,1,7
60,110,7,0,2133132
60,112,192400,5,3
60,113,99352,46787,15
60,114,6222,17,11
60,115,0,313220121,170836
60,117,1,0,331321330
60,118,120021331,3213033,67123
60,119,4,16,6
60,121,1,1,0
60,122,5,12002133,13212201
60,124,13212121,162777,36494
61,81,2133203,2001,61789
61,83,2,2,120021332
61,84,0,21332030,311
61,86,26,4,120021332
61,87,4298,6126,25
61,88,0,7,2
61,90,43456,5,2
61,91,1,1,0
61,92,5,0,332022232
61,93,8,0,7
61,94,4,1,1
61,95,213320113,233,767
61,96,153506,115533,6
61,97,332010032,2,0
61,98,483297,384549,5
61,101,0,133200023,31
61,102,2133200,2231,44102
61,110,12,2,0
61,111,331322130,0,5
61,112,142307,85795,8
61,113,19,2,2
61,114,10,7,0
61,116,9,200213313,221212
61,117,7,6,0
61,118,9,47,16
61,119,29,13,0
61,121,6,200213313,221000
61,122,286287,291756,5
61,124,5,1,1
61,125,11,3,2
62,81,0,133203020,10
62,82,20300333,223272,178007
62,83,9,3,0
62,84,1,0,332030031
62,85,8,49,9
62,86,12,5,0
62,88,6,3,4
62,89,20230323,494180,536349
62,90,33819,6443,6
62,91,5,2,1
62,92,1,1,120021332
62,94,4240,8,1
62,95,0,320113300,490677
62,97,120021332,100323,95396
62,100,3,4,2
62,101,1,12002133,20003021
62,105,41,18,2
62,108,12,1,1
62,111,120021331,3221302,185278
62,113,8095,5,2
62,114,5,0,6
62,115,1,0,213313221
62,117,236239,73241,7
62,118,1591,11,7
62,121,4,0,213313221
62,124,8261,7,1
62,127,22,6,11
63,82,3,12002133,20302011
63,83,90929,11,9
63,84,11,1,1
63,85,44188,13286,23
63,86,88,9,20
63,87,0,21332023,3020
63,88,332023213,1,3
63,89,2,12002133,20231012
63,90,2133202,31010,94256
63,92,2,5,1
63,93,332011332,1,9
63,94,285967,274946,6
63,95,1,1,0
63,96,3,200213320,113301
63,97,1,0,332011112
63,100,29,6,1
63,102,2,0,2133200
63,106,148669,7,1
63,111,11,4,120021331
63,112,0,21331322,1303
63,119,7,2,2
63,126,47643,21743,4
63,127,46045,10,2
65,83,92476,56404,7
65,84,89,8,17
65,86,248029,5,6
65,87,1,0,332023310
65,88,120021332,232330,210369
65,89,6,0,2133202
65,90,0,133202310,11
65,93,120021332,113322,182644
65,95,4,6,9
65,96,3,0,213320113
65,97,3,1,120021332
65,98,0,21332010,2321
65,99,2,6,5
65,100,6,20,1
65,102,7,3,0
65,105,21793,44194,5
65,112,1,0,331322132
65,117,120021331,3221022,245967
65,118,331322102,1,3
65,125,147,87,10
66,84,13,0,2133203
66,85,234,627,7
66,86,23,6,3
66,87,0,133202332,23
66,88,20233203,82101,77708
66,89,0,320231130,94124
66,91,5,3,0
66,94,97141,18201,8
66,95,3,0,332011333
66,97,4,0,2133201
66,98,0,133201131,22
66,99,29,13,20
66,100,2,1,0
66,101,505741,536393,6
66,104,25,1,1
66,116,6,4,0
66,118,30,4,1
66,119,0,21331322,1023
66,122,0,313220333,218214
67,85,98000,29150,11
67,86,199411,31,2
67,87,1,12002133,20233331
67,88,2133202,33222,18077
67,89,1,200213320,231131
67,90,213320231,122,992
67,91,6,2,1
67,95,2,2,120021332
67,96,0,21332011,3323
67,97,20,3,0
67,98,4,12002133,20113123
67,99,179946,8,4
67,100,5,1,1
67,103,46262,6,1
67,104,23,3,1
67,105,20001032,492792,478590
67,119,7,0,331322103
69,87,24,1,1
69,88,1,0,2133202
69,89,7,9,4
69,90,7,0,213320231
69,91,207,360,7
69,92,7,22,10
69,93,20122031,16024,9709
69,95,60,24,1
69,96,1,1,0
69,97,515881,4,1
69,98,3,4,3
69,99,20113120,297093,233089
69,100,60374,57836,7
69,103,419,208,6
69,119,5,4,0
69,124,213313220,332,33
69,126,2133132,11001,69185
70,88,3,3,0
70,89,22,1,1
70,90,2,1,0
70,91,139180,128482,6
70,92,488088,5,3
70,93,2133201,22210,71727
70,95,139301,22,1
70,96,5,17,12
70,97,714,575,4
70,98,6,7,5
