x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms
5,45,21223,1058,17
13,0,22940,6863,16
13,2,22286,5670,15
15,0,21776,4842,24
18,15,2252,899,13
19,62,28614,20278,15
20,62,15973,5223,5
20,63,18890,4346,19
20,79,7292,6308,12
21,62,20099,10542,7
21,63,20204,6348,10
21,64,29594,15308,9
21,66,25319,9303,6
22,15,1919,5253,21
22,64,15267,4763,236
22,66,24191,11928,8
23,60,11452,3146,24
23,62,12966,2233,16
23,63,36190,18783,7
23,66,13524,6915,8
24,62,16003,4748,30
24,63,23145,11001,6
24,64,24441,8644,12
25,60,20611,6895,4
25,63,9436,7322,13
26,60,20269,6159,9
26,62,25034,7426,9
27,60,24289,5815,18
27,64,48116,14389,5
37,12,14738,4878,10
40,127,40838,15893,5
41,5,7611,5922,86
42,126,31857,4351,6
42,127,50574,27983,5
43,126,210071,19350,7
43,127,11495,3269,13
44,127,19185,8858,10
46,83,6376,1677,98
46,94,6841,3087,13
50,83,3538,1843,23
53,27,18517,9156,5
55,25,12393,6619,6
55,26,21491,7654,8
55,27,23726,12253,6
56,27,26297,22415,7
56,29,16545,16387,7
57,25,16265,7328,12
57,26,21246,8823,10
58,26,23543,10133,12
58,27,15925,12076,9
59,36,44012,9617,18
60,10,1936,896,59
66,86,18414,19308,2
66,87,13747,14337,5
69,20,14144,5599,10
89,6,13342,4983,8
91,69,12683,696,16
92,27,6626,2602,38
94,20,14562,5812,13
117,63,16234,4501,23
118,62,18272,4433,24
119,62,15127,4673,35
123,79,16359,3838,16
