x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
0,95,45910,38607,4,2,1
0,100,13300,27285,11,2,1
0,107,204418,168631,7,3,1
0,108,129137,134362,9,14,3
0,109,264827,321162,9,4,4
0,110,176009,266928,12,5,3
0,125,161984,175350,9,7,3
0,126,182671,164391,10,23,5
0,127,151801,145514,8,2,2
1,29,69599,69115,15,2,1
1,35,72810,84870,11,1,1
1,85,201318,236152,5,4,1
1,86,213372,235240,7,5,2
1,87,126200,141344,5,2,1
1,100,112002,140027,8,4,1
1,107,118925,25526,8,7,2
1,109,73656,55171,8,1,1
1,110,153860,349974,8,2,1
1,126,205671,194711,5,3,2
1,127,284640,163550,7,2,2
2,65,35995,58323,51,1,1
2,88,446112,333467,4,1,1
2,107,102574,201837,11,2,1
2,108,106267,88904,10,18,1
2,109,74850,72951,10,9,1
2,111,30851,15368,27,1,1
2,124,309095,340248,9,4,2
2,125,83956,99574,7,3,1
2,127,205563,217901,11,4,3
3,34,103088,104456,5,1,1
3,45,176099,328811,5,3,1
3,63,145916,155632,7,2,1
3,68,3115,15287,6,1,1
3,78,360928,335960,4,1,1
3,79,86139,53391,11,3,1
3,84,237054,226694,5,1,1
3,120,74443,112992,8,5,1
3,123,26779,24097,26,1,1
4,34,91633,102434,6,1,1
4,77,274061,260978,5,3,1
4,101,250750,96836,5,1,1
4,107,187990,335522,8,3,1
4,122,346433,97263,20,4,1
4,123,186925,111839,11,7,4
5,35,45427,64055,4,7,2
5,36,121011,89121,6,2,2
5,37,44748,72826,4,2,1
5,77,218297,146990,4,1,1
5,78,153561,408933,5,3,2
5,105,177544,224636,7,4,1
5,121,325080,395119,8,4,2
5,122,277272,254091,12,13,7
5,123,336661,209619,11,16,4
6,35,51718,24160,5,1,1
6,36,250580,254199,4,3,3
6,37,321,97091,6,2,1
6,104,154637,152055,4,10,3
6,120,163779,101596,16,14,4
6,121,265736,182912,17,34,4
6,122,318122,72311,18,41,3
6,123,382755,204,23,1,1
7,35,63100,89069,7,3,1
7,45,23839,16085,5,1,1
7,46,54878,11600,8,1,1
7,89,177166,133684,6,3,2
7,105,138402,193287,5,1,1
7,110,84609,47632,11,5,1
7,111,118920,82100,9,11,2
7,116,87518,94644,8,1,1
7,117,297512,190063,13,8,3
7,118,238644,347649,8,1,1
7,118,207770,83755,16,2,2
7,119,335560,82491,21,3,2
7,120,251721,204918,12,34,5
7,121,282919,288817,12,8,2
7,122,232265,182059,9,1,1
7,123,76983,88951,8,1,1
8,2,11355,10701,5,1,1
8,26,52436,30316,9,1,1
8,27,49533,39683,8,4,1
8,36,168642,291933,4,8,1
8,71,360243,282732,4,1,1
8,89,110539,119355,5,1,1
8,105,21771,27627,4,1,1
8,114,487605,110901,21,2,1
8,117,154230,104431,13,2,1
8,119,317490,110292,18,7,3
8,120,339316,250922,10,29,5
9,43,47769,72132,4,1,1
9,103,9366,9439,8,1,1
9,116,404318,107372,22,1,1
9,117,152314,62096,16,18,9
9,117,234544,60167,16,3,3
9,118,240711,176413,15,6,1
9,119,312555,67050,16,3,2
9,127,279135,72157,15,5,3
10,28,104617,104121,4,1,1
10,36,84253,103974,5,2,1
10,102,4310,329,25,1,1
10,111,50384,53509,8,2,1
10,127,199772,41921,12,5,4
11,35,200690,56001,13,2,2
11,40,93428,101866,4,1,1
11,43,93906,94100,6,1,1
11,52,65581,61538,9,7,2
11,81,138719,76969,4,2,2
11,106,189648,161986,12,1,1
11,108,14899,14868,8,1,1
11,127,267878,136242,8,4,2
12,26,3879,5508,12,3,3
12,36,194756,104345,17,52,7
12,76,158559,170693,4,3,2
12,88,25456,17695,4,2,1
12,89,236562,178461,8,13,4
12,91,77202,64365,6,1,1
12,107,366087,381422,10,1,1
12,109,157712,236114,10,2,2
12,126,93945,97198,6,1,1
13,27,37983,55142,6,3,1
13,36,198495,223019,10,5,1
13,55,264095,294171,8,12,1
13,59,162643,170453,6,1,1
13,82,283139,267090,6,5,1
13,88,214959,208226,8,2,2
13,89,304101,207226,6,9,3
13,91,316784,216228,10,12,3
13,97,158317,149680,4,12,4
13,102,103810,43812,6,3,2
13,120,405857,429044,10,4,1
14,55,260165,275573,7,1,1
14,60,17335,20409,7,1,1
14,66,57750,62161,4,2,2
14,81,137419,79226,4,3,1
14,89,108800,153316,5,1,1
14,90,254009,274244,8,8,2
14,91,255822,152917,6,3,2
14,92,374897,413418,6,3,2
14,93,173360,204049,5,2,2
14,98,241349,227048,6,1,1
14,108,194070,76021,10,4,2
14,109,393306,334981,8,7,3
14,110,43226,11751,8,1,1
14,126,424038,153581,15,3,3
14,127,321112,183538,15,31,8
15,35,28691,21056,9,8,3
15,66,128634,107188,6,2,1
15,79,22392,48808,5,1,1
15,87,91740,91223,5,1,1
15,88,48009,11242,11,3,2
15,89,235582,120872,6,4,3
15,91,205911,190852,6,1,1
15,108,210543,217811,10,22,3
15,109,130727,187545,11,14,3
15,110,259925,275317,7,2,1
16,25,100368,106620,5,34,2
16,26,86234,76648,6,4,1
16,34,87100,40387,8,14,2
16,86,124293,64648,12,2,1
16,88,96294,28195,12,1,1
16,89,243691,279007,9,11,4
16,90,233650,327313,6,1,1
16,91,200260,248728,6,12,3
16,92,80413,87147,6,1,1
16,109,201518,197677,10,10,2
16,110,298139,364073,8,3,2
16,111,156775,173273,7,2,1
16,118,43351,31953,7,1,1
16,126,228147,243726,7,3,3
17,25,308256,397640,5,2,1
17,29,273561,525487,6,1,1
17,30,104776,104593,5,2,1
17,69,304469,439633,7,1,1
17,86,234744,210457,6,36,5
17,87,210024,286903,6,17,4
17,89,209985,308672,11,8,3
17,90,349342,335663,6,18,2
17,110,206494,396450,7,6,1
17,111,215651,276125,8,14,4
17,112,66364,86393,9,7,2
17,116,395119,417546,9,1,1
17,126,185949,187764,8,2,1
18,30,107974,152324,6,5,3
18,68,80900,59785,6,9,3
18,69,184628,172705,5,27,3
18,70,351469,315466,6,2,1
18,76,118747,93946,5,1,1
18,88,54378,50649,4,1,1
18,90,537019,603897,5,1,1
18,112,314204,211118,8,2,2
18,114,223982,319081,7,1,1
18,126,202491,204918,11,19,3
18,127,243734,267269,8,7,2
19,33,42284,8962,25,2,1
19,34,332769,132728,8,27,3
19,56,88451,51929,6,2,1
19,59,11903,720,24,1,1
19,68,163549,74021,5,10,2
19,69,113110,152508,6,4,4
19,70,160774,137033,19,5,3
19,82,20869,15013,5,1,1
19,102,490226,414146,5,1,1
19,120,79140,82189,23,2,1
19,126,256164,218053,11,12,5
19,127,192490,157521,11,13,6
20,31,37359,58339,8,2,1
20,33,83170,109239,9,13,3
20,35,173173,191217,5,10,2
20,48,104202,114040,6,3,2
20,54,179565,177112,9,8,4
20,55,28651,43725,6,1,1
20,56,103353,103513,5,2,1
20,58,15438,29892,10,1,1
20,69,121258,189127,7,8,2
20,91,127580,149292,4,4,3
20,126,101290,97361,13,4,2
20,127,405097,372188,9,11,5
21,30,53081,46095,8,1,1
21,47,104818,103500,4,1,1
21,53,162981,173132,5,1,1
21,54,69485,108847,7,6,2
21,55,129357,120828,7,13,3
21,56,112453,182659,7,2,2
21,57,38017,30651,7,3,1
21,68,20643,17642,5,1,1
21,75,127466,120764,6,2,1
21,92,16747,16320,6,2,2
21,95,173787,201556,4,6,2
21,118,298306,362655,7,12,2
21,121,173012,160619,9,1,1
21,126,134242,171956,8,3,2
21,127,287031,296791,10,2,2
22,35,96673,165645,7,2,2
22,51,197951,142490,6,22,1
22,55,207536,257000,13,6,2
22,116,253153,230062,8,2,1
22,127,99062,120296,8,21,2
23,51,105107,103576,6,1,1
23,81,426929,495714,6,2,1
23,84,36138,37923,9,1,1
23,93,64404,49135,8,1,1
23,95,14528,19663,18,1,1
23,107,81821,81061,7,3,1
23,123,366128,393476,8,1,1
24,18,51689,2087,11,1,1
24,29,152045,140435,10,2,1
24,50,76507,74510,5,3,1
24,69,201175,137830,7,6,6
24,71,347331,469302,4,5,1
24,72,39634,21435,8,1,1
24,112,419685,756888,8,1,1
24,113,61410,67464,7,2,1
25,23,371115,301124,13,37,5
25,25,192431,205917,6,9,2
25,26,120384,143889,12,10,1
25,36,263239,316797,10,2,1
25,48,208970,197524,5,1,1
25,50,265665,292280,5,1,1
25,51,243340,225026,6,3,1
25,56,79892,87402,10,1,1
25,67,98301,136913,5,9,3
25,68,15649,2662,10,1,1
25,69,148039,190741,6,1,1
25,70,299391,392581,5,1,1
25,84,46757,71424,4,1,1
25,85,131915,123611,7,3,1
25,86,204905,183817,4,1,1
25,88,320404,336363,10,4,2
25,89,359453,107100,22,2,1
25,90,447602,108719,20,1,1
25,113,194498,239916,8,3,2
25,116,214482,483159,9,1,1
26,24,149360,146492,9,14,7
26,25,182720,101945,17,12,7
26,48,103245,130853,8,3,2
26,49,274278,253032,9,3,2
26,66,170688,206472,9,4,2
26,67,229192,154004,9,4,2
26,68,202593,196512,5,3,1
26,70,59616,58293,10,3,1
26,85,176600,332919,6,1,1
26,86,273383,181788,12,3,2
26,87,142748,179008,5,22,5
26,88,333030,68647,15,1,1
26,89,219079,83383,14,6,4
26,104,269272,462879,6,19,2
26,120,427683,532705,7,1,1
27,24,222434,110012,13,4,4
27,25,327815,98070,14,6,2
27,35,128617,158127,7,6,3
27,74,47529,40302,5,1,1
27,86,135832,107632,27,2,2
27,89,207949,118262,8,3,3
27,103,116985,100385,6,3,2
27,105,152280,132088,4,2,1
27,117,331530,366443,11,5,1
27,121,72258,103624,9,4,1
27,122,30316,2912,11,1,1
27,124,155319,18855,38,1,1
28,25,199112,66217,10,10,3
28,49,49635,41603,5,1,1
28,52,107038,82739,7,3,1
28,61,251181,292204,10,2,1
28,74,218814,351703,5,4,3
28,106,262258,226208,6,1,1
28,109,188709,336660,7,5,1
28,113,172709,213769,10,5,1
29,3,39535,63553,5,7,1
29,24,163052,74941,14,4,3
29,25,127975,38792,17,1,1
29,27,178394,146271,5,3,1
29,58,75150,65705,7,1,1
29,65,170271,162815,7,10,2
29,68,278692,419070,4,1,1
29,74,20826,20692,6,1,1
29,108,160194,210001,10,1,1
30,17,226458,280967,5,5,1
30,24,53161,67442,6,1,1
30,25,140443,131235,6,97,1
30,63,118745,90541,5,4,2
30,73,13669,20815,5,2,1
30,82,201476,270628,5,4,1
