x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
11,28,104409,16876,60,1,1
24,30,4144,933,47,100,3
25,16,5376,5224,66,1,1
25,30,46852,3892,58,14,5
26,29,38594,8908,24,21,9
26,30,101802,34607,13,26,7
26,31,124364,38941,16,34,8
26,32,45562,11966,18,60,9
27,29,76725,39232,13,38,5
27,30,88554,24841,15,57,16
27,31,62495,16887,33,20,7
27,32,163767,44598,14,158,15
27,33,89905,29462,18,34,5
27,34,91696,28938,9,2,2
27,35,54658,12288,20,25,5
28,3,52107,22667,10,1,1
28,8,100055,25962,18,1,1
28,11,232372,25793,11,2,1
28,12,52961,19578,45,6,4
28,15,156135,68716,17,2,1
28,19,120192,18811,20,17,3
28,20,69124,17462,15,21,2
28,28,87140,16704,15,13,3
28,29,69893,29785,22,15,5
28,30,62021,21047,21,62,16
28,31,99047,35457,22,22,9
28,33,107698,34989,17,60,10
28,34,143144,32638,15,38,7
28,35,69792,25075,19,12,5
29,4,794,864,720,1,1
29,5,1984,974,37,1,1
29,7,166352,18127,18,14,2
29,8,67085,15794,18,15,5
29,9,182201,28975,18,34,4
29,10,84424,16951,24,13,3
29,11,34587,24146,19,14,7
29,12,221685,40823,17,19,9
29,13,110385,31400,20,7,5
29,19,256334,37667,16,35,8
29,20,202612,26178,20,27,10
29,21,36838,11038,19,4,3
29,22,106453,21066,24,7,4
29,25,49282,49760,24,1,1
29,27,251766,22730,17,2,1
29,28,183546,42377,20,46,13
29,29,188118,47551,16,56,18
29,30,173758,28351,16,13,7
29,31,98703,33152,28,37,13
29,32,226985,56958,18,25,10
29,34,53450,17123,19,80,8
29,35,75792,23118,22,13,7
29,37,75256,19220,3,2,1
30,4,24289,7314,36,2,1
30,7,150290,35161,28,33,12
30,8,161651,24845,18,54,16
30,9,100633,39554,19,58,13
30,10,97710,19674,19,22,6
30,11,67146,26684,18,18,9
30,12,106780,27131,20,14,6
30,13,216012,34875,20,12,5
30,14,80586,40437,18,5,2
30,17,10711,651,85,18,1
30,18,77501,20211,23,1,1
30,21,190457,24050,17,25,10
30,22,32414,9078,33,18,8
30,23,87232,21025,29,1,1
30,24,147,787,50,1,1
30,28,371447,71224,17,3,1
30,29,136925,31197,16,50,21
30,30,215873,27636,18,43,14
30,31,217717,31492,17,46,9
30,32,208393,32383,17,52,7
30,33,202269,46511,21,55,14
30,34,117286,39402,26,108,16
30,35,175804,35913,18,9,5
30,36,93476,25684,16,6,6
31,6,129213,32984,16,28,12
31,7,223888,45941,19,100,19
31,8,201199,39325,16,102,27
31,9,141438,35522,16,37,16
31,10,167053,32949,20,12,5
31,11,179504,38048,20,28,10
31,12,241700,35323,18,19,8
31,13,307488,66425,15,11,3
31,17,262631,26356,18,1,1
31,22,260115,46938,20,57,5
31,23,220,807,47,1,1
31,24,157,820,46,1,1
31,29,188074,32709,19,116,23
31,30,155615,33075,17,27,12
31,31,156852,34845,16,66,11
31,32,165287,26648,20,24,14
31,33,161555,22570,18,35,11
31,34,200132,42262,24,17,8
31,35,110381,32785,17,10,6
31,36,60581,25227,17,101,7
32,4,120057,36196,19,76,15
32,5,203955,38080,17,91,26
32,6,174102,35508,16,42,15
32,7,244844,44892,17,34,15
32,9,92276,25675,18,58,18
32,10,135317,31962,18,102,14
32,11,160539,35565,23,45,23
32,12,145765,30849,18,41,11
32,28,143485,30816,16,1,1
32,29,194837,45322,16,34,12
32,30,174020,36488,28,55,18
32,31,178295,31664,18,38,14
32,32,153718,19860,18,36,13
32,33,102917,20639,21,22,10
32,34,156526,35053,16,31,10
32,35,69615,21892,24,23,9
32,36,29239,5182,20,11,2
32,37,308777,67645,17,1,1
33,3,188185,40796,19,28,6
33,4,159374,30574,23,37,17
33,5,92034,40199,16,17,10
33,6,298534,49259,24,73,20
33,7,185797,77058,16,40,15
33,8,156761,33915,17,77,33
33,10,180597,37184,16,75,20
33,11,190536,38020,16,92,14
33,12,173160,34234,19,85,18
33,28,533022,102912,17,1,1
33,30,295962,38793,14,18,4
33,31,60174,30739,22,15,5
33,32,287802,38077,17,37,12
33,33,163736,41436,19,15,3
33,34,202810,20655,11,3,2
33,35,73335,27130,20,120,14
33,36,101029,25006,14,29,7
33,47,71222,103355,17,1,1
34,0,57899,24154,24,2,2
34,1,215820,43848,15,39,17
34,2,205762,40067,19,43,10
34,3,203252,30364,16,113,29
34,4,235080,46310,15,116,23
34,5,157003,24114,20,51,10
34,6,139715,32287,18,89,31
34,7,137298,26717,19,38,17
34,8,213503,38808,17,51,24
34,9,225623,125284,21,41,13
34,10,83653,23126,26,10,8
34,11,235530,49930,17,26,8
34,12,246202,37770,15,4,4
34,15,74911,19011,18,1,1
34,32,358736,53005,15,36,6
34,33,118931,22641,15,3,3
34,34,87553,31376,16,6,4
34,35,84195,16383,64,10,4
34,38,7025,584,33,1,1
34,39,6228,473,59,2,1
34,44,26588,4885,21,3,2
34,45,113147,14374,35,2,1
34,46,26976,6929,44,21,3
34,47,54524,85041,24,4,3
35,0,264345,40388,19,103,24
35,1,234830,36671,14,42,12
35,2,216453,51343,20,150,26
35,3,208850,51330,12,67,11
35,4,226874,42720,17,8,2
35,5,171999,68770,16,1,1
35,6,79411,21287,17,2,2
35,7,260418,32669,18,63,16
35,8,200366,37445,18,46,16
35,9,142107,40759,19,131,26
35,10,147084,27004,18,87,22
35,11,59465,17290,29,23,6
35,30,15162,729,33,3,1
35,34,29214,6709,21,8,4
35,35,75554,15566,40,10,3
35,39,3252,2851,10,1,1
35,40,4845,452,91,3,2
35,41,3186,1298,109,10,1
35,43,39820,10246,21,17,6
35,44,39055,7882,29,96,15
35,45,41694,10154,20,24,10
35,46,32095,5835,50,11,4
35,47,29213,2661,21,2,2
36,0,192631,26987,18,25,11
36,2,180395,29750,15,21,7
36,3,179068,26204,26,54,14
36,4,280305,54604,16,38,8
36,5,173169,36439,17,41,14
36,6,83721,31877,24,17,10
36,8,174234,38690,18,37,19
36,9,168319,23594,12,69,9
36,10,180612,30972,17,50,23
36,11,185264,28858,21,43,12
