x,y,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices
1,110,80727,19345,32,2,1
15,63,41949,28284,29,1,1
19,42,16937,8311,32,11,1
20,62,43861,65929,12,11,2
21,79,96375,56083,18,7,1
21,82,47395,7256,38,17,1
22,76,70511,83126,17,8,1
23,76,56029,61794,18,2,1
25,82,16791,9686,38,1,1
25,103,5973,538,51,1,1
26,65,422618,506780,7,3,1
26,108,7926,358,49,2,1
27,66,241209,189059,14,9,5
27,67,149817,165992,17,4,3
27,73,155041,170674,15,2,2
28,66,264870,306449,15,5,3
28,69,374995,417849,15,11,5
28,70,453613,468475,12,14,4
29,67,243419,247181,12,26,6
29,68,236024,152886,15,32,11
29,70,156578,131148,12,2,2
30,64,365644,277827,14,7,6
30,66,241856,224332,14,23,9
30,67,242598,158433,16,18,11
30,68,170490,117269,15,15,9
31,63,509867,645647,16,1,1
31,64,259092,206583,9,13,3
31,66,223036,205569,21,10,4
31,67,248692,195045,15,68,15
31,68,152954,138396,12,15,9
31,103,35262,19479,28,1,1
32,64,410454,376325,19,13,4
33,5,394015,267062,14,3,1
33,67,353041,450008,9,8,3
33,68,308094,278084,13,8,4
33,69,220654,233181,12,3,3
34,68,365840,378125,9,3,2
35,95,31525,19888,34,1,1
37,57,48523,4353,27,1,1
37,67,97353,103191,13,1,1
40,51,18643,3249,34,2,1
41,43,82738,9781,28,1,1
42,68,27031,12444,24,4,3
43,65,431549,492218,10,1,1
59,59,41938,16860,18,4,2
60,59,24561,4545,17,1,1
72,79,96816,20329,37,1,1
74,61,801,2174,76,1,1
75,61,22136,2534,19,2,2
76,62,127971,16068,46,1,1
96,58,11408,657,30,2,1
96,83,16652,767,48,7,3
102,22,71565,19209,27,13,2
107,64,135228,126865,25,5,1
108,51,14918,691,38,1,1
108,64,52138,59605,17,1,1
109,9,1778,3904,219,2,1
109,51,71035,27786,28,4,1
109,52,14792,28396,28,1,1
110,14,20331,4878,35,1,1
114,102,2878,489,49,1,1
